"codigo_manzana","prc_nmer03","prc_nmer04","prc_nmer05","prc_nmer06","prc_nmer07","prc_nmer08","prc_nmer09","prc_nmer10","prc_nmer11","prc_nmer12","prc_nmer13","prc_nmer14","prc_nmer15","prc_nmer16","prc_nmer17"
"7600110000000002120502","0","0","8.333333333333332","0","0","9.090909090909092","9.090909090909092","9.090909090909092","0","0","0","0","0","0","0"
"7600110000000002200209","6.25","6.25","0","6.25","6.25","6.666666666666667","0","0","13.333333333333334","0","14.285714285714285","0","0","0","0"
"7600110000000002150110","0","7.4074074074074066","7.4074074074074066","7.4074074074074066","0","0","0","3.7037037037037033","3.7037037037037033","11.11111111111111","4.166666666666666","4.166666666666666","0","4.166666666666666","4.166666666666666"
"7600110000000002230211","0","0","0","0","25","0","0","0","0","0","0","0","100","0","0"
"7600110000000002120402","9.523809523809524","0","4.761904761904762","0","0","0","9.523809523809524","4.761904761904762","0","0","5.88235294117647","11.76470588235294","0","0","0"
"7600110000000002220320","2.941176470588235","5.88235294117647","2.941176470588235","2.941176470588235","2.941176470588235","3.225806451612903","0","0","6.451612903225806","3.225806451612903","6.896551724137931","3.4482758620689653","10.344827586206897","3.4482758620689653","0"
"7600110000000002220314","0","4.545454545454546","0","0","4.545454545454546","16","12","8","4","0","0","7.4074074074074066","0","11.11111111111111","3.7037037037037033"
"7600110000000002200203","0","0","0","10.526315789473683","0","5","0","0","0","5","5.88235294117647","0","0","0","0"
"7600110000000002110408","0","0","7.142857142857142","0","0","0","6.666666666666667","0","6.666666666666667","6.666666666666667","0","0","0","6.25","0"
"7600110000000002060120","0","3.7037037037037033","0","0","0","3.3333333333333335","0","0","0","0","6.25","3.125","0","3.125","3.125"
"7600110000000002230221","9.090909090909092","9.090909090909092","9.090909090909092","9.090909090909092","0","22.22222222222222","11.11111111111111","0","0","11.11111111111111","10","0","0","10","30"
"7600110000000002220214","10","0","5","10","0","0","5.555555555555555","5.555555555555555","11.11111111111111","5.555555555555555","0","4.166666666666666","8.333333333333332","4.166666666666666","0"
"7600110000000003060101","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0"
