manzanac,ed0,ed1,ed2,ed3,ed4,ed5,ed6,ed7,ed8,ed9,ed10,ed11,ed12,ed13,ed14,ed15,ed16,ed17,ed18,ed19,ed20,ed21,ed22,ed23,ed24,ed25,ed26,ed27,ed28,ed29,ed30,ed1,pred_dec,pred,dif
7.60E+21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0.026508635,0,0
7.60E+21,2,1,2,0,0,0,0,1,0,6,2,1,3,3,5,2,1,6,0,2,5,4,3,7,2,5,3,2,4,1,1,1,1.195714286,1,0
7.60E+21,2,1,0,0,2,0,1,2,0,0,1,0,0,0,1,1,0,0,2,3,0,3,0,1,2,3,2,0,2,1,0,1,0.634683138,1,0
7.60E+21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,0,1,1,0,3,1,0.663437579,1,0
7.60E+21,0,1,1,0,1,0,1,1,1,0,1,1,0,0,4,1,0,1,3,2,2,2,2,3,0,0,3,4,3,7,2,1,0.985418364,1,0
7.60E+21,6,9,9,9,4,6,6,4,4,9,11,7,2,11,6,9,5,12,7,14,14,14,6,9,12,12,11,7,7,11,14,9,6.217142857,6,3
7.60E+21,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,3,0,1,1,0,0.104432228,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0.032543612,0,0
7.60E+21,0,2,0,4,2,0,2,0,2,2,6,0,2,2,5,0,5,2,1,3,2,4,2,3,2,2,1,0,2,4,1,2,1.397142857,1,1
7.60E+21,0,3,2,1,1,0,0,0,0,1,0,0,1,2,1,0,2,2,1,0,2,4,2,2,1,0,1,3,1,2,0,3,0.461778417,0,3
7.60E+21,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,1,0,1,1,0.317054855,0,1
7.60E+21,1,1,0,1,1,1,2,3,2,0,1,1,2,1,1,3,4,1,2,4,1,2,3,2,0,3,1,2,0,3,2,1,1.034106669,1,0
7.60E+21,1,1,0,3,0,1,0,0,0,4,0,1,1,0,1,0,3,1,1,1,2,2,1,0,2,2,1,4,1,4,0,1,0.884922655,1,0
7.60E+21,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,2,1,1,0,1,0.646169994,1,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,2,2,2,0,1,0,0,0,0,0,1,2,0,0.092971553,0,0
7.60E+21,1,0,0,0,1,0,1,0,0,2,1,0,0,0,1,0,0,2,1,0,0,1,1,1,1,1,0,1,0,2,1,0,0.420112427,0,0
7.60E+21,0,0,1,0,0,2,0,0,1,0,1,0,1,0,0,3,0,2,1,0,1,1,2,3,1,2,0,1,1,1,0,0,0.232058672,0,0
7.60E+21,1,2,2,3,0,1,1,1,4,2,0,2,2,0,2,1,2,0,0,1,1,0,2,1,2,2,5,0,0,1,2,2,1.067611241,1,1
7.60E+21,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,3,1,0,0,1,1,2,0,1,1,1,0,2,1,1,0,0.43078005,0,0
7.60E+21,1,0,0,0,0,1,0,0,0,1,0,0,2,1,2,1,1,0,1,0,3,0,0,2,3,0,1,3,4,0,3,0,0.249401372,0,0
7.60E+21,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0.077290117,0,0
7.60E+21,1,0,0,1,0,1,0,0,1,0,0,2,0,0,2,2,0,1,2,0,1,1,2,5,2,3,1,1,0,1,1,0,0.239499343,0,0
7.60E+21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.021825491,0,0
7.60E+21,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0.672071814,1,0
7.60E+21,0,1,2,0,0,0,1,0,1,0,0,0,1,1,1,3,1,0,0,1,0,0,0,1,0,1,2,1,2,0,0,1,0.801784476,1,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137728,0,0
7.60E+21,3,2,0,1,1,1,0,1,1,4,2,3,3,2,2,6,1,3,0,2,1,5,2,5,5,2,1,1,0,0,1,2,1.74,2,0
7.60E+21,0,3,0,2,0,1,0,1,0,0,0,1,1,0,1,2,1,4,2,2,1,0,2,2,3,2,4,4,1,4,2,3,2.174479638,2,1
7.60E+21,0,2,1,2,2,3,1,2,0,0,2,1,0,0,1,1,2,4,1,2,1,1,2,0,1,0,0,0,0,0,1,2,1.474211503,1,1
7.60E+21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,3,0,0,1,1,1,0,1,2,0,0.14483404,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,2,2,1,1,0,0,2,1,0,0.097604131,0,0
7.60E+21,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,1,3,0,2,0,1,2,1,0,0.216904104,0,0
7.60E+21,1,0,0,4,1,0,1,0,0,2,0,1,1,1,0,1,2,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0.514340391,1,-1
7.60E+21,7,5,5,7,8,5,7,3,14,8,6,8,6,3,6,6,6,8,9,8,7,11,9,12,8,9,9,3,14,12,8,5,5.037142857,5,0
7.60E+21,1,0,0,3,0,3,3,2,1,2,5,3,2,3,0,5,3,8,4,3,2,1,1,4,0,1,3,1,2,2,3,0,0.545714286,1,-1
7.60E+21,3,5,3,0,3,5,6,9,6,3,5,5,1,3,3,2,2,5,3,8,3,4,4,3,6,6,1,2,2,3,7,5,4.192857143,4,1
7.60E+21,3,1,1,0,0,2,2,3,1,3,2,1,1,1,1,2,2,0,2,4,4,1,5,2,4,2,5,1,1,1,2,1,1.095023593,1,0
7.60E+21,2,5,1,2,1,2,7,5,6,6,1,1,3,5,2,1,2,3,1,6,5,7,4,8,1,4,4,2,3,9,7,5,4.044285714,4,1
7.60E+21,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0.183959957,0,0
7.60E+21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.075816096,0,0
7.60E+21,0,2,0,0,1,0,1,1,2,1,2,0,1,2,2,2,1,0,2,1,2,0,0,1,2,1,2,0,4,2,0,2,1.551575534,2,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137728,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,2,0,0,5,0,0,0,0.260059192,0,0
7.60E+21,0,3,1,0,1,0,1,3,0,0,1,2,0,1,1,4,1,0,4,1,1,0,1,1,2,3,2,2,2,1,2,3,2.08348115,2,1
7.60E+21,1,0,0,0,0,3,0,1,2,0,0,2,0,0,0,0,3,1,4,0,0,1,0,1,1,0,0,1,2,2,1,0,0.256746801,0,0
7.60E+21,0,0,2,0,1,1,1,0,1,1,0,1,2,0,1,0,1,2,0,1,1,0,1,0,1,2,2,2,2,1,0,0,0.229249071,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0.06489299,0,0
7.60E+21,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,1,0,3,0,1,2,0,0,0,2,3,4,2,2,2,0,0,0.739615646,1,-1
7.60E+21,0,3,0,1,0,1,1,0,2,1,0,0,1,0,0,2,1,1,1,2,1,3,0,1,0,3,1,1,2,0,3,3,2.174225453,2,1
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137728,0,0
7.60E+21,0,1,3,0,1,2,2,0,2,2,1,1,0,1,1,1,1,2,2,2,4,3,9,0,3,2,4,2,4,3,2,1,1.143265306,1,0
7.60E+21,0,1,0,0,1,1,1,0,0,0,0,1,1,2,0,1,0,1,1,0,0,1,0,0,1,1,1,2,1,0,0,1,0.776566425,1,0
7.60E+21,1,3,6,3,5,4,3,5,2,3,1,4,1,1,1,3,7,2,8,2,3,4,3,4,2,2,6,11,2,5,1,3,2.948571429,3,0
7.60E+21,0,1,1,1,0,2,1,1,0,0,2,0,1,0,0,1,0,1,0,2,2,2,1,0,0,2,2,2,2,0,1,1,0.769019221,1,0
7.60E+21,4,8,5,9,9,3,5,8,5,5,0,6,2,4,7,6,3,7,4,3,5,11,7,5,6,4,3,5,2,5,9,8,6.465714286,6,2
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001124683,0,0
7.60E+21,8,16,18,9,11,13,17,10,19,19,7,19,16,11,11,21,16,12,17,15,9,17,11,14,21,16,21,20,21,27,12,16,14.48,14,2
7.60E+21,0,0,1,1,1,1,1,1,0,1,0,1,0,1,2,0,1,2,2,0,1,3,1,0,4,0,1,1,0,0,1,0,0.17486365,0,0
7.60E+21,2,4,0,0,3,4,1,0,1,1,0,3,1,1,5,4,3,3,1,3,1,4,3,5,5,1,5,2,1,2,3,4,1.517959184,2,2
7.60E+21,0,0,0,2,0,1,0,0,1,0,1,0,0,0,3,0,1,2,1,0,1,3,0,3,2,1,0,3,0,0,2,0,0.220755873,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,2,1,1,0,0.104074689,0,0
7.60E+21,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032102093,0,0
7.60E+21,0,0,0,1,1,0,0,2,0,2,0,0,1,1,2,0,0,0,2,0,2,2,6,2,1,1,2,2,0,2,4,0,0.712483644,1,-1
7.60E+21,1,0,0,1,0,0,1,0,1,0,0,2,1,0,0,0,1,0,2,2,2,0,3,0,2,2,1,3,1,2,2,0,0.259338795,0,0
7.60E+21,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,2,1,1,0,0,1,2,0,1,1,1,1,0.662590388,1,0
7.60E+21,1,10,5,4,6,5,7,5,14,7,6,5,7,4,9,12,6,7,11,9,11,7,15,3,13,8,5,5,11,12,14,10,5.011428571,5,5
7.60E+21,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,2,2,2,1,1,0,0,0.092667331,0,0
7.60E+21,0,0,0,0,0,0,0,1,1,2,1,2,1,0,3,3,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.280656463,0,0
7.60E+21,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,2,2,1,0,0,1,1,0,1,1,1,1,2,1,0,0.13794323,0,0
7.60E+21,2,1,1,0,3,2,0,1,2,3,1,2,2,1,4,3,2,4,2,3,0,3,1,2,3,3,2,2,2,3,2,1,1.051549165,1,0
7.60E+21,1,1,1,1,0,2,0,0,1,0,0,0,2,2,1,1,1,2,4,6,2,3,1,3,2,1,3,4,1,0,2,1,0.946111036,1,0
7.60E+21,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,2,0,0,1,0,0,2,1,1,1,1,1,0,0,0.107726544,0,0
7.60E+21,3,2,3,1,5,2,8,2,1,2,3,3,3,2,2,3,3,2,6,6,4,7,6,5,5,5,7,3,8,5,3,2,2.361428571,2,0
7.60E+21,0,1,0,2,0,0,0,0,1,1,1,0,0,1,1,2,1,0,0,1,0,1,1,1,0,1,3,0,2,2,0,1,0.806306247,1,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.022133777,0,0
7.60E+21,1,1,4,0,1,1,1,1,2,0,0,2,0,1,1,0,2,0,1,1,1,1,0,1,5,2,2,2,1,0,5,1,0.971832035,1,0
7.60E+21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.081468097,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,3,0,1,2,0,0,1,0,0,0,3,0,0.122457281,0,0
7.60E+21,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,1,2,1,2,0,1,0,3,4,0,0,0.271821318,0,0
7.60E+21,1,0,0,0,0,2,0,0,0,2,2,0,1,1,1,1,0,0,0,1,3,2,1,2,0,1,1,0,1,2,3,0,0.404074792,0,0
7.60E+21,0,0,0,0,1,1,0,3,3,3,1,1,1,0,1,1,1,1,1,0,3,2,2,0,1,2,0,0,0,2,2,0,0.775464436,1,-1
7.60E+21,0,1,0,0,1,0,0,0,1,0,2,1,1,0,1,1,0,1,3,1,0,2,4,0,1,2,0,1,2,1,1,1,0.63514046,1,0
7.60E+21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0.037084286,0,1
7.60E+21,1,1,1,2,1,1,2,1,0,2,2,4,1,3,1,0,3,5,3,4,1,4,3,3,2,4,3,3,4,2,0,1,1.186428571,1,0
7.60E+21,1,0,0,0,0,0,0,2,0,0,1,0,1,1,1,0,0,1,0,1,0,3,1,0,2,2,5,5,0,0,2,0,0.294652443,0,0
7.60E+21,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,2,0.297780753,0,2
7.60E+21,1,0,0,2,2,3,3,3,2,1,2,1,1,1,1,0,3,2,4,1,4,1,2,1,4,3,4,2,4,1,5,0,0.396398407,0,0
7.60E+21,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0.071123612,0,0
7.60E+21,0,1,1,0,1,2,0,0,0,3,2,1,2,0,2,1,0,1,2,1,2,1,1,1,4,1,2,3,1,3,0,1,0.903516543,1,0
7.60E+21,0,0,0,1,0,0,0,2,0,2,0,0,0,1,1,0,1,1,0,3,2,0,3,0,0,0,0,1,0,0,0,0,0.222853447,0,0
7.60E+21,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,2,0,0.338934519,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.002504103,0,0
7.60E+21,2,2,1,4,1,0,2,2,1,1,2,1,1,2,5,3,3,4,4,1,0,3,3,3,2,2,1,3,1,0,0,2,1.686753247,2,0
7.60E+21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.009050504,0,0
7.60E+21,0,0,0,1,0,0,0,0,3,0,2,2,0,1,0,2,1,0,0,1,0,1,0,5,3,0,2,2,1,1,0,0,0.299860116,0,0
7.60E+21,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,3,1,1,2,0,1,2,0,1,0,0,0,1,1,0.783237743,1,0
7.60E+21,2,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,3,1,1,1,1,2,2,2,1,0,1,3,1,0,0.141476693,0,0
7.60E+21,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,2,0,3,0,0,0,1,4,1,2,1,0.745134522,1,0
7.60E+21,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,3,0,2,1,0,1,0,0,0,0.40480322,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.006540297,0,0
7.60E+21,0,2,0,0,0,0,0,1,1,1,1,0,1,2,0,3,3,1,2,3,1,2,3,8,2,2,1,2,4,1,2,2,1.600760831,2,0
7.60E+21,3,6,1,0,4,2,3,2,2,3,1,5,3,6,6,5,4,2,7,3,5,4,5,6,5,3,9,6,4,5,5,6,4.517142857,5,1
7.60E+21,0,2,2,1,3,1,2,3,0,2,2,1,5,0,2,2,1,3,2,3,1,2,1,4,3,5,3,0,0,1,2,2,1.611836735,2,0
7.60E+21,6,2,2,1,4,3,3,3,2,2,1,4,4,0,2,4,2,2,1,4,1,3,3,3,3,7,6,9,5,6,5,2,2.043214286,2,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0.058274457,0,0
7.60E+21,1,0,1,2,2,0,1,0,2,0,2,0,1,2,1,1,1,3,4,3,1,3,1,1,5,4,2,2,2,0,2,0,0.35808287,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.078910813,0,0
7.60E+21,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,1,1,3,2,2,1,2,1,1,3,0,1,0.802319811,1,0
7.60E+21,0,0,0,0,1,0,2,1,0,0,1,1,0,0,0,0,1,3,0,1,1,0,2,0,1,0,1,0,2,0,0,0,0.145572993,0,0
7.60E+21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,0,2,0,1,1,2,1,0,1,0,1,0,0.088521154,0,0
7.60E+21,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,2,1,0,0,3,1,1,2,1.394134989,1,1
7.60E+21,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,1,0,0,0,2,0,0,2,0,2,0,1,0,0,0,0,0,0.150807254,0,0
7.60E+21,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,3,4,3,3,1,2,4,0,1,0,4,1,1,1,0.789735348,1,0
7.60E+21,1,1,1,1,2,0,0,0,2,2,2,0,5,2,2,1,0,0,0,1,0,1,1,1,0,1,4,0,1,1,2,1,0.87467853,1,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137728,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,3,0,2,1,0,0,1,1,0,1,1,0,0.117891144,0,0
7.60E+21,0,1,1,2,2,0,0,1,4,0,4,1,1,0,2,2,1,3,1,4,3,3,2,2,0,2,1,1,3,2,6,1,0.963187112,1,0
7.60E+21,0,1,2,1,1,0,0,1,1,2,1,0,1,0,2,0,1,0,1,1,0,2,4,0,1,0,1,1,2,0,0,1,0.868536051,1,0
7.60E+21,1,1,0,0,0,0,1,0,2,1,1,0,1,7,0,1,2,1,1,1,1,2,0,3,2,0,2,3,0,1,2,1,0.841645511,1,0
7.60E+21,1,0,1,0,1,0,0,0,0,2,0,1,1,0,1,2,3,1,2,0,1,1,0,5,2,1,2,6,1,2,2,0,0.229966982,0,0
7.60E+21,0,1,1,1,1,1,4,1,1,0,2,1,0,2,2,0,0,3,1,0,0,2,1,1,3,3,0,3,1,1,2,1,0.814614796,1,0
7.60E+21,3,1,3,4,2,2,5,1,2,4,3,3,2,4,0,4,2,4,5,2,6,2,3,1,5,4,2,4,4,2,6,1,1.337142857,1,0
7.60E+21,0,0,0,0,0,0,1,0,0,2,0,0,1,2,2,0,1,1,0,4,1,0,2,1,1,1,2,0,2,2,0,0,0.160834358,0,0
7.60E+21,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,2,1,1,3,3,1,3,3,0,2,1,0,0,0.161093074,0,0
7.60E+21,0,0,2,2,0,1,0,0,0,3,2,1,4,2,1,3,5,4,4,2,3,2,3,5,1,6,3,3,4,1,1,0,0.47,0,0
7.60E+21,1,1,0,0,2,1,1,0,1,2,0,0,0,0,0,1,0,2,2,1,0,2,1,1,1,3,1,2,2,0,0,1,0.897690425,1,0
7.60E+21,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,4,5,3,2,1,1,0,4,3,4,0,0.166309226,0,0
7.60E+21,0,0,0,0,0,1,1,0,0,0,2,1,1,0,2,0,1,0,3,0,2,1,3,2,2,1,1,1,0,1,1,0,0.159773326,0,0
7.60E+21,6,5,3,6,4,6,6,5,3,7,6,7,3,3,11,7,6,8,12,9,10,11,12,9,14,19,14,12,10,7,8,5,4.841428571,5,0
7.60E+21,0,0,2,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,2,0,1,0,0,0,2,0,3,3,1,3,0,0.499958193,0,0
7.60E+21,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,3,0,2,1,0,3,3,1,0,0,0,0,0,0,0.158133418,0,0
7.60E+21,1,0,0,1,0,2,0,3,2,1,0,3,0,1,1,0,2,1,2,2,0,1,1,2,1,3,0,2,0,0,0,0,0.289532967,0,0
7.60E+21,0,1,2,0,1,1,0,1,0,1,0,1,3,0,0,0,1,1,0,0,1,1,2,2,1,2,2,0,1,1,0,1,0.393154946,0,1
7.60E+21,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0.177542734,0,0
7.60E+21,2,0,0,0,0,0,1,0,0,2,2,1,0,2,2,0,2,1,1,1,3,0,1,1,1,2,2,2,4,2,1,0,0.551650433,1,-1
7.60E+21,1,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,1,0,2,3,1,1,2,0,0,1,0,0,0,0,3,0,0.2226713,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0.037080673,0,0
7.60E+21,0,0,1,0,3,0,0,0,0,0,3,0,0,2,0,1,0,0,1,1,0,1,0,5,2,1,1,0,1,4,1,0,0.196728321,0,0
7.60E+21,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,1,1,0,0,1,1,2,0,0,0,1,2,1,1,1,3,0,0.127571655,0,0
7.60E+21,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0.176460409,0,0
7.60E+21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,2,0,0,1,2,2,2,0,0.14223695,0,0
7.60E+21,0,0,0,2,0,0,2,1,0,0,1,0,0,1,2,0,2,1,0,2,2,1,1,0,3,2,0,0,1,0,1,0,0.131067256,0,0
7.60E+21,2,1,3,0,2,0,0,1,2,3,4,1,0,0,1,0,1,1,1,1,3,4,1,1,1,3,1,4,1,2,1,1,1.096904762,1,0
7.60E+21,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,2,1,3,1,3,1,3,6,0,0,0,0.266784667,0,0
7.60E+21,0,0,1,0,2,1,0,0,1,2,1,1,0,2,1,1,1,4,0,1,2,1,2,3,0,3,1,0,1,1,0,0,0.220460692,0,0
7.60E+21,3,3,1,0,1,1,1,0,2,0,2,0,0,1,1,0,3,2,1,1,0,2,7,1,2,1,2,2,3,2,1,3,2.15512987,2,1
7.60E+21,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,3,4,3,1,2,3,6,3,1,1,0.88064883,1,0
7.60E+21,1,0,1,0,0,0,2,0,5,0,0,0,1,5,1,0,0,2,1,2,1,1,4,1,2,3,4,3,2,4,1,0,0.378979592,0,0
7.60E+21,0,1,2,2,0,1,2,0,2,1,2,2,0,1,4,2,3,3,2,1,0,2,3,2,0,2,1,2,1,1,6,1,1.031153616,1,0
7.60E+21,2,1,0,0,1,0,1,0,0,1,2,1,4,0,1,2,0,2,2,0,3,2,3,1,3,1,2,1,0,7,2,1,0.920642631,1,0
7.60E+21,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,3,0,0,2,1,0,0,0,0,0.209951985,0,0
7.60E+21,1,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,3,2,1,1,0,1,0,2,1,3,0,0,2,2,0,0.17504867,0,0
7.60E+21,4,2,1,4,2,6,4,2,4,3,5,4,4,3,1,4,4,3,6,9,9,7,6,4,6,5,8,7,11,1,6,2,2.216071429,2,0
7.60E+21,0,3,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,2,1,1,2,0,1,0,0,0,2,0,3,0,3,2.00579932,2,1
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0.039311612,0,0
7.60E+21,1,1,3,2,5,1,2,1,3,4,3,4,7,1,2,1,5,1,3,4,3,2,4,1,5,3,8,2,4,1,4,1,1.504285714,2,-1
7.60E+21,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0.083320541,0,0
7.60E+21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0.100467841,0,0
7.60E+21,2,0,1,0,0,0,0,2,0,0,1,0,2,2,0,1,0,1,1,0,3,1,4,3,6,0,2,3,1,4,3,0,0.46429921,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137728,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.002970515,0,0
7.60E+21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0.056506642,0,0
7.60E+21,6,5,5,4,2,4,11,6,4,5,6,7,4,10,13,6,11,9,9,12,13,12,15,13,13,14,16,11,10,10,16,5,4.847142857,5,0
7.60E+21,2,0,1,1,1,0,2,0,0,0,3,1,0,2,0,0,0,0,0,0,1,0,0,1,2,1,1,1,1,2,2,0,0.141280372,0,0
7.60E+21,13,11,16,17,13,13,11,16,12,14,14,14,20,15,14,16,13,18,23,20,30,21,30,29,24,31,22,28,27,22,14,11,12.84428571,13,-2
7.60E+21,1,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,1,0,3,1,0,0,2,2,2,1,1,0.321059191,0,1
7.60E+21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,5,3,4,0,1,0,0.111773578,0,0
7.60E+21,1,0,1,0,2,0,0,0,1,2,0,2,0,0,0,2,1,0,1,1,3,1,0,3,4,0,0,0,5,0,1,0,0.338152127,0,0
7.60E+21,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,1,1,1,2,0,0.257254006,0,0
7.60E+21,4,10,10,8,9,6,7,9,7,6,10,9,11,9,8,13,9,11,5,8,13,9,11,15,13,6,12,8,12,16,9,10,8.63,9,1
7.60E+21,0,0,1,2,2,2,1,1,0,1,1,1,0,1,0,0,0,1,0,7,2,1,3,0,0,3,3,2,1,0,1,0,0.355803571,0,0
