manzanac,ed0,ed1,ed2,ed3,ed4,ed5,ed6,ed7,ed8,ed9,ed10,ed11,ed12,ed13,ed14,ed15,ed16,ed17,ed18,ed19,ed20,ed21,ed22,ed23,ed24,ed25,ed26,ed27,ed28,ed29,ed30,ed1,pred_dec,pred,dif
7.60E+21,0,0,1,0,0,0,2,0,2,2,0,1,0,4,1,5,0,4,2,0,0,0,3,4,0,1,2,0,2,1,0,0,0.348103397,0,0
7.60E+21,1,0,1,1,0,1,0,0,0,3,1,1,4,1,0,0,1,3,1,1,3,0,3,1,1,0,2,0,0,2,1,0,0.66708196,1,-1
7.60E+21,0,0,1,0,1,0,1,0,0,0,1,0,1,0,2,0,0,2,0,1,0,2,1,1,1,1,1,2,0,0,0,0,0.152959918,0,0
7.60E+21,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0.12730598,0,0
7.60E+21,0,0,1,1,0,1,1,2,1,0,4,4,1,1,0,3,0,0,0,2,1,1,3,0,2,0,1,1,1,2,0,0,0.397797924,0,0
7.60E+21,2,3,0,0,1,0,0,0,0,0,1,3,0,1,1,0,2,2,0,0,1,2,2,1,4,0,3,1,1,4,1,3,2.097252747,2,1
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,1,1,0,2,0,2,0,1,0,0,0.185907195,0,0
7.60E+21,0,2,1,1,0,0,1,1,0,0,2,0,0,1,1,2,4,1,4,0,2,3,3,1,0,1,2,1,0,0,1,2,1.559572562,2,0
7.60E+21,0,0,2,2,1,3,3,2,1,0,4,1,3,1,5,4,2,4,3,1,3,3,1,4,5,4,3,5,4,7,6,0,0.581428571,1,-1
7.60E+21,1,4,1,0,1,4,3,1,4,2,1,1,2,1,0,3,1,0,3,3,3,5,3,4,4,3,3,3,1,1,3,4,3.038021978,3,1
7.60E+21,1,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0.044813225,0,0
7.60E+21,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,2,1,2,2,3,2,3,1,2,1,2,0,3,1,0.814930603,1,0
7.60E+21,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,2,1,0,3,2,2,2,1,0,1,1,0,0.260421645,0,0
7.60E+21,0,0,2,0,2,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,1,0,1,2,0,2,1,0,0.226883722,0,0
7.60E+21,1,0,0,1,1,1,1,2,1,3,1,0,0,1,1,0,1,1,2,0,1,0,0,1,0,0,0,3,1,0,2,0,0.228469972,0,0
7.60E+21,1,2,0,0,1,1,2,1,0,1,1,1,0,0,2,0,0,0,0,2,2,2,1,0,1,0,2,3,2,3,1,2,1.433139194,1,1
7.60E+21,0,0,1,2,0,2,1,0,2,0,1,1,1,1,0,1,1,0,2,0,3,3,2,2,1,1,1,1,3,0,1,0,0.356108904,0,0
7.60E+21,1,0,0,2,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,2,2,0,3,0,1,2,1,0,2,1,0,0,0.206802934,0,0
7.60E+21,0,0,0,0,1,0,1,0,1,1,0,0,1,2,1,3,1,1,1,0,1,3,3,3,2,4,2,3,1,3,1,0,0.23748147,0,0
7.60E+21,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0.172651214,0,0
7.60E+21,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,2,0,2,1,2,1,1,1,2,1,3,1,1,1,0,2,0,0.618608021,1,-1
7.60E+21,2,2,1,1,0,1,1,3,4,3,2,4,3,7,2,4,0,6,1,4,1,4,4,3,1,6,4,4,2,4,1,2,2.014285714,2,0
7.60E+21,3,10,9,6,6,10,6,5,5,5,3,5,5,2,8,2,2,7,4,5,6,8,5,4,6,5,10,6,7,3,8,10,8.215714286,8,2
7.60E+21,0,2,1,0,1,2,0,1,0,0,0,2,1,2,1,2,1,2,1,2,3,4,1,0,0,1,0,2,1,1,3,2,1.509751553,2,0
7.60E+21,0,1,0,2,1,0,2,1,0,1,3,4,1,0,2,3,0,0,1,0,1,1,1,0,2,1,0,1,0,0,0,1,0.947786696,1,0
7.60E+21,0,0,1,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,1,0,1,0,1,0,0,1,1,1,0,0.093132425,0,0
7.60E+21,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,1,4,3,1,2,0,0,1,1,1,0,0.386267791,0,0
7.60E+21,1,0,0,1,1,0,0,0,1,1,0,1,1,1,2,0,0,2,0,0,2,3,1,2,2,5,2,0,0,2,0,0,0.244902993,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,4,0,0,1,3,0,0.169737641,0,0
7.60E+21,1,1,0,1,1,0,1,0,1,1,2,1,0,1,0,0,0,0,4,1,1,4,3,1,4,1,1,1,4,2,3,1,0.738395246,1,0
7.60E+21,0,1,0,0,0,0,0,1,1,1,0,1,2,0,0,1,2,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0.73299639,1,0
7.60E+21,0,0,2,1,0,0,0,1,1,1,1,0,1,1,2,1,4,1,2,2,1,0,2,2,4,3,0,1,0,0,0,0,0.839291754,1,-1
7.60E+21,0,2,0,0,0,0,0,2,0,0,0,2,0,0,1,2,3,1,2,3,1,1,2,2,1,4,0,0,0,0,1,2,1.406126054,1,1
7.60E+21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,3,0,0.103243315,0,0
7.60E+21,0,0,0,1,1,2,2,0,1,0,0,1,0,2,0,1,0,0,2,1,1,2,1,2,3,1,0,0,2,2,1,0,0.271937866,0,0
7.60E+21,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3,0,1,0,0,0.12942127,0,0
7.60E+21,0,0,1,1,0,0,3,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,2,1,1,1,3,1,1,2,0,0,0.201318553,0,0
7.60E+21,1,1,1,1,2,2,1,2,1,1,3,2,1,6,3,4,0,1,5,7,2,4,2,3,4,6,3,1,4,1,0,1,1.114267968,1,0
7.60E+21,1,0,1,0,0,0,0,1,0,0,2,0,0,1,1,0,3,0,0,0,0,0,1,2,2,0,0,2,0,1,0,0,0.400827336,0,0
7.60E+21,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,2,0,1,1,0,2,1,1,1,0,1,1,1,0.710998315,1,0
7.60E+21,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,2,0,0,0,1,1,0,0.065287739,0,0
7.60E+21,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,2,3,2,4,3,1,2,1,6,2,1,2,1,0.86976261,1,0
7.60E+21,0,2,0,0,0,0,0,0,2,0,2,0,0,2,2,2,1,0,6,0,1,2,1,1,2,1,1,4,0,1,1,2,1.445491278,1,1
7.60E+21,0,1,0,2,2,1,0,3,0,0,2,0,1,1,4,0,0,2,0,4,1,1,2,5,5,3,6,3,3,3,1,1,1.060320346,1,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0.051140671,0,0
7.60E+21,9,12,9,8,11,10,5,5,8,12,7,8,3,5,7,6,4,6,6,3,2,4,6,4,7,7,7,15,13,14,13,12,10.42571429,10,2
7.60E+21,1,0,2,4,1,0,1,0,1,1,3,0,0,1,0,2,3,0,3,0,2,0,1,4,4,3,3,3,2,1,2,0,1.343271429,1,-1
7.60E+21,9,5,8,5,5,7,8,9,4,6,7,10,14,4,9,7,9,13,8,5,5,5,14,4,6,4,5,5,7,3,6,5,5.155714286,5,0
7.60E+21,1,3,3,1,0,1,3,3,2,2,4,1,0,2,0,5,2,5,2,4,1,1,5,0,2,5,3,3,4,1,2,3,2.471428571,2,1
7.60E+21,1,0,1,1,1,3,1,3,0,3,1,2,0,1,1,1,2,1,0,2,1,1,2,3,0,2,0,1,1,0,1,0,0.378997253,0,0
7.60E+21,1,1,2,1,3,2,1,0,0,2,0,2,4,2,0,0,0,0,1,2,1,2,1,1,1,1,0,1,3,1,0,1,0.743113553,1,0
7.60E+21,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,4,1,2,2,0,0,0,0,0,0,0,0,0.097078518,0,0
7.60E+21,0,3,3,0,0,2,0,2,1,3,3,0,2,2,2,3,1,1,1,2,1,4,7,3,3,4,2,5,1,2,5,3,2.408571429,2,1
7.60E+21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0.043777649,0,0
7.60E+21,2,0,4,2,1,1,2,2,1,1,2,2,1,1,2,1,4,3,1,0,4,4,4,2,7,3,2,1,3,2,2,0,0.565947802,1,-1
7.60E+21,0,2,2,1,2,0,1,0,5,1,1,1,1,0,1,2,3,4,0,4,4,2,6,3,2,4,2,7,1,5,5,2,1.557142857,2,0
7.60E+21,1,1,0,2,2,2,2,2,0,1,1,1,0,1,2,1,2,0,5,5,1,0,4,2,2,3,3,3,5,2,4,1,0.999237992,1,0
7.60E+21,0,2,5,3,3,6,1,1,2,1,1,4,2,1,4,3,4,5,4,3,3,4,3,6,7,12,10,6,1,3,8,2,2.254347826,2,0
7.60E+21,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,2,0,0,1,2,3,1,1,1,2,0,2,2,0,0.156025256,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137728,0,0
7.60E+21,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,4,2,2,2,3,1,3,3,2,2,4,2,0,1,0.925848472,1,0
7.60E+21,3,3,2,1,0,2,1,3,2,3,1,4,2,2,2,4,0,3,4,1,2,7,5,3,2,6,2,3,2,4,3,3,1.731428571,2,1
7.60E+21,2,1,0,2,1,2,2,1,3,3,4,2,1,2,2,6,2,0,4,1,1,2,4,1,1,3,2,5,1,1,2,1,1.263589054,1,0
7.60E+21,1,0,3,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,3,3,4,1,4,0,0.355426828,0,0
7.60E+21,0,0,1,0,1,1,0,0,1,0,0,0,2,2,0,1,1,3,2,1,3,1,5,2,2,2,3,1,2,1,0,0,0.231286871,0,0
7.60E+21,4,3,1,0,2,0,1,2,1,1,4,2,3,3,1,2,2,4,5,1,1,5,4,4,1,1,4,4,1,3,4,3,1.507165286,2,1
7.60E+21,1,0,2,0,2,1,0,0,0,1,3,0,1,0,0,1,1,0,3,1,1,1,2,0,0,3,1,2,0,2,2,0,0.275212605,0,0
7.60E+21,1,1,1,1,4,0,1,3,2,1,3,2,1,2,0,2,2,4,4,2,3,2,8,5,2,4,5,6,3,2,4,1,1.359445229,1,0
7.60E+21,0,0,0,1,4,5,0,0,0,0,1,1,0,2,0,0,0,2,1,2,2,1,1,1,1,0,2,2,2,0,3,0,0.414672619,0,0
7.60E+21,2,2,1,1,0,1,0,0,0,1,1,1,1,1,2,1,1,4,3,0,2,2,2,2,1,1,1,2,3,4,3,2,1.48729262,1,1
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137728,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.004134979,0,0
7.60E+21,1,2,2,3,6,0,2,0,3,1,4,1,2,1,0,3,9,3,3,1,2,3,8,4,7,3,6,4,6,5,3,2,2.626666667,3,-1
7.60E+21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,2,0,1,3,0,2,1,3,2,1,1,0,0.107362041,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.191170421,0,0
7.60E+21,2,3,5,4,1,5,3,2,4,4,1,1,3,2,2,2,1,3,4,5,4,3,3,3,6,2,4,2,2,5,3,3,2.4775,2,1
7.60E+21,0,0,0,0,2,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,2,0,0,0.139320338,0,0
7.60E+21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,1,1,2,1,2,4,1,2,1,0,0.147779484,0,0
7.60E+21,0,2,2,0,2,1,0,1,1,0,1,0,1,2,1,0,1,2,2,7,4,2,3,4,1,3,3,4,3,2,2,2,1.604763464,2,0
7.60E+21,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,0,0.065429038,0,0
7.60E+21,0,0,0,3,2,2,3,1,4,2,2,0,2,0,1,2,2,0,2,1,3,3,5,1,2,3,3,0,1,1,0,0,0.345076531,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0.075010026,0,0
7.60E+21,0,1,0,2,0,2,0,2,0,0,1,1,0,1,0,3,1,0,0,0,1,1,2,1,2,2,1,1,1,2,0,1,0.83359004,1,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,1,0,2,1,1,0,2,0,0,0,0,1,0,0,0,0.136827303,0,0
7.60E+21,2,4,0,2,0,1,1,0,1,1,2,2,2,0,2,4,2,3,5,3,4,6,3,3,1,3,2,4,1,3,8,4,2.961428571,3,1
7.60E+21,0,0,1,1,2,0,0,0,1,2,0,1,0,1,0,1,1,0,1,4,1,1,0,2,1,2,3,0,0,0,4,0,0.27017284,0,0
7.60E+21,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0.125614266,0,0
7.60E+21,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,1,1,2,3,1,1,1,0,0,1,1,0.705066638,1,0
7.60E+21,1,0,2,0,0,1,0,1,3,0,0,3,0,3,0,1,1,5,2,1,5,1,2,1,2,1,1,2,3,1,2,0,0.334305492,0,0
7.60E+21,1,2,0,2,1,0,0,1,2,0,0,0,2,0,1,3,2,3,1,4,3,1,1,8,1,6,4,5,1,3,2,2,1.727142857,2,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,2,0,2,0,0.250764432,0,0
7.60E+21,6,9,6,5,9,7,5,5,4,2,9,6,9,8,3,8,5,8,8,9,7,10,14,6,7,7,5,6,3,6,5,9,7.1,7,2
7.60E+21,1,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,2,2,2,1,1,4,2,1,0,0.153000192,0,0
7.60E+21,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.084753659,0,0
7.60E+21,0,1,0,1,0,0,0,1,0,1,1,1,1,0,2,1,0,0,1,2,4,0,4,0,2,1,0,0,0,0,1,1,0.843284762,1,0
7.60E+21,2,0,1,1,1,1,2,3,3,5,7,2,7,6,3,8,5,3,7,4,6,2,3,3,1,2,1,0,3,4,1,0,0.652857143,1,-1
7.60E+21,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,2,2,2,4,3,3,4,2,1,0,0,0.204817038,0,0
7.60E+21,0,1,0,1,0,0,1,0,1,0,1,1,0,0,2,2,1,2,1,3,0,1,1,0,1,0,0,1,0,0,0,1,0.771665229,1,0
7.60E+21,2,3,2,1,4,1,3,2,2,0,1,5,4,5,3,4,3,4,3,3,1,8,7,7,3,7,14,6,8,4,4,3,2.657142857,3,0
7.60E+21,2,0,0,1,1,2,2,3,2,1,0,3,0,0,3,0,0,2,0,4,4,4,2,4,2,2,1,3,1,1,3,0,0.472691095,0,0
7.60E+21,2,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,1,0.787062155,1,0
7.60E+21,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,3,3,1,1,1,2,3,1,0.758606536,1,0
7.60E+21,1,2,3,0,0,1,0,3,1,0,0,3,2,0,4,1,1,0,5,3,5,3,6,2,3,0,2,1,3,2,0,2,1.614761905,2,0
7.60E+21,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,2,0,1,0,0,0,2,0,1,0,0,0,1,2,0,0,1,0.764016183,1,0
7.60E+21,2,5,9,4,4,4,7,2,5,2,4,6,3,0,5,5,10,4,7,6,7,6,8,6,4,5,6,10,8,9,9,5,4.755714286,5,0
7.60E+21,0,0,0,0,0,0,0,1,2,2,1,0,0,1,3,2,0,0,2,2,0,0,0,2,0,0,2,4,0,0,0,0,0.299947396,0,0
7.60E+21,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,2,0,0,2,0,0,0,1,0,2,0,0,0.377534035,0,0
7.60E+21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.093668441,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0.048709272,0,0
7.60E+21,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0.111957679,0,0
7.60E+21,0,1,4,2,3,2,1,5,5,3,7,0,1,2,2,3,4,4,5,4,6,2,6,5,4,4,3,7,4,5,3,1,1.487142857,1,0
7.60E+21,0,0,0,0,0,0,1,0,1,0,1,1,3,0,1,0,0,1,1,1,3,5,2,5,2,2,4,8,1,3,3,0,0.355922449,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001275181,0,0
7.60E+21,0,1,0,0,1,1,0,0,4,3,1,1,1,3,1,1,1,1,1,1,2,5,2,1,3,2,3,2,1,1,1,1,0.965541917,1,0
7.60E+21,1,0,0,0,0,0,1,2,4,0,1,1,2,0,1,1,2,0,1,2,2,3,6,0,3,3,3,3,1,0,0,0,0.836087755,1,-1
7.60E+21,1,1,0,1,1,1,0,0,2,1,2,1,1,0,1,2,2,1,4,1,4,0,3,3,3,2,5,5,3,4,4,1,1.082745815,1,0
7.60E+21,1,0,1,2,1,2,1,0,0,1,0,0,1,0,4,1,0,1,1,0,2,2,3,3,4,2,4,4,3,0,4,0,0.381538462,0,0
7.60E+21,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,1,0,1,0,2,1,1,1,1,0,0.111689144,0,0
7.60E+21,0,0,1,0,0,0,0,0,3,0,1,1,1,0,1,1,3,0,0,0,0,2,2,0,2,1,1,3,1,0,0,0,0.240395688,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0.092233281,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0.065967354,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.010926077,0,0
7.60E+21,2,0,0,2,3,2,1,0,1,0,0,0,2,2,0,0,1,2,0,0,1,3,4,1,0,4,1,5,5,1,1,0,0.354713065,0,0
7.60E+21,0,0,0,0,0,0,0,1,1,0,0,2,2,2,0,0,1,2,1,1,3,0,3,2,0,2,2,0,0,2,2,0,0.234578573,0,0
7.60E+21,1,0,3,5,3,2,3,4,4,3,4,3,4,6,3,2,3,2,4,5,3,1,2,0,3,1,4,2,3,3,5,0,0.727142857,1,-1
7.60E+21,2,2,3,3,1,0,0,0,0,1,2,0,4,0,0,0,0,3,2,0,2,0,1,1,1,1,0,1,2,2,0,2,1.526666667,2,0
7.60E+21,1,0,1,2,1,0,2,1,0,2,2,1,2,2,2,2,2,3,6,1,1,2,2,6,4,1,1,1,0,2,2,0,0.311428571,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0.16160492,0,0
7.60E+21,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,2,2,2,0,0,3,0,2,1,0,1,1,0.835953272,1,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,3,1,0,0,0,0,0.108392657,0,0
7.60E+21,0,0,2,1,0,1,1,1,3,0,2,1,0,1,4,1,1,2,6,2,1,1,1,1,0,2,2,1,1,1,0,0,0.367396623,0,0
7.60E+21,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,0,0,1,0,0,0,0.06419054,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0.059111551,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137728,0,0
7.60E+21,2,1,3,0,1,2,1,5,5,0,1,1,1,0,1,3,1,5,1,2,0,7,3,3,2,3,4,2,3,4,3,1,1.985714286,2,-1
7.60E+21,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,4,1,4,3,1,1,0,1,1,0,0,1,1,1,0.726600359,1,0
7.60E+21,2,2,3,2,1,2,3,5,2,2,1,2,1,1,4,3,2,4,5,3,3,3,2,2,3,3,3,8,6,2,6,2,1.80297619,2,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,2,0,2,0,0.059033423,0,0
7.60E+21,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,1,2,1,0,2,1,3,1,0.815750519,1,0
7.60E+21,0,0,3,0,0,1,0,0,0,0,2,0,0,1,1,1,2,3,0,0,1,2,2,1,6,2,2,3,6,2,2,0,0.429997449,0,0
7.60E+21,1,0,1,1,2,1,1,1,1,0,2,2,0,1,1,0,0,0,2,0,4,3,1,3,4,2,1,4,1,2,3,0,0.313995465,0,0
7.60E+21,0,0,1,0,0,3,0,0,1,0,0,1,2,1,1,3,1,1,0,0,0,0,3,5,2,3,0,2,2,2,2,0,0.341118548,0,0
7.60E+21,1,0,1,0,1,0,1,0,0,0,1,1,0,0,3,0,0,1,3,1,2,0,0,0,1,0,0,0,5,2,0,0,0.59921362,1,-1
7.60E+21,0,0,0,1,2,1,0,1,0,1,0,0,0,1,0,0,2,0,1,4,2,3,1,1,4,3,4,0,2,2,1,0,0.301223199,0,0
7.60E+21,9,6,5,11,7,2,8,6,10,5,8,5,8,7,4,4,9,5,7,2,3,2,5,6,4,7,6,14,10,8,11,6,5.64,6,0
7.60E+21,17,7,17,14,12,15,8,15,9,14,15,7,4,8,8,10,9,12,12,11,15,21,10,11,18,16,14,17,19,17,20,7,9.891428571,10,-3
7.60E+21,0,0,0,1,1,0,2,1,0,0,0,0,2,0,0,0,0,0,0,1,0,3,2,1,0,1,3,0,1,0,0,0,0.116786262,0,0
7.60E+21,0,0,0,0,0,0,1,0,0,0,1,2,0,2,1,1,0,2,1,4,1,0,2,0,0,1,1,0,0,0,0,0,0.172827087,0,0
7.60E+21,0,1,5,2,0,3,3,2,5,7,3,2,2,2,1,1,3,3,2,4,7,3,4,1,6,3,7,2,2,2,3,1,1.457142857,1,0
7.60E+21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0.054731019,0,0
7.60E+21,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,2,0,0,1,0,1,1,0,0,0,0,1,0,2,1,0,0.13470459,0,0
7.60E+21,1,1,2,6,3,4,6,3,5,8,2,6,4,2,5,3,2,2,6,4,2,2,4,10,6,5,4,8,6,13,4,1,1.737142857,2,-1
7.60E+21,0,2,1,2,2,0,2,1,1,2,3,2,0,0,2,2,3,4,1,7,3,1,9,8,4,3,3,3,1,3,4,2,1.356071429,1,1
7.60E+21,0,1,0,1,0,0,0,0,3,1,2,0,0,3,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,2,1,0.877170336,1,0
7.60E+21,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,2,0,2,1,2,1,0,0,0,0,1,1,1,0,0,0.10782572,0,0
7.60E+21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.018196919,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137728,0,0
7.60E+21,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,3,0,0,1,1,3,0,0.244146182,0,0
7.60E+21,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0.075554279,0,0
7.60E+21,1,2,2,0,1,1,0,1,1,0,2,0,0,1,0,0,0,1,1,1,1,0,1,1,3,4,1,0,4,2,0,2,1.5425,2,0
7.60E+21,1,1,1,2,5,2,4,0,3,0,2,1,1,2,1,2,0,3,1,3,1,4,0,2,0,2,3,3,8,6,7,1,2.071428571,2,-1
7.60E+21,0,0,0,0,1,2,1,0,3,1,1,2,2,1,0,1,3,3,0,1,2,1,2,1,2,1,1,1,2,0,1,0,0.763288205,1,-1
7.60E+21,15,12,11,19,11,14,11,12,16,15,6,10,6,7,5,4,4,7,0,3,8,6,10,12,4,7,16,6,13,12,18,12,11.42428571,11,1
7.60E+21,8,6,10,8,8,9,11,9,6,5,10,11,5,4,6,3,4,5,7,6,7,7,5,5,7,8,6,12,16,16,14,6,6.948571429,7,-1
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137728,0,0
7.60E+21,1,2,1,0,0,0,1,1,1,0,0,0,0,2,1,1,0,1,1,3,1,0,1,3,2,2,2,0,2,1,5,2,1.399704083,1,1
7.60E+21,5,5,5,1,7,3,0,5,5,4,4,2,1,3,3,2,2,5,5,1,2,4,1,5,6,4,3,4,5,9,4,5,4.328571429,4,1
7.60E+21,1,3,0,3,4,1,2,2,2,3,3,3,3,2,2,2,2,4,2,3,6,6,4,2,10,7,5,4,3,2,5,3,2.417204969,2,1
7.60E+21,2,10,8,5,6,5,5,4,7,7,3,6,6,5,5,1,7,3,8,8,3,6,6,5,6,4,8,6,4,6,7,10,8.135714286,8,2
7.60E+21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,2,0,1,1,2,1,0.652776291,1,0
