manzanac,,pred2024,pred2024_dec,ed2,ed3,ed4,ed5,ed6,ed7,ed8,ed9,ed10,ed11,ed12,ed13,ed14,ed15,ed16,ed17,ed18,ed19,ed20,ed21,ed22,ed23,ed24,ed25,ed26,ed27,ed28,ed29,ed30
7.60E+21,,3,2.718571429,3,3,3,3,3,4,2,4,6,2,7,6,4,8,7,5,5,6,5,6,6,5,9,5,5,6,7,5,7
7.60E+21,,1,0.885537736,1,1,1,1,1,1,0,1,0,3,0,2,2,2,1,1,1,0,2,1,1,2,1,2,1,3,1,4,2
7.60E+21,,0,0.132133959,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7.60E+21,,0,0.096686432,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0
7.60E+21,,2,2.474285714,2,2,3,3,3,3,4,4,4,1,5,6,6,4,7,5,4,4,8,4,1,3,5,4,6,4,5,7,7
7.60E+21,,0,0.080694687,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.186220337,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,1,1
7.60E+21,,1,0.716812237,1,1,1,1,1,1,0,1,3,3,1,1,2,1,0,1,1,2,2,1,2,4,0,2,2,2,1,3,3
7.60E+21,,0,0.223910622,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0
7.60E+21,,0,0.107099543,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,2,1,0,0,0,0
7.60E+21,,0,0.013841905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
7.60E+21,,0,0.405254013,1,1,1,1,1,0,0,1,0,2,1,0,0,1,1,1,1,2,0,0,0,1,1,1,1,1,0,1,1
7.60E+21,,1,0.707935811,1,1,1,1,1,1,1,1,1,0,3,0,1,1,0,2,0,1,2,1,1,1,2,0,1,0,0,2,3
7.60E+21,,1,0.89642316,1,1,1,1,1,1,4,1,2,1,2,2,1,2,0,1,0,2,2,0,3,0,1,1,2,4,1,2,2
7.60E+21,,6,5.85,6,6,7,8,10,11,15,17,14,16,11,6,7,13,14,15,13,10,9,10,6,12,11,8,3,11,4,8,4
7.60E+21,,0,0.304265225,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,2,1,0
7.60E+21,,2,1.767142857,2,2,2,2,2,2,3,5,1,2,0,1,1,0,4,2,1,4,4,1,1,3,6,7,3,7,6,3,4
7.60E+21,,1,1.215340136,1,2,2,2,2,2,2,2,2,2,6,3,2,3,0,6,2,5,2,0,2,1,3,2,1,4,6,5,1
7.60E+21,,0,0.229193445,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,3,1,1,1,3
7.60E+21,,1,1.42,1,1,1,1,1,1,0,2,1,0,1,2,4,0,3,6,0,3,4,4,3,7,2,2,5,5,2,1,3
7.60E+21,,0,0.085366159,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
7.60E+21,,0,0.272737152,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,1,2
7.60E+21,,0,0.284898943,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,2,3,0,1,1,1
7.60E+21,,5,5.3,6,6,5,6,6,7,11,7,10,3,5,9,9,8,12,13,9,13,15,11,12,11,10,14,7,8,7,11,14
7.60E+21,,1,0.63963319,1,1,1,1,0,1,3,1,0,0,1,1,1,0,1,1,1,0,0,1,2,0,1,2,2,0,2,0,1
7.60E+21,,1,0.721825405,1,1,1,1,1,1,0,2,0,1,2,2,1,3,1,1,0,2,0,1,1,1,2,4,2,1,0,0,0
7.60E+21,,0,0.459486051,0,0,0,0,0,1,1,1,0,0,0,0,1,2,1,0,1,0,0,1,2,0,1,1,2,1,1,1,1
7.60E+21,,1,0.639262037,1,1,1,1,0,1,2,1,0,2,0,0,0,0,0,2,1,1,1,0,1,0,0,0,1,1,3,1,2
7.60E+21,,1,0.669401446,0,1,0,1,1,1,1,0,1,0,0,1,1,2,0,1,0,3,2,3,1,0,3,2,1,1,2,1,0
7.60E+21,,0,0.338743902,1,0,1,1,1,0,0,0,0,0,1,0,2,0,1,1,2,1,0,1,0,4,0,2,1,3,2,0,0
7.60E+21,,0,0.344019026,1,1,1,1,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,4
7.60E+21,,1,1.472204969,2,1,2,2,2,2,1,4,4,3,4,2,3,3,1,1,3,3,6,1,4,3,3,3,4,1,0,1,2
7.60E+21,,1,0.526065064,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,2,0,0,2,0,0,1,0,1,3,1
7.60E+21,,1,1.047758242,1,1,1,1,1,1,0,1,1,1,0,2,2,5,1,2,4,2,0,2,1,4,1,1,1,3,4,4,1
7.60E+21,,1,0.593757353,1,1,0,1,1,1,1,2,1,0,2,0,1,1,0,1,0,0,1,2,1,2,1,1,1,1,2,0,1
7.60E+21,,0,0.009198551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7.60E+21,,1,1.231990276,1,1,1,1,2,2,3,3,2,0,3,1,0,1,0,4,2,0,3,0,0,0,1,1,0,6,2,3,4
7.60E+21,,2,1.87,2,2,2,2,3,2,1,2,3,3,6,4,0,5,1,4,6,3,6,6,2,8,8,1,4,3,4,4,1
7.60E+21,,0,0.11863807,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0
7.60E+21,,0,0.486387595,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2,1,2,1,0,1,2,0,4,3,0,0,0,0
7.60E+21,,0,0.407785346,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,3,1,1,0,1,0
7.60E+21,,1,0.508661709,1,1,1,1,0,0,0,1,0,0,2,0,0,0,0,0,1,4,0,0,0,1,0,3,2,1,1,0,4
7.60E+21,,0,0.101926842,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,2,1,0,0
7.60E+21,,0,0.210041846,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,2,1,3,0,1,0,0,1,0,2
7.60E+21,,0,0.370223359,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,4,0,0,0
7.60E+21,,0,0.050799002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0
7.60E+21,,1,0.707212537,1,1,1,1,1,1,0,2,0,2,1,0,1,2,1,0,1,3,3,0,2,2,0,1,3,2,1,2,3
7.60E+21,,0,0.119936335,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,3
7.60E+21,,0,0.145923742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,3
7.60E+21,,1,1.171640512,1,1,1,1,1,1,2,1,0,3,1,0,1,1,2,1,2,0,0,0,7,1,2,4,2,3,2,4,1
7.60E+21,,0,0.159924451,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,2,1,1,1,1,1,0,0
7.60E+21,,0,0.364269428,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,2,0,1,4,1,2,1
7.60E+21,,1,0.748129896,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,2,4,3,3,4
7.60E+21,,1,0.89497702,1,1,1,1,1,1,1,3,2,0,0,2,1,1,0,2,1,3,0,1,1,0,0,0,3,1,0,2,3
7.60E+21,,0,0.28218783,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,0,2,2,0,1,0,2,1,2,1,2,0,1
7.60E+21,,1,1.224415584,1,1,2,1,1,1,2,0,2,0,3,2,2,1,1,2,2,1,3,3,0,4,4,2,10,1,8,4,4
7.60E+21,,2,1.96,2,2,2,2,2,2,5,3,3,7,0,3,3,4,3,4,3,3,5,1,3,3,4,5,0,2,2,8,6
7.60E+21,,4,3.98,4,4,4,5,4,5,4,5,9,8,5,5,9,3,7,3,11,5,5,9,3,12,1,5,7,7,5,5,9
7.60E+21,,0,0.17550885,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,2,1
7.60E+21,,0,0.419920503,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,2,2,0,1,2,0,0,1,0,0,2,2,2
7.60E+21,,1,0.741080229,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,2,3,0,2,4,2,5,0,0,1
7.60E+21,,1,0.818268398,1,1,1,1,1,1,0,0,1,0,1,0,0,2,2,0,2,0,0,1,1,3,0,2,2,0,5,7,1
7.60E+21,,1,0.613409577,1,1,1,1,1,1,0,1,3,1,2,1,2,0,0,1,1,1,1,2,1,1,4,1,1,4,2,3,2
7.60E+21,,1,0.535955718,1,1,1,1,1,1,1,1,0,1,1,2,0,1,2,2,0,1,1,2,1,2,3,1,1,3,0,2,0
7.60E+21,,0,0.448483989,0,0,0,1,1,0,0,1,0,0,2,0,1,2,0,1,1,2,0,0,3,0,0,0,0,1,0,0,0
7.60E+21,,1,0.71237592,1,0,1,1,0,0,0,1,1,2,0,0,0,2,0,0,0,1,0,1,1,0,1,0,1,1,2,0,1
7.60E+21,,0,0.176782683,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7.60E+21,,1,0.558600668,1,0,1,1,1,1,1,0,0,1,1,0,2,1,0,0,2,1,5,1,0,3,1,0,1,0,0,1,0
7.60E+21,,0,0.426408056,1,0,1,1,1,1,0,0,1,0,0,1,1,2,1,3,0,1,1,1,0,3,1,1,0,0,2,1,1
7.60E+21,,0,0.153753322,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
7.60E+21,,1,0.902825208,1,1,1,1,1,1,1,1,0,3,0,0,3,1,1,0,2,0,0,1,1,1,3,3,1,2,2,1,1
7.60E+21,,2,1.54,2,2,2,2,2,2,0,1,1,4,2,0,0,1,2,5,4,4,4,2,3,6,2,7,1,10,4,2,5
7.60E+21,,0,0.01908975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7.60E+21,,1,0.763222933,1,1,1,1,1,1,1,0,1,1,1,1,3,0,0,1,1,3,1,2,2,0,1,0,2,2,2,2,0
7.60E+21,,0,0.31999657,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0
7.60E+21,,0,0.394969767,0,1,1,1,1,1,1,0,0,0,3,0,1,0,0,2,3,0,2,0,1,1,2,1,1,1,2,1,1
7.60E+21,,0,0.173936295,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2
7.60E+21,,1,0.714352768,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,2,0,0,3,0,3,1,0,1,0,2,1,4,3
7.60E+21,,0,0.471369889,1,1,1,1,1,1,0,3,1,1,1,0,1,0,2,3,2,1,1,1,1,1,2,1,2,1,3,0,1
7.60E+21,,1,1.034970122,1,1,1,1,1,1,1,1,2,1,0,1,0,1,1,0,2,1,3,2,0,0,5,1,1,1,4,2,2
7.60E+21,,1,0.644073784,1,1,1,1,1,1,0,0,3,3,2,2,2,1,1,0,1,2,1,2,1,1,1,2,2,2,1,0,0
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,1,0.510015616,1,1,1,1,0,1,2,0,0,1,3,0,0,0,2,3,0,1,0,0,1,1,2,1,3,0,2,1,0
7.60E+21,,0,0.021788029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7.60E+21,,0,0.482954766,1,1,1,0,1,1,2,0,0,0,0,0,1,0,1,2,0,0,1,0,1,4,0,2,2,2,0,1,2
7.60E+21,,1,0.544811257,0,1,1,1,1,1,0,1,1,1,1,2,1,0,0,2,2,0,1,0,0,1,0,1,1,0,3,1,1
7.60E+21,,1,0.730582011,0,1,1,1,1,1,0,0,1,0,1,2,3,0,3,0,2,0,3,1,1,5,1,0,0,2,3,2,1
7.60E+21,,1,1.454407596,1,2,1,2,2,1,2,0,1,0,1,1,4,8,1,1,5,5,2,5,8,2,2,5,2,4,5,2,1
7.60E+21,,1,0.502857143,1,1,1,1,1,1,0,2,0,1,1,3,2,0,0,2,0,0,3,2,1,2,0,1,3,2,2,2,2
7.60E+21,,0,0.467750642,1,1,1,1,1,1,0,1,0,2,0,3,2,0,2,3,0,0,0,1,1,0,0,2,1,0,0,1,2
7.60E+21,,5,5.268571429,6,6,5,6,7,7,8,10,9,7,8,9,9,6,10,14,8,6,8,4,7,7,7,13,8,9,7,3,7
7.60E+21,,1,0.790438312,1,1,1,1,1,1,0,0,1,1,3,1,0,0,3,6,0,2,0,2,1,1,0,4,2,2,2,2,2
7.60E+21,,1,0.55115153,0,0,1,1,1,1,0,0,1,1,0,1,1,0,5,0,1,2,0,1,0,0,1,0,0,1,0,0,1
7.60E+21,,1,1.030782967,1,2,2,1,2,2,0,3,4,1,4,2,6,2,1,3,2,7,1,2,2,1,10,3,3,3,2,2,1
7.60E+21,,0,0.466096645,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,2,3,2,1,0,2,2,2,2,1,2,2,0
7.60E+21,,0,0.179335899,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
7.60E+21,,3,2.824285714,3,4,3,4,4,4,4,5,2,7,3,11,4,6,3,4,6,5,11,8,4,4,5,6,6,7,5,6,6
7.60E+21,,2,1.754285714,2,1,1,2,2,2,1,2,0,2,3,0,2,4,2,3,5,3,3,2,2,6,2,4,6,4,3,3,7
7.60E+21,,1,0.634675153,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,2,2,1,2,1,2,0,1,1,2,1,0,2
7.60E+21,,1,0.589047619,1,1,1,1,1,1,1,1,0,1,1,2,0,0,1,1,0,2,0,1,1,1,1,5,0,2,4,1,1
7.60E+21,,2,2.188571429,2,2,2,2,2,2,4,2,0,5,4,2,2,7,3,6,4,9,2,8,3,7,5,6,2,7,3,3,6
7.60E+21,,0,0.1110561,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,1,0,0
7.60E+21,,0,0.086836804,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
7.60E+21,,1,0.664955487,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,2,0,1,0,0,0,2,0,2,4,0
7.60E+21,,0,0.109503097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,1
7.60E+21,,0,0.141976983,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,1,0,0,1,1,0,1,0,1,1,1,1,0,3
7.60E+21,,6,6.317142857,7,7,6,7,8,8,8,13,14,17,23,20,11,8,18,11,12,24,8,13,12,8,3,13,7,10,14,14,11
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,1,0.929236874,1,1,1,1,1,1,0,0,0,1,1,2,0,1,1,4,1,0,2,2,1,0,2,0,1,5,3,1,8
7.60E+21,,0,0.009652898,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7.60E+21,,1,0.615398163,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,2,2,1,1,1,0,1,1,2,1,2
7.60E+21,,0,0.115572355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,2
7.60E+21,,1,0.641011868,1,1,1,1,1,1,1,2,0,0,2,0,1,0,1,0,2,1,2,1,4,0,1,0,0,1,0,0,1
7.60E+21,,1,0.600258961,0,1,1,1,1,1,0,0,0,3,1,1,0,2,0,0,1,0,0,0,2,1,2,0,2,1,2,0,0
7.60E+21,,1,0.656634956,1,1,1,1,1,1,1,0,0,1,2,0,1,1,1,0,2,2,1,1,1,1,2,1,0,0,2,0,2
7.60E+21,,1,0.636766115,1,1,1,1,1,1,0,1,3,0,2,1,1,2,0,1,0,1,1,2,1,0,3,1,0,3,1,1,0
7.60E+21,,0,0.105718908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0
7.60E+21,,0,0.146473446,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0
7.60E+21,,0,0.231255629,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
7.60E+21,,0,0.118488449,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1
7.60E+21,,0,0.264272432,0,1,0,0,0,1,0,0,1,0,2,1,0,0,0,2,0,0,0,1,0,1,0,1,1,0,1,1,0
7.60E+21,,5,5.408571429,6,6,6,6,7,6,7,9,8,7,7,8,12,5,10,7,7,4,7,9,5,6,6,10,12,6,7,7,5
7.60E+21,,5,5.284285714,5,6,5,6,6,6,8,10,5,14,4,12,14,6,10,14,8,10,11,7,7,13,7,3,8,5,9,5,9
7.60E+21,,0,0.044262286,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.223141421,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,2,0,1,0,0
7.60E+21,,1,0.578213872,1,1,1,1,1,1,0,1,0,1,1,3,0,1,0,2,0,1,1,2,4,2,0,1,0,2,4,2,1
7.60E+21,,1,0.636667852,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,4,3
7.60E+21,,1,0.682005814,1,1,1,1,1,1,3,1,0,0,1,2,1,1,0,1,3,0,0,0,0,0,1,3,2,2,1,0,0
7.60E+21,,1,0.649321965,1,1,1,1,1,1,0,0,1,1,2,3,1,1,1,1,1,1,1,0,0,3,1,0,1,0,1,3,2
7.60E+21,,1,0.896556025,1,1,1,1,1,1,2,1,0,1,2,0,0,0,1,0,2,0,0,1,2,1,2,1,4,2,4,0,4
7.60E+21,,0,0.179904232,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,1
7.60E+21,,0,0.177330624,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1
7.60E+21,,0,0.273324478,0,0,0,0,0,1,0,0,2,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,2
