manzanac,rte,pred2019,pred2019_dec,pred2018,ed3,ed4,ed5,ed6,ed7,ed8,ed9,ed10,ed11,ed12,ed13,ed14,ed15,ed16,ed17,ed18,ed19,ed20,ed21,ed22,ed23,ed24,ed25,ed26,ed27,ed28,ed29,ed30
7.60E+21,,2,1.792857143,2,4,1,2,2,1,2,0,2,0,3,2,2,1,2,2,4,2,2,5,6,5,6,10,1,4,5,7,6
7.60E+21,,1,0.679516403,1,1,0,0,1,0,1,2,0,0,0,0,0,0,2,0,0,0,1,1,2,0,2,0,0,5,0,2,2
7.60E+21,,0,0.320296359,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,2,2,0
7.60E+21,,0,0.204242522,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,2,1,0,1
7.60E+21,,1,0.738885393,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,2,5,1,3,3,5,3,3,2,3,2,2
7.60E+21,,1,0.543714232,1,1,2,0,1,1,0,0,0,0,1,2,0,0,1,1,2,2,1,3,3,4,0,2,2,1,2,1,0
7.60E+21,,0,0.435410075,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,1,0.500413082,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,2,0,1,0,2,0,1,1,2,2,1,0,1,2
7.60E+21,,0,0.063950492,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
7.60E+21,,1,0.945225999,1,0,0,3,1,0,1,0,0,2,0,0,1,2,2,1,1,2,1,2,2,0,2,5,1,4,1,3,4
7.60E+21,,1,1.416428571,1,3,1,0,0,1,3,2,0,0,1,1,1,0,2,4,2,5,0,1,4,5,3,4,3,1,3,6,3
7.60E+21,,1,0.605575473,1,2,0,0,1,0,0,1,2,0,0,0,1,0,0,0,1,0,1,0,1,1,2,3,3,3,1,0,1
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.308348618,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,2,1
7.60E+21,,1,1.32,1,2,2,0,0,0,0,0,0,2,0,0,0,1,2,1,0,3,1,1,3,7,3,3,6,4,4,6,2
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.330326683,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,2,1,0,2,1,0,1,0
7.60E+21,,0,0.068822862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,1,0,0,1,0,1,1
7.60E+21,,1,0.870024949,1,3,3,1,0,1,0,1,1,2,0,0,0,1,0,0,2,0,2,2,2,1,2,2,1,1,2,3,1
7.60E+21,,1,1.316558739,1,2,1,1,2,2,2,0,0,0,1,1,0,2,0,1,1,0,0,3,4,1,4,0,3,2,2,1,5
7.60E+21,,1,1.443214286,2,0,1,1,4,4,3,0,2,1,1,3,2,0,5,4,4,4,5,3,2,7,4,2,7,5,4,2,4
7.60E+21,,0,0.314864023,0,0,3,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,2,1
7.60E+21,,0,0.32387132,0,0,0,0,0,1,0,0,2,0,0,1,2,1,0,0,2,0,1,1,0,3,1,0,0,0,1,0,1
7.60E+21,,0,0.309534574,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,2,0,1,1,2,3,2,1,1,1,0
7.60E+21,,0,0.144208486,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
7.60E+21,,1,0.580015003,1,1,1,1,2,1,0,2,0,1,1,1,0,0,2,1,3,2,1,1,2,0,1,3,1,1,3,0,1
7.60E+21,,0,0.148494723,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,2,0,2,0
7.60E+21,,1,0.663708713,1,1,0,1,1,2,2,0,1,0,0,1,0,0,0,0,2,0,2,3,2,0,4,0,2,0,1,2,1
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,1,0.951341575,1,0,0,1,0,0,1,1,2,2,0,0,2,0,1,0,0,1,0,1,1,0,1,1,2,1,3,4,4
7.60E+21,,1,1.29,2,0,3,3,1,4,2,5,1,3,4,2,6,3,3,2,2,3,4,1,3,2,3,2,2,2,1,1,1
7.60E+21,,5,4.624285714,5,7,12,6,9,6,2,6,11,4,6,12,5,7,2,8,5,4,4,3,5,6,1,3,2,1,3,1,5
7.60E+21,,1,1.251863946,1,0,0,0,1,1,1,0,1,0,0,1,1,2,2,0,0,5,5,1,4,4,2,10,5,1,4,3,5
7.60E+21,,0,0.046845825,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,1,0,0,0,0,0
7.60E+21,,2,2.094285714,3,3,5,2,2,1,2,3,1,0,2,2,1,2,1,2,3,3,3,2,5,4,2,3,6,8,6,6,6
7.60E+21,,1,0.682532925,1,1,0,0,0,0,3,1,1,1,0,1,1,0,1,1,2,0,2,0,1,2,1,3,2,0,3,1,2
7.60E+21,,0,0.090785597,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
7.60E+21,,0,0.440494405,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,4,1,1,1,0
7.60E+21,,0,0.439547408,0,0,1,0,1,1,1,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,3
7.60E+21,,2,2.035714286,2,5,1,4,3,3,4,2,3,1,1,1,0,3,2,1,1,1,2,3,0,1,1,0,4,6,2,2,3
7.60E+21,,1,1.42,2,2,0,1,3,1,0,2,0,1,1,2,0,0,3,3,0,0,3,4,4,2,2,5,5,5,4,3,5
7.60E+21,,0,0.120919837,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,1,1,2,0,0,0
7.60E+21,,1,1.449571429,1,1,0,0,3,3,1,3,2,5,2,3,2,0,2,4,3,6,0,6,2,3,2,1,2,3,2,1,0
7.60E+21,,0,0.499483561,1,0,0,0,0,0,1,1,1,0,0,1,0,0,2,0,1,2,1,2,1,2,2,2,1,3,0,2,0
7.60E+21,,0,0.477989471,0,0,1,0,2,0,0,1,0,0,1,1,0,2,0,0,0,0,1,0,1,1,1,2,0,1,1,0,1
7.60E+21,,0,0.439140063,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,2,2,2,1,1,1,1
7.60E+21,,1,1.465803571,1,5,3,1,1,1,0,2,0,3,2,1,0,0,0,1,3,1,1,0,2,5,2,0,3,3,4,1,3
7.60E+21,,1,0.795622454,1,1,2,0,1,1,1,0,2,1,3,1,2,0,3,0,3,3,0,1,0,2,1,1,2,1,3,3,1
7.60E+21,,1,0.636985604,1,0,1,2,0,3,0,2,1,1,2,0,1,0,0,0,0,2,3,1,1,2,0,0,1,1,1,0,0
7.60E+21,,0,0.435129303,1,2,0,0,1,0,0,1,2,0,0,1,2,0,2,1,0,0,2,2,0,1,0,1,1,2,0,1,0
7.60E+21,,1,0.744684212,1,0,1,0,0,1,1,0,3,0,2,2,4,2,1,1,0,2,2,0,1,1,2,1,2,1,1,3,1
7.60E+21,,0,0.415329847,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,2,1,0,0,1,1,1,2,3,1
7.60E+21,,3,2.877142857,3,1,5,4,1,2,5,1,0,2,3,0,4,3,5,3,7,2,6,4,1,3,5,3,9,6,5,4,4
7.60E+21,,0,0.022172738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
7.60E+21,,1,0.955302198,1,3,2,0,1,2,1,1,2,0,1,4,2,0,3,1,0,3,0,0,1,1,2,1,0,3,2,4,1
7.60E+21,,0,0.39320073,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0
7.60E+21,,0,0.175914291,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.28269796,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,1
7.60E+21,,0,0.214066375,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1
7.60E+21,,2,1.852857143,2,2,3,2,1,3,4,3,3,2,2,1,4,2,4,3,1,1,0,1,7,4,2,1,6,6,4,4,4
7.60E+21,,0,0.054525969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0
7.60E+21,,2,1.548571429,2,3,2,3,4,1,2,2,3,4,3,5,3,3,2,3,2,4,4,1,5,4,2,2,3,5,5,5,3
7.60E+21,,1,1.308893614,1,2,2,2,1,2,7,1,2,0,2,0,3,1,0,1,0,4,1,1,4,2,3,3,3,1,0,3,3
7.60E+21,,5,5.141428571,7,9,8,12,5,9,3,4,8,4,6,3,7,8,2,2,3,8,9,8,3,2,5,3,8,1,3,4,8
7.60E+21,,0,0.332296574,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,2,0,0,0,1,0,2,0
7.60E+21,,1,1.487329193,1,0,2,2,1,1,1,2,0,1,2,1,4,5,1,3,2,3,5,5,1,0,4,3,2,2,1,1,7
7.60E+21,,1,0.528680628,0,0,0,1,0,2,1,1,1,0,1,2,1,0,1,1,2,0,2,1,1,2,1,2,2,2,1,1,2
7.60E+21,,2,1.707142857,2,4,1,0,3,0,0,0,5,1,0,0,2,1,0,2,0,3,3,1,3,2,2,2,5,4,2,5,11
7.60E+21,,1,0.98372449,1,1,1,1,2,0,1,0,1,1,0,0,2,1,2,0,1,4,5,2,1,1,1,2,0,4,4,6,3
7.60E+21,,1,0.832745149,1,0,1,0,0,1,2,0,0,1,0,3,0,1,2,0,1,1,0,2,3,2,6,1,1,0,0,0,0
7.60E+21,,0,0.416982027,0,2,2,0,0,0,0,0,1,0,2,0,2,1,0,1,1,1,0,1,2,1,0,0,2,0,1,1,1
7.60E+21,,1,0.869243301,1,1,0,0,1,1,1,1,0,1,1,0,1,1,3,1,1,1,1,1,2,2,1,3,4,2,3,0,1
7.60E+21,,1,0.571285529,1,0,0,0,2,0,1,0,0,0,1,1,1,2,2,1,0,0,2,0,1,3,1,1,1,4,2,1,1
7.60E+21,,0,0.293820193,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
7.60E+21,,0,0.409995687,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,2,0,3,0,2,0,1,3,0,1,0,0,2
7.60E+21,,0,0.056776792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
7.60E+21,,0,0.188474861,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,1,2,1,1,1,0,1,1,0
7.60E+21,,1,0.646302487,1,0,0,1,0,1,0,2,0,1,1,0,0,0,0,1,3,2,2,3,4,2,2,2,3,3,0,0,4
7.60E+21,,1,1.329047619,1,2,0,2,2,0,1,2,3,0,0,3,0,1,2,1,0,0,2,5,0,1,4,1,3,3,3,5,1
7.60E+21,,0,0.214747517,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,2,2
7.60E+21,,0,0.243223368,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7.60E+21,,4,4.49,5,6,6,8,4,4,13,5,6,5,4,10,5,8,6,7,9,7,9,6,5,8,10,2,7,8,7,8,5
7.60E+21,,0,0.025678336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
7.60E+21,,0,0.125599325,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,2,0,0,2,0,1,0,0
7.60E+21,,3,2.95,3,1,4,2,1,4,4,9,10,2,4,8,5,10,15,6,8,12,9,7,18,13,5,8,8,5,5,5,3
7.60E+21,,0,0.496105087,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,3,1,7,1,1
7.60E+21,,0,0.311846562,0,2,0,0,1,1,1,0,0,0,1,1,0,0,0,2,1,1,0,1,0,1,0,1,0,2,1,1,1
7.60E+21,,0,0.445758083,1,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,3,4
7.60E+21,,1,0.683697039,1,0,2,0,2,1,1,1,0,0,0,0,1,1,2,1,1,0,0,1,0,2,2,3,1,0,1,2,1
7.60E+21,,1,1.20989011,1,2,3,0,0,2,1,1,0,3,4,2,0,3,1,2,2,2,1,0,1,4,1,2,1,5,2,5,3
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.1852368,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0
7.60E+21,,0,0.059594,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7.60E+21,,0,0.196488106,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,0,0,0,0,1,0,0,0
7.60E+21,,0,0.432010992,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,0,1,3,1,4
7.60E+21,,2,1.501428571,2,0,2,2,2,0,5,3,1,2,1,3,5,2,3,4,5,3,1,5,5,1,6,4,6,3,3,5,1
7.60E+21,,0,0.439426386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1,0,1,3,2,2
7.60E+21,,0,0.296821699,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,0,1,1,0,0,1,1,1,1,1,3,2,0
7.60E+21,,3,3.007142857,3,3,4,2,6,2,6,2,2,0,3,5,2,1,0,5,2,6,4,6,4,6,6,3,8,7,8,5,9
7.60E+21,,0,0.408634292,0,0,1,1,0,0,1,0,0,1,0,0,0,3,1,1,0,0,0,2,3,1,0,0,1,0,1,2,0
7.60E+21,,1,0.98051366,1,1,0,0,1,2,2,1,1,2,3,4,3,2,2,4,1,0,0,1,0,1,3,0,0,0,2,1,0
7.60E+21,,0,0.226741597,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,2,0,0,2,0,0,1
7.60E+21,,0,0.145164226,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
7.60E+21,,1,1.171428571,1,1,3,2,0,3,2,0,0,2,6,1,2,3,3,1,3,2,2,4,4,0,0,0,3,3,0,0,1
7.60E+21,,1,0.525548583,1,0,1,1,0,0,0,0,2,0,0,0,0,1,1,2,0,3,1,1,1,0,0,1,0,0,4,2,1
7.60E+21,,1,1.454335317,1,2,2,1,3,2,4,2,0,2,1,5,1,4,2,2,0,1,4,0,3,2,4,4,2,2,3,1,2
7.60E+21,,2,1.507346939,2,1,3,2,1,2,2,2,2,3,0,0,0,0,1,2,2,2,3,1,4,5,4,1,3,2,2,3,4
7.60E+21,,0,0.26936087,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2
7.60E+21,,1,1.486796806,1,4,1,1,2,3,1,4,2,0,0,3,2,1,1,1,4,6,2,0,2,4,1,3,3,0,3,3,3
7.60E+21,,0,0.397824907,0,0,1,0,1,1,1,0,0,0,2,2,0,2,0,0,1,0,1,0,1,0,0,0,3,1,1,1,1
7.60E+21,,1,0.67182937,1,1,0,0,2,1,0,1,2,1,1,0,1,1,3,2,1,0,3,0,2,2,3,1,2,1,0,0,1
7.60E+21,,0,0.144244313,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0
7.60E+21,,1,0.646061189,1,0,0,0,1,0,2,0,3,1,1,1,1,1,1,2,3,1,1,0,1,2,2,1,1,0,0,0,4
7.60E+21,,0,0.238692774,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,3,0,2,1,1,0,0
7.60E+21,,0,0.060850034,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
7.60E+21,,0,0.477015105,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,3,3,1,0,3,3,2,0,3,0,2,2
7.60E+21,,0,0.351165916,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,1,0,0,2,1,2,0,0,4,0,1
7.60E+21,,0,0.332347132,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0
7.60E+21,,0,0.382154716,0,0,1,0,1,0,0,0,3,1,1,0,1,1,2,0,2,0,1,1,1,1,2,1,1,2,0,2,2
7.60E+21,,0,0.299642075,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,1,1,2,2,2,0,1,2
7.60E+21,,0,0.284874247,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,1,0,0,2,1,1,0,1,0
7.60E+21,,0,0.267938114,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,2,0
7.60E+21,,6,6.35,7,5,12,10,9,10,15,8,10,8,9,18,12,6,12,9,13,10,13,11,13,18,13,15,14,12,6,16,9
7.60E+21,,0,0.252811314,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1
7.60E+21,,3,2.688571429,3,4,1,2,3,4,4,6,4,3,6,3,5,8,7,7,8,8,7,5,8,5,6,14,5,7,4,2,7
7.60E+21,,1,0.524236763,0,1,0,0,0,0,1,0,1,0,0,1,1,1,2,1,0,0,3,3,0,1,4,1,1,0,0,0,2
7.60E+21,,1,0.893842316,1,3,0,0,0,3,2,0,4,0,0,1,2,1,0,0,2,1,2,1,2,1,3,3,1,1,2,1,3
7.60E+21,,3,2.602857143,3,3,4,4,5,6,5,5,3,1,8,6,3,4,3,6,5,3,3,7,2,3,2,5,4,1,5,1,1
7.60E+21,,1,0.557966155,1,0,1,0,0,0,2,0,0,1,0,1,0,0,1,3,2,2,3,3,1,2,1,0,2,1,1,2,3
7.60E+21,,1,0.552998133,1,3,1,0,1,0,2,0,1,0,2,0,1,0,0,0,0,0,2,2,1,2,0,2,1,0,0,1,1
7.60E+21,,1,0.705677056,1,0,3,1,0,0,1,0,0,0,0,0,4,0,3,3,2,1,0,0,1,1,5,3,2,2,1,2,1
7.60E+21,,2,2.021428571,2,2,1,5,2,3,4,1,5,0,6,0,3,1,3,1,3,1,7,3,3,2,6,5,4,3,4,4,9
7.60E+21,,1,0.73111746,1,0,0,0,2,0,0,2,0,1,1,1,1,1,3,3,2,2,3,1,1,4,1,3,3,1,3,3,1
7.60E+21,,1,0.675091522,1,0,1,0,0,1,3,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,4,2,3,1,5
7.60E+21,,1,0.846493506,1,0,3,2,2,0,0,0,2,1,1,0,0,1,0,1,1,0,0,2,0,0,1,1,0,1,2,6,1
7.60E+21,,1,1.106144536,1,1,0,2,0,1,1,1,3,1,2,2,2,1,2,2,2,1,0,3,3,4,3,2,2,5,2,1,2
7.60E+21,,1,0.685823329,1,0,0,1,0,0,0,0,0,2,0,0,1,3,0,0,1,0,0,0,1,0,1,0,3,0,0,3,0
7.60E+21,,1,1.144365079,1,2,1,2,1,1,0,0,1,1,0,0,3,0,1,5,1,5,2,1,1,0,3,5,5,0,5,1,5
7.60E+21,,1,1.252857143,2,2,2,2,3,2,1,4,2,2,2,1,2,2,0,1,4,4,4,3,2,3,6,3,1,9,4,2,1
7.60E+21,,1,0.60155426,1,0,1,0,2,1,0,1,0,0,1,2,1,1,0,2,5,3,4,1,1,2,2,1,2,5,2,2,1
7.60E+21,,0,0.170803462,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2,1,0,1,0
7.60E+21,,0,0.135186524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,2,1,1,0,0,0
7.60E+21,,1,0.923034996,1,0,1,1,0,1,1,0,1,0,0,1,1,3,1,4,2,0,0,1,3,1,2,3,2,2,1,0,1
7.60E+21,,0,0.151672089,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,1,1,0,2,0,1,0,0,0,0,0,0
7.60E+21,,1,0.977112006,1,0,2,1,0,0,1,1,0,0,0,0,4,3,3,4,2,2,1,3,2,1,5,4,2,1,2,1,4
7.60E+21,,0,0.09484048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0
7.60E+21,,3,2.987142857,3,2,5,1,4,5,4,7,3,3,4,2,5,6,6,5,4,8,8,4,2,7,1,3,6,8,7,5,6
7.60E+21,,0,0.046493783,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
7.60E+21,,0,0.191002526,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3,2,0,0,0,0,1,1,1,0
7.60E+21,,0,0.195329177,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,2,1,1,0,1,2,0
7.60E+21,,0,0.17495215,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
7.60E+21,,1,0.961502026,1,0,1,0,0,0,1,1,2,2,1,0,0,1,2,1,0,0,2,2,0,1,2,2,1,4,3,1,1
7.60E+21,,1,0.738517141,1,1,0,1,0,0,1,2,1,1,2,1,2,2,1,1,1,0,1,0,2,1,0,2,1,2,1,4,1
7.60E+21,,0,0.174797475,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,3
7.60E+21,,0,0.170021737,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1
7.60E+21,,1,0.563483631,1,0,0,0,2,1,2,0,0,1,0,2,0,0,1,2,2,1,2,2,1,0,2,2,1,0,2,2,4
7.60E+21,,1,0.671591051,1,0,0,0,0,0,2,2,0,1,2,1,1,0,1,1,2,3,0,2,3,1,2,0,2,2,1,1,2
7.60E+21,,0,0.057919861,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0
7.60E+21,,1,0.815055659,1,2,2,1,0,0,1,0,3,1,1,0,1,0,4,2,1,1,0,4,3,2,2,1,0,1,1,2,0
7.60E+21,,0,0.227107869,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
7.60E+21,,2,1.842857143,2,2,3,4,5,2,1,5,1,2,3,6,2,5,3,3,3,1,2,3,4,2,0,5,3,1,7,3,4
7.60E+21,,1,0.594153738,0,1,0,1,0,0,0,0,0,0,1,0,1,2,0,2,1,0,1,1,0,0,3,0,2,2,0,4,1
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.394914229,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,2,1,1,2,0,1,2,3,2
7.60E+21,,0,0.349132738,0,1,1,0,0,0,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7.60E+21,,0,0.433866816,1,0,1,0,0,0,0,0,0,1,2,1,2,1,2,2,0,1,0,1,0,2,0,1,2,0,2,3,1
7.60E+21,,1,0.693265306,1,0,0,1,0,1,0,0,2,0,0,2,2,0,3,0,1,0,0,0,1,2,2,1,2,2,4,5,4
7.60E+21,,1,0.893694728,1,1,1,0,0,2,3,1,3,1,0,0,0,0,0,1,1,2,0,2,0,0,1,1,0,1,0,0,2
7.60E+21,,1,0.56270925,1,0,0,0,1,0,0,1,1,2,0,1,1,0,0,0,0,0,2,2,0,2,0,4,0,2,2,1,2
7.60E+21,,2,1.787142857,2,3,2,2,1,1,3,4,3,3,5,1,4,1,4,2,2,4,6,1,6,6,7,7,2,2,7,3,5
7.60E+21,,0,0.400512298,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,3,1,2
7.60E+21,,0,0.419548934,0,1,0,0,1,0,0,0,2,0,0,1,1,1,0,1,0,1,1,2,1,0,0,0,2,1,1,1,1
7.60E+21,,0,0.211044432,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,3,1,0,1,1,0,0,0,0,0
7.60E+21,,0,0.373278697,0,1,1,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,2,0,1
7.60E+21,,1,0.853557788,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,3,0,2,1,4,0,1,3,2
7.60E+21,,0,0.435139325,1,0,1,0,1,0,0,1,0,1,0,0,2,1,3,0,1,1,0,1,1,0,0,2,2,1,1,1,2
7.60E+21,,0,0.213509718,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
7.60E+21,,1,0.634787302,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,2,1,2,3,2,2,1,4,1,4,4,3,3,1
7.60E+21,,1,0.579476479,1,0,0,2,0,0,0,1,1,0,1,0,1,0,1,0,2,0,1,4,2,0,0,2,1,1,3,1,2
7.60E+21,,0,0.404880705,0,0,1,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,0,1,3,2,1,0,3,1,0,2,0
7.60E+21,,1,0.747866933,1,1,0,0,1,1,2,1,1,0,0,0,0,0,0,2,1,1,0,1,1,3,2,1,3,2,1,4,3
7.60E+21,,0,0.327203375,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,1
7.60E+21,,1,1.426183816,1,0,5,0,1,2,2,1,1,1,1,1,1,4,2,0,5,1,1,2,2,2,0,2,5,1,2,0,2
7.60E+21,,1,1.2719094,1,1,2,0,3,1,0,2,4,2,3,1,3,1,2,1,1,0,1,9,4,3,3,4,0,1,2,2,3
7.60E+21,,0,0.031167562,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,5,4.987142857,5,5,7,4,7,3,6,7,7,3,7,7,7,9,8,7,7,10,9,12,11,7,10,10,7,15,11,13,14
