manzanac,ret,pred2020,pred2020_dec,ed2,ed3,ed4,ed5,ed6,ed7,ed8,ed9,ed10,ed11,ed12,ed13,ed14,ed15,ed16,ed17,ed18,ed19,ed20,ed21,ed22,ed23,ed24,ed25,ed26,ed27,ed28,ed29,ed30
7.60E+21,,0,0.333614134,1,0,0,0,0,0,2,0,0,0,2,2,0,1,1,1,1,0,0,0,1,3,2,1,2,0,1,1,0
7.60E+21,,1,0.843180674,1,1,0,0,0,1,1,0,3,3,3,1,1,1,0,1,1,1,1,1,0,3,2,2,0,1,2,0,0
7.60E+21,,0,0.455829681,0,0,1,0,0,1,0,0,0,1,0,2,1,1,0,1,1,0,1,3,1,0,2,4,0,1,2,0,1
7.60E+21,,0,0.316772046,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
7.60E+21,,1,0.997540833,1,1,1,1,2,1,1,2,1,0,2,2,4,1,3,1,0,3,5,3,4,1,4,3,3,2,4,3,3
7.60E+21,,1,0.527598997,1,1,0,0,0,0,0,0,2,0,0,1,0,1,1,1,0,0,1,0,1,0,3,1,0,2,2,5,5
7.60E+21,,0,0.191645385,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7.60E+21,,1,1.410714286,1,2,0,0,2,2,3,3,3,2,1,2,1,1,1,1,0,3,2,4,1,4,1,2,1,4,3,4,2
7.60E+21,,0,0.181312915,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,2,0
7.60E+21,,1,0.789497458,1,1,1,1,0,1,2,0,0,0,3,2,1,2,0,2,1,0,1,2,1,2,1,1,1,4,1,2,3
7.60E+21,,0,0.46225266,0,1,0,0,1,0,0,0,2,0,2,0,0,0,1,1,0,1,1,0,3,2,0,3,0,0,0,0,1
7.60E+21,,0,0.165884894,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1
7.60E+21,,0,0.005139119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7.60E+21,,1,0.996614907,1,1,2,1,4,1,0,2,2,1,1,2,1,1,2,5,3,3,4,4,1,0,3,3,3,2,2,1,3
7.60E+21,,0,0.002098084,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,1,0.658205128,1,1,0,0,1,0,0,0,0,3,0,2,2,0,1,0,2,1,0,0,1,0,1,0,5,3,0,2,2
7.60E+21,,1,0.528039235,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,3,1,1,2,0,1,2,0,1,0
7.60E+21,,0,0.310584013,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,3,1,1,1,1,2,2,2,1,0
7.60E+21,,0,0.263114672,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,2,0,3,0,0,0,1
7.60E+21,,0,0.236080857,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,3,0,2,1,0
7.60E+21,,0,0.095388066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
7.60E+21,,1,0.895042172,1,1,2,0,0,0,0,0,1,1,1,1,0,1,2,0,3,3,1,2,3,1,2,3,8,2,2,1,2
7.60E+21,,3,2.964285714,2,2,6,1,0,4,2,3,2,2,3,1,5,3,6,6,5,4,2,7,3,5,4,5,6,5,3,9,6
7.60E+21,,2,1.606517857,1,1,2,2,1,3,1,2,3,0,2,2,1,5,0,2,2,1,3,2,3,1,2,1,4,3,5,3,0
7.60E+21,,2,1.917800207,2,2,2,2,1,4,3,3,3,2,2,1,4,4,0,2,4,2,2,1,4,1,3,3,3,3,7,6,9
7.60E+21,,0,0.070140197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,1,0,0,1,0
7.60E+21,,1,0.994438776,1,1,0,1,2,2,0,1,0,2,0,2,0,1,2,1,1,1,3,4,3,1,3,1,1,5,4,2,2
7.60E+21,,0,0.003697759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7.60E+21,,0,0.336106576,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,1,1,3,2,2,1,2,1
7.60E+21,,0,0.360531944,0,0,0,0,0,1,0,2,1,0,0,1,1,0,0,0,0,1,3,0,1,1,0,2,0,1,0,1,0
7.60E+21,,0,0.292776794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,0,2,0,1,1,2,1,0
7.60E+21,,0,0.46687415,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,2,1,0,0
7.60E+21,,0,0.306011183,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,1,0,0,0,2,0,0,2,0,2,0,1,0
7.60E+21,,1,0.760400601,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,3,4,3,3,1,2,4,0,1,0
7.60E+21,,1,0.911269841,1,1,1,1,1,2,0,0,0,2,2,2,0,5,2,2,1,0,0,0,1,0,1,1,1,0,1,4,0
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.209025779,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,3,0,2,1,0,0,1,1
7.60E+21,,1,0.937239992,1,1,1,1,2,2,0,0,1,4,0,4,1,1,0,2,2,1,3,1,4,3,3,2,2,0,2,1,1
7.60E+21,,1,0.695536901,1,1,1,2,1,1,0,0,1,1,2,1,0,1,0,2,0,1,0,1,1,0,2,4,0,1,0,1,1
7.60E+21,,1,0.657380567,1,1,1,0,0,0,0,1,0,2,1,1,0,1,7,0,1,2,1,1,1,1,2,0,3,2,0,2,3
7.60E+21,,1,0.705480442,1,0,0,1,0,1,0,0,0,0,2,0,1,1,0,1,2,3,1,2,0,1,1,0,5,2,1,2,6
7.60E+21,,1,0.857246305,1,1,1,1,1,1,1,4,1,1,0,2,1,0,2,2,0,0,3,1,0,0,2,1,1,3,3,0,3
7.60E+21,,2,1.764285714,2,2,1,3,4,2,2,5,1,2,4,3,3,2,4,0,4,2,4,5,2,6,2,3,1,5,4,2,4
7.60E+21,,0,0.317514576,1,0,0,0,0,0,0,1,0,0,2,0,0,1,2,2,0,1,1,0,4,1,0,2,1,1,1,2,0
7.60E+21,,0,0.466041759,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,2,1,1,3,3,1,3,3,0
7.60E+21,,1,1.234196429,1,1,0,2,2,0,1,0,0,0,3,2,1,4,2,1,3,5,4,4,2,3,2,3,5,1,6,3,3
7.60E+21,,1,0.698356244,1,1,1,0,0,2,1,1,0,1,2,0,0,0,0,0,1,0,2,2,1,0,2,1,1,1,3,1,2
7.60E+21,,1,0.614440437,1,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,4,5,3,2,1,1,0
7.60E+21,,0,0.400439348,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,2,0,1,0,3,0,2,1,3,2,2,1,1,1
7.60E+21,,6,5.751428571,5,5,5,3,6,4,6,6,5,3,7,6,7,3,3,11,7,6,8,12,9,10,11,12,9,14,19,14,12
7.60E+21,,0,0.468508168,1,1,0,2,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,2,0,1,0,0,0,2,0,3
7.60E+21,,0,0.274342728,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,3,0,2,1,0,3,3,1,0,0
7.60E+21,,1,0.82183055,1,1,0,0,1,0,2,0,3,2,1,0,3,0,1,1,0,2,1,2,2,0,1,1,2,1,3,0,2
7.60E+21,,1,0.774731942,0,1,1,2,0,1,1,0,1,0,1,0,1,3,0,0,0,1,1,0,0,1,1,2,2,1,2,2,0
7.60E+21,,0,0.133927968,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0
7.60E+21,,0,0.380889229,1,1,0,0,0,0,0,1,0,0,2,2,1,0,2,2,0,2,1,1,1,3,0,1,1,1,2,2,2
7.60E+21,,0,0.409541602,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,1,0,2,3,1,1,2,0,0,1,0,0
7.60E+21,,0,0.151787439,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0
7.60E+21,,1,0.682022914,1,1,0,1,0,3,0,0,0,0,0,3,0,0,2,0,1,0,0,1,1,0,1,0,5,2,1,1,0
7.60E+21,,0,0.259492638,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,1,1,0,0,1,1,2,0,0,0,1,2,1
7.60E+21,,0,0.075385863,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
7.60E+21,,0,0.155988626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,2,0,0,1
7.60E+21,,1,0.506327742,1,1,0,0,2,0,0,2,1,0,0,1,0,0,1,2,0,2,1,0,2,2,1,1,0,3,2,0,0
7.60E+21,,1,0.761512369,1,1,1,3,0,2,0,0,1,2,3,4,1,0,0,1,0,1,1,1,1,3,4,1,1,1,3,1,4
7.60E+21,,0,0.368291991,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,2,1,3,1,3,1,3
7.60E+21,,1,0.633846082,1,1,0,1,0,2,1,0,0,1,2,1,1,0,2,1,1,1,4,0,1,2,1,2,3,0,3,1,0
7.60E+21,,1,0.784631649,1,1,3,1,0,1,1,1,0,2,0,2,0,0,1,1,0,3,2,1,1,0,2,7,1,2,1,2,2
7.60E+21,,1,0.708643822,1,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,3,4,3,1,2,3
7.60E+21,,1,0.91875346,1,1,0,1,0,0,0,2,0,5,0,0,0,1,5,1,0,0,2,1,2,1,1,4,1,2,3,4,3
7.60E+21,,1,0.804912295,1,1,1,2,2,0,1,2,0,2,1,2,2,0,1,4,2,3,3,2,1,0,2,3,2,0,2,1,2
7.60E+21,,1,0.600819638,1,1,1,0,0,1,0,1,0,0,1,2,1,4,0,1,2,0,2,2,0,3,2,3,1,3,1,2,1
7.60E+21,,0,0.354065943,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,3,0,0,2,1
7.60E+21,,0,0.360578033,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,3,2,1,1,0,1,0,2,1,3,0
7.60E+21,,3,2.695714286,3,2,2,1,4,2,6,4,2,4,3,5,4,4,3,1,4,4,3,6,9,9,7,6,4,6,5,8,7
7.60E+21,,1,0.504860902,0,1,3,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,2,1,1,2,0,1,0,0,0,2
7.60E+21,,0,0.061762483,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
7.60E+21,,2,1.820798319,2,2,1,3,2,5,1,2,1,3,4,3,4,7,1,2,1,5,1,3,4,3,2,4,1,5,3,8,2
7.60E+21,,0,0.202540678,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,2,1,1,0,0,0,0,0,0
7.60E+21,,0,0.177397608,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
7.60E+21,,1,0.682137363,1,1,0,1,0,0,0,0,2,0,0,1,0,2,2,0,1,0,1,1,0,3,1,4,3,6,0,2,3
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.002788781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
7.60E+21,,0,0.023979981,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1
7.60E+21,,5,4.504285714,5,5,5,5,4,2,4,11,6,4,5,6,7,4,10,13,6,11,9,9,12,13,12,15,13,13,14,16,11
7.60E+21,,0,0.341146158,0,1,0,1,1,1,0,2,0,0,0,3,1,0,2,0,0,0,0,0,0,1,0,0,1,2,1,1,1
7.60E+21,,11,11.43,12,12,11,16,17,13,13,11,16,12,14,14,14,20,15,14,16,13,18,23,20,30,21,30,29,24,31,22,28
7.60E+21,,0,0.337467294,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,1,0,3,1,0,0,2
7.60E+21,,0,0.451049861,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,5,3
7.60E+21,,1,0.59854544,1,1,0,1,0,2,0,0,0,1,2,0,2,0,0,0,2,1,0,1,1,3,1,0,3,4,0,0,0
7.60E+21,,0,0.358550186,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,1
7.60E+21,,6,5.754285714,6,7,10,10,8,9,6,7,9,7,6,10,9,11,9,8,13,9,11,5,8,13,9,11,15,13,6,12,8
7.60E+21,,1,0.990584031,1,1,0,1,2,2,2,1,1,0,1,1,1,0,1,0,0,0,1,0,7,2,1,3,0,0,3,3,2
7.60E+21,,3,2.901428571,2,3,5,2,1,1,4,3,4,1,7,6,3,5,3,2,4,7,9,8,6,3,7,5,5,4,2,7,4
7.60E+21,,2,1.827142857,2,2,1,1,4,0,2,5,1,2,0,0,1,1,1,1,2,0,0,2,4,4,6,4,1,3,2,3,7
7.60E+21,,1,0.513342031,1,0,1,0,0,0,2,2,0,0,1,1,0,0,0,0,1,0,0,0,2,1,0,0,1,0,1,3,1
7.60E+21,,1,0.686744221,0,1,0,1,2,1,1,1,0,0,1,0,2,0,0,1,2,1,1,1,3,0,3,1,2,0,0,1,2
7.60E+21,,0,0.474286451,0,0,1,0,0,0,0,0,1,2,0,2,2,1,3,0,1,1,2,1,0,0,2,0,1,0,0,0,0
7.60E+21,,4,3.792857143,4,4,3,0,5,3,7,1,5,3,9,5,3,2,3,2,7,4,4,10,8,17,18,15,14,10,14,13,11
7.60E+21,,1,0.79968675,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,2,3,1,2,1,2,4,2,4,4,1,2,2
7.60E+21,,0,0.352498942,0,1,2,0,1,0,0,0,0,1,2,0,1,0,0,1,1,1,0,1,0,0,0,2,2,0,0,2,0
7.60E+21,,2,1.535555556,2,2,0,3,1,1,1,4,2,2,2,3,3,3,1,6,2,1,6,4,4,1,3,2,1,4,8,3,2
7.60E+21,,1,0.660160714,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,2,3,3,1,6,2,0,5,1,6,4,1
7.60E+21,,1,0.560530207,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,2,2,0,0,2,1,0,2,1,2,3
7.60E+21,,0,0.425605955,1,1,0,0,1,0,0,2,0,1,0,0,0,1,1,0,0,0,0,2,0,1,0,0,4,0,0,0,3
7.60E+21,,3,3.008571429,2,3,1,3,1,4,4,6,4,1,10,6,5,7,1,6,2,10,3,7,10,9,2,8,9,3,4,8,7
7.60E+21,,0,0.179783169,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,0,0,1,2
7.60E+21,,0,0.027348875,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7.60E+21,,1,1.086277381,1,1,0,1,0,0,1,1,2,2,2,3,1,2,4,2,2,2,3,2,2,3,4,3,5,3,2,3,0
7.60E+21,,1,1.042885039,1,1,3,1,0,1,1,0,3,0,1,0,0,0,1,0,0,1,1,1,4,2,1,4,2,2,3,7,1
7.60E+21,,1,1.034648397,1,1,0,1,1,1,2,0,0,1,0,2,0,1,2,1,2,0,1,0,4,2,3,1,6,4,2,3,1
7.60E+21,,0,0.372380683,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,3,1,3,0
7.60E+21,,1,0.620308364,1,1,0,0,0,1,3,1,0,1,0,1,3,0,0,1,2,0,0,1,1,0,1,2,0,2,1,1,3
7.60E+21,,1,1.028884354,1,1,2,4,1,1,0,2,3,0,1,3,1,0,0,2,1,1,1,1,4,0,2,2,1,4,2,5,1
7.60E+21,,0,0.467488265,1,1,2,0,0,1,0,2,0,1,0,1,2,0,1,0,0,2,1,1,2,3,1,3,3,2,1,2,1
7.60E+21,,1,0.91206044,1,1,0,1,1,2,2,0,1,1,0,1,2,3,2,0,2,1,4,2,5,4,1,2,1,2,4,2,4
7.60E+21,,1,1.177142857,2,2,2,1,0,4,0,2,1,5,1,1,0,1,3,2,4,2,4,2,0,2,3,3,3,8,0,2,4
7.60E+21,,1,0.908214286,1,1,0,0,1,0,0,2,0,2,2,1,0,1,0,1,3,3,1,4,0,4,2,4,1,5,2,3,0
7.60E+21,,1,0.732590752,1,1,1,0,1,1,2,1,1,0,0,1,0,0,1,1,0,0,1,0,3,0,2,3,1,2,1,1,5
7.60E+21,,1,1.294696429,1,1,3,1,1,2,2,1,2,0,1,0,1,2,0,0,1,0,2,1,2,1,3,4,4,2,1,4,2
7.60E+21,,1,0.575465493,1,1,2,0,0,0,1,0,0,0,1,1,0,3,0,2,0,0,2,0,1,0,1,0,1,7,0,0,0
7.60E+21,,1,0.949883287,1,1,0,2,2,2,0,0,0,1,0,0,0,0,4,1,2,1,2,2,3,0,2,2,2,0,2,0,3
7.60E+21,,0,0.18097454,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,1,0,0,1,0,0
7.60E+21,,0,0.338580907,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,3,1,3,0,1
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.379044632,0,0,0,0,0,0,1,0,1,0,0,0,1,2,2,0,1,0,1,0,1,1,0,0,1,2,1,1,0
7.60E+21,,1,0.717885269,0,1,0,0,0,1,0,0,3,0,0,0,1,1,1,1,0,1,1,1,3,0,2,3,2,1,5,0,1
7.60E+21,,1,0.526752731,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1,4,4,1,1,2
7.60E+21,,0,0.341659772,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,2,1,2,2,2,1,1,4,1,0
7.60E+21,,6,5.502857143,6,6,9,6,11,2,1,3,7,2,5,5,2,2,10,6,5,8,5,11,11,7,17,5,17,6,16,19,10
7.60E+21,,8,7.602857143,8,8,9,13,13,22,17,19,16,7,17,22,14,26,22,16,16,16,20,22,17,13,17,12,15,10,11,11,9
7.60E+21,,0,0.430306852,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,3,1,0,1,2,1,1,2,2,1,2,0,0
7.60E+21,,1,1.138238375,1,1,1,1,0,2,0,0,1,1,1,0,2,1,0,2,3,0,0,1,5,4,3,2,1,2,3,1,2
7.60E+21,,1,0.99447119,1,1,0,1,2,0,1,0,2,2,0,0,0,0,0,1,0,0,0,1,4,3,4,3,0,1,3,1,2
7.60E+21,,3,3.454285714,4,3,5,6,2,5,1,2,5,2,2,0,5,2,1,8,10,2,8,5,8,6,4,3,2,4,6,7,4
7.60E+21,,0,0.028357196,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
7.60E+21,,10,9.764285714,9,9,6,5,12,4,16,10,7,10,15,16,14,9,13,10,20,14,20,18,21,16,20,27,26,26,28,27,26
7.60E+21,,1,0.510927011,1,0,0,0,0,1,1,1,0,1,2,0,1,0,0,0,2,1,0,3,2,2,0,1,0,2,1,0,1
7.60E+21,,2,2.07297619,2,2,2,4,2,4,2,5,3,3,1,5,8,4,2,4,4,3,2,3,3,0,6,5,3,9,3,4,7
7.60E+21,,0,0.242684061,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2
7.60E+21,,1,0.651050178,1,1,2,0,0,1,0,1,4,1,2,0,2,3,1,0,1,2,1,2,0,3,1,2,1,1,2,2,3
7.60E+21,,2,2.458571429,3,3,4,5,7,4,9,2,3,2,6,7,2,6,4,5,5,4,2,5,2,1,2,4,1,3,1,4,2
7.60E+21,,0,0.445347425,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,1,1,5,0,1,0,0,1
7.60E+21,,1,0.650612602,1,1,0,0,0,0,1,0,1,0,1,3,0,1,0,3,0,2,1,3,0,5,1,0,0,3,2,3,0
7.60E+21,,0,0.267775353,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,4,1,0,1,2,0,2,1,1,1,0
7.60E+21,,3,2.872857143,4,3,3,6,3,3,6,5,3,4,6,8,4,6,12,7,8,6,6,3,7,5,13,8,6,3,4,4,4
7.60E+21,,0,0.475121288,0,0,0,0,0,0,2,0,0,0,0,1,1,2,0,0,1,1,0,1,1,1,0,0,3,0,2,1,0
7.60E+21,,2,2.362857143,2,3,4,4,3,3,0,2,7,4,1,4,1,3,4,1,2,0,1,5,3,2,7,4,5,8,6,4,4
7.60E+21,,0,0.387522595,1,1,2,0,2,0,1,1,0,1,0,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
7.60E+21,,1,0.821838852,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,3,0,2,0,1,4,0,4,2
7.60E+21,,1,0.764166484,1,1,0,1,0,0,1,0,2,1,3,0,0,0,3,1,1,0,1,0,0,1,0,0,1,1,2,0,2
7.60E+21,,0,0.453448767,0,1,0,0,0,0,0,0,3,0,0,1,0,0,1,1,2,1,1,2,1,2,2,1,2,3,3,0,0
7.60E+21,,0,0.332448107,0,1,0,0,2,0,0,0,2,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2,1,0,0,0
7.60E+21,,0,0.239274744,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,1,1,0,1,1,0
7.60E+21,,1,0.585889989,1,0,0,1,1,0,2,0,0,0,0,0,1,1,0,0,1,0,1,0,0,2,0,1,0,0,0,2,3
7.60E+21,,1,0.580494699,1,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,2,2,1,0,1,0,6,2,3,1,2,2,2
7.60E+21,,1,0.915050178,1,1,0,0,2,0,1,2,0,2,0,0,1,1,2,2,1,2,2,2,1,4,0,4,0,4,2,1,3
7.60E+21,,2,1.75,2,2,4,0,1,2,3,4,3,0,4,2,2,4,3,3,1,1,5,0,5,0,5,4,3,2,4,2,2
7.60E+21,,0,0.151894445,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0
7.60E+21,,2,2.088571429,2,2,2,2,2,2,2,3,3,1,4,4,3,2,3,3,3,4,5,3,5,5,2,9,2,10,2,7,10
7.60E+21,,0,0.153653456,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,2,1,1,0,0
7.60E+21,,0,0.033912542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
7.60E+21,,2,1.94,2,2,1,5,3,2,3,2,4,3,2,4,4,5,2,6,3,8,5,6,5,5,2,2,1,1,3,6,3
7.60E+21,,5,5.114285714,5,5,5,6,6,8,7,6,2,9,9,5,11,4,5,8,8,4,5,13,9,7,11,6,13,9,10,7,7
7.60E+21,,0,0.041092475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,1,0.897197256,1,1,0,0,0,1,3,3,1,1,1,1,1,3,0,1,1,2,3,2,2,1,3,5,2,2,1,1,1
7.60E+21,,0,0.070655164,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,1,0,0
7.60E+21,,3,3.032857143,3,4,5,3,6,2,6,8,3,3,5,3,5,2,4,6,3,6,4,3,5,5,4,6,6,5,5,7,4
7.60E+21,,1,1.137229437,1,2,2,1,2,0,3,3,0,3,0,1,2,1,2,0,4,5,2,4,1,4,4,3,3,4,1,1,1
7.60E+21,,1,0.5981144,0,0,0,1,0,1,1,0,0,0,0,1,0,2,2,0,1,2,1,1,0,1,2,3,1,1,0,1,1
7.60E+21,,2,1.57,2,2,1,1,2,3,1,1,2,4,3,2,1,0,2,4,2,0,3,5,0,5,2,3,4,4,0,0,5
7.60E+21,,0,0.115181317,0,0,0,0,0,0,0,2,0,1,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.60E+21,,1,1.013047008,1,1,0,1,1,3,0,0,2,0,1,1,0,3,0,1,0,0,0,0,3,0,3,1,1,1,1,2,3
7.60E+21,,1,0.562926435,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,3,1,1,1,1,1,1,1,1,1,1,0,1,1
7.60E+21,,3,3.351428571,3,4,5,6,2,5,5,3,6,7,6,3,5,8,4,5,2,8,10,3,7,7,4,6,6,2,3,6,2
7.60E+21,,2,2.442857143,2,2,3,4,3,3,1,2,4,3,4,6,5,5,6,3,8,3,3,4,4,6,3,5,3,5,1,4,4
7.60E+21,,0,0.172180506,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
7.60E+21,,0,0.498616696,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,2,1,0,2
7.60E+21,,1,0.611629851,1,0,1,0,1,1,0,0,1,2,0,0,0,3,2,0,2,1,1,0,1,1,0,0,1,0,2,1,1
7.60E+21,,0,0.353250695,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,3,2,1,0
7.60E+21,,1,1.023235931,1,1,1,2,0,0,5,2,2,2,1,2,3,0,1,0,2,2,3,1,5,2,0,2,2,2,1,3,1
7.60E+21,,0,0.425670432,1,1,2,0,0,1,1,0,1,1,1,1,2,1,1,1,0,0,0,1,2,0,0,0,0,1,0,1,0
7.60E+21,,0,0.33778609,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,2,1
7.60E+21,,1,0.811399785,1,1,0,0,1,1,2,2,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,5,2,2,2
7.60E+21,,1,0.919501481,1,1,0,1,0,0,2,2,0,2,1,1,3,1,0,2,3,1,3,2,0,2,3,1,2,2,2,2,2
7.60E+21,,1,0.758924211,1,1,1,0,2,2,0,4,1,1,0,0,0,1,0,3,1,1,0,1,2,3,0,1,2,1,4,2,2
7.60E+21,,0,0.08258172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1
