manzanac,ret,pred2020,pred2020_dec,ed2,ed3,ed4,ed5,ed6,ed7,ed8,ed9,ed10,ed11,ed12,ed13,ed14,ed15,ed16,ed17,ed18,ed19,ed20,ed21,ed22,ed23,ed24,ed25,ed26,ed27,ed28,ed29,ed30
7.60E+21,,1,1.063761905,1,1,3,1,0,0,1,3,2,0,0,1,1,1,0,2,4,2,5,0,1,4,5,3,4,3,1,3,6
7.60E+21,,1,0.604835141,1,1,2,0,0,1,0,0,1,2,0,0,0,1,0,0,0,1,0,1,0,1,1,2,3,3,3,1,0
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.153811115,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,2
7.60E+21,,1,0.757142857,1,1,2,2,0,0,0,0,0,0,2,0,0,0,1,2,1,0,3,1,1,3,7,3,3,6,4,4,6
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.316004074,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,2,1,0,2,1,0,1
7.60E+21,,0,0.067208443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,1,0,0,1,0,1
7.60E+21,,1,0.629214695,1,1,3,3,1,0,1,0,1,1,2,0,0,0,1,0,0,2,0,2,2,2,1,2,2,1,1,2,3
7.60E+21,,1,1.050653781,1,1,2,1,1,2,2,2,0,0,0,1,1,0,2,0,1,1,0,0,3,4,1,4,0,3,2,2,1
7.60E+21,,2,1.88,1,2,0,1,1,4,4,3,0,2,1,1,3,2,0,5,4,4,4,5,3,2,7,4,2,7,5,4,2
7.60E+21,,0,0.456639108,0,0,0,3,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,2
7.60E+21,,0,0.399737921,0,0,0,0,0,0,1,0,0,2,0,0,1,2,1,0,0,2,0,1,1,0,3,1,0,0,0,1,0
7.60E+21,,0,0.16850577,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,2,0,1,1,2,3,2,1,1,1
7.60E+21,,0,0.049588868,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
7.60E+21,,1,0.683385963,1,1,1,1,1,2,1,0,2,0,1,1,1,0,0,2,1,3,2,1,1,2,0,1,3,1,1,3,0
7.60E+21,,0,0.171612838,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,2,0,2
7.60E+21,,1,0.711339286,1,1,1,0,1,1,2,2,0,1,0,0,1,0,0,0,0,2,0,2,3,2,0,4,0,2,0,1,2
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,1,0.608253401,1,1,0,0,1,0,0,1,1,2,2,0,0,2,0,1,0,0,1,0,1,1,0,1,1,2,1,3,4
7.60E+21,,1,1.338571429,1,2,0,3,3,1,4,2,5,1,3,4,2,6,3,3,2,2,3,4,1,3,2,3,2,2,2,1,1
7.60E+21,,4,4.351428571,5,5,7,12,6,9,6,2,6,11,4,6,12,5,7,2,8,5,4,4,3,5,6,1,3,2,1,3,1
7.60E+21,,1,1.250952381,1,1,0,0,0,1,1,1,0,1,0,0,1,1,2,2,0,0,5,5,1,4,4,2,10,5,1,4,3
7.60E+21,,0,0.116519114,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,1,0,0,0,0
7.60E+21,,2,1.705714286,2,3,3,5,2,2,1,2,3,1,0,2,2,1,2,1,2,3,3,3,2,5,4,2,3,6,8,6,6
7.60E+21,,1,0.716520336,1,1,1,0,0,0,0,3,1,1,1,0,1,1,0,1,1,2,0,2,0,1,2,1,3,2,0,3,1
7.60E+21,,0,0.093703113,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
7.60E+21,,1,0.554495557,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,4,1,1,1
7.60E+21,,0,0.435271939,0,0,0,1,0,1,1,1,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1
7.60E+21,,2,1.877142857,2,2,5,1,4,3,3,4,2,3,1,1,1,0,3,2,1,1,1,2,3,0,1,1,0,4,6,2,2
7.60E+21,,1,1.432285714,1,2,2,0,1,3,1,0,2,0,1,1,2,0,0,3,3,0,0,3,4,4,2,2,5,5,5,4,3
7.60E+21,,0,0.145016541,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,1,1,2,0,0
7.60E+21,,1,0.979004747,1,1,1,0,0,3,3,1,3,2,5,2,3,2,0,2,4,3,6,0,6,2,3,2,1,2,3,2,1
7.60E+21,,0,0.408568988,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,2,0,1,2,1,2,1,2,2,2,1,3,0,2
7.60E+21,,0,0.300088373,0,0,0,1,0,2,0,0,1,0,0,1,1,0,2,0,0,0,0,1,0,1,1,1,2,0,1,1,0
7.60E+21,,0,0.265710988,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,2,2,2,1,1,1
7.60E+21,,1,1.210776398,1,1,5,3,1,1,1,0,2,0,3,2,1,0,0,0,1,3,1,1,0,2,5,2,0,3,3,4,1
7.60E+21,,1,0.8494884,1,1,1,2,0,1,1,1,0,2,1,3,1,2,0,3,0,3,3,0,1,0,2,1,1,2,1,3,3
7.60E+21,,1,0.659184293,1,1,0,1,2,0,3,0,2,1,1,2,0,1,0,0,0,0,2,3,1,1,2,0,0,1,1,1,0
7.60E+21,,1,0.547365105,0,1,2,0,0,1,0,0,1,2,0,0,1,2,0,2,1,0,0,2,2,0,1,0,1,1,2,0,1
7.60E+21,,1,0.742613103,1,1,0,1,0,0,1,1,0,3,0,2,2,4,2,1,1,0,2,2,0,1,1,2,1,2,1,1,3
7.60E+21,,0,0.258991012,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,2,1,0,0,1,1,1,2,3
7.60E+21,,2,2.091428571,3,3,1,5,4,1,2,5,1,0,2,3,0,4,3,5,3,7,2,6,4,1,3,5,3,9,6,5,4
7.60E+21,,0,0.209248991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
7.60E+21,,1,1.032640306,1,1,3,2,0,1,2,1,1,2,0,1,4,2,0,3,1,0,3,0,0,1,1,2,1,0,3,2,4
7.60E+21,,0,0.317370109,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3
7.60E+21,,0,0.060695018,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.450187139,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0
7.60E+21,,0,0.163859922,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
7.60E+21,,2,1.612857143,2,2,2,3,2,1,3,4,3,3,2,2,1,4,2,4,3,1,1,0,1,7,4,2,1,6,6,4,4
7.60E+21,,0,0.037878369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0
7.60E+21,,2,1.858571429,2,2,3,2,3,4,1,2,2,3,4,3,5,3,3,2,3,2,4,4,1,5,4,2,2,3,5,5,5
7.60E+21,,1,1.315966387,1,1,2,2,2,1,2,7,1,2,0,2,0,3,1,0,1,0,4,1,1,4,2,3,3,3,1,0,3
7.60E+21,,5,4.915714286,5,7,9,8,12,5,9,3,4,8,4,6,3,7,8,2,2,3,8,9,8,3,2,5,3,8,1,3,4
7.60E+21,,0,0.306325231,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,2,0,0,0,1,0,2
7.60E+21,,1,1.083020408,1,1,0,2,2,1,1,1,2,0,1,2,1,4,5,1,3,2,3,5,5,1,0,4,3,2,2,1,1
7.60E+21,,1,0.594439162,1,0,0,0,1,0,2,1,1,1,0,1,2,1,0,1,1,2,0,2,1,1,2,1,2,2,2,1,1
7.60E+21,,1,1.441428571,2,2,4,1,0,3,0,0,0,5,1,0,0,2,1,0,2,0,3,3,1,3,2,2,2,5,4,2,5
7.60E+21,,1,1.051769481,1,1,1,1,1,2,0,1,0,1,1,0,0,2,1,2,0,1,4,5,2,1,1,1,2,0,4,4,6
7.60E+21,,1,0.541692068,1,1,0,1,0,0,1,2,0,0,1,0,3,0,1,2,0,1,1,0,2,3,2,6,1,1,0,0,0
7.60E+21,,1,0.608220757,0,0,2,2,0,0,0,0,0,1,0,2,0,2,1,0,1,1,1,0,1,2,1,0,0,2,0,1,1
7.60E+21,,1,0.748727178,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,3,1,1,1,1,1,2,2,1,3,4,2,3,0
7.60E+21,,0,0.418698968,1,1,0,0,0,2,0,1,0,0,0,1,1,1,2,2,1,0,0,2,0,1,3,1,1,1,4,2,1
7.60E+21,,0,0.134694705,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
7.60E+21,,0,0.301598637,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,2,0,3,0,2,0,1,3,0,1,0,0
7.60E+21,,0,0.138019122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
7.60E+21,,0,0.218849727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,1,2,1,1,1,0,1,1
7.60E+21,,1,0.955371305,1,1,0,0,1,0,1,0,2,0,1,1,0,0,0,0,1,3,2,2,3,4,2,2,2,3,3,0,0
7.60E+21,,1,1.246217532,1,1,2,0,2,2,0,1,2,3,0,0,3,0,1,2,1,0,0,2,5,0,1,4,1,3,3,3,5
7.60E+21,,0,0.398114007,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,2
7.60E+21,,0,0.202444008,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7.60E+21,,5,4.722857143,4,5,6,6,8,4,4,13,5,6,5,4,10,5,8,6,7,9,7,9,6,5,8,10,2,7,8,7,8
7.60E+21,,0,0.022336866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
7.60E+21,,0,0.102713854,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,2,0,0,2,0,1,0
7.60E+21,,3,2.941428571,3,3,1,4,2,1,4,4,9,10,2,4,8,5,10,15,6,8,12,9,7,18,13,5,8,8,5,5,5
7.60E+21,,1,0.551843381,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,3,1,7,1
7.60E+21,,0,0.477616827,0,0,2,0,0,1,1,1,0,0,0,1,1,0,0,0,2,1,1,0,1,0,1,0,1,0,2,1,1
7.60E+21,,0,0.321453094,0,1,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,3
7.60E+21,,1,0.655011593,1,1,0,2,0,2,1,1,1,0,0,0,0,1,1,2,1,1,0,0,1,0,2,2,3,1,0,1,2
7.60E+21,,1,0.838697017,1,1,2,3,0,0,2,1,1,0,3,4,2,0,3,1,2,2,2,1,0,1,4,1,2,1,5,2,5
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.118801704,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0
7.60E+21,,0,0.090836581,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
7.60E+21,,0,0.149442978,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,0,0,0,0,1,0,0
7.60E+21,,0,0.355884208,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,0,1,3,1
7.60E+21,,2,1.792857143,2,2,0,2,2,2,0,5,3,1,2,1,3,5,2,3,4,5,3,1,5,5,1,6,4,6,3,3,5
7.60E+21,,0,0.410873884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1,0,1,3,2
7.60E+21,,0,0.354448479,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,0,1,1,0,0,1,1,1,1,1,3,2
7.60E+21,,3,2.655714286,3,3,3,4,2,6,2,6,2,2,0,3,5,2,1,0,5,2,6,4,6,4,6,6,3,8,7,8,5
7.60E+21,,0,0.359745149,0,0,0,1,1,0,0,1,0,0,1,0,0,0,3,1,1,0,0,0,2,3,1,0,0,1,0,1,2
7.60E+21,,1,0.736371636,1,1,1,0,0,1,2,2,1,1,2,3,4,3,2,2,4,1,0,0,1,0,1,3,0,0,0,2,1
7.60E+21,,1,0.588973217,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,2,0,0,2,0,0
7.60E+21,,0,0.058768384,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7.60E+21,,1,1.134880952,1,1,1,3,2,0,3,2,0,0,2,6,1,2,3,3,1,3,2,2,4,4,0,0,0,3,3,0,0
7.60E+21,,1,0.777114846,1,1,0,1,1,0,0,0,0,2,0,0,0,0,1,1,2,0,3,1,1,1,0,0,1,0,0,4,2
7.60E+21,,2,1.747142857,1,1,2,2,1,3,2,4,2,0,2,1,5,1,4,2,2,0,1,4,0,3,2,4,4,2,2,3,1
7.60E+21,,1,1.226581633,2,2,1,3,2,1,2,2,2,2,3,0,0,0,0,1,2,2,2,3,1,4,5,4,1,3,2,2,3
7.60E+21,,0,0.083847246,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
7.60E+21,,1,1.288571429,1,1,4,1,1,2,3,1,4,2,0,0,3,2,1,1,1,4,6,2,0,2,4,1,3,3,0,3,3
7.60E+21,,0,0.471003693,0,0,0,1,0,1,1,1,0,0,0,2,2,0,2,0,0,1,0,1,0,1,0,0,0,3,1,1,1
7.60E+21,,1,0.757965081,1,1,1,0,0,2,1,0,1,2,1,1,0,1,1,3,2,1,0,3,0,2,2,3,1,2,1,0,0
7.60E+21,,0,0.375232684,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0
7.60E+21,,1,0.583016765,1,1,0,0,0,1,0,2,0,3,1,1,1,1,1,1,2,3,1,1,0,1,2,2,1,1,0,0,0
7.60E+21,,0,0.445041612,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,3,0,2,1,1,0
7.60E+21,,0,0.162265057,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
7.60E+21,,0,0.434649897,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,3,3,1,0,3,3,2,0,3,0,2
7.60E+21,,0,0.488845202,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,1,0,0,2,1,2,0,0,4,0
7.60E+21,,0,0.382207837,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1
7.60E+21,,0,0.482731214,0,0,0,1,0,1,0,0,0,3,1,1,0,1,1,2,0,2,0,1,1,1,1,2,1,1,2,0,2
7.60E+21,,0,0.470743599,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,1,1,2,2,2,0,1
7.60E+21,,1,0.536602325,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,1,0,0,2,1,1,0,1
7.60E+21,,0,0.227337462,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,2
7.60E+21,,7,6.717142857,6,7,5,12,10,9,10,15,8,10,8,9,18,12,6,12,9,13,10,13,11,13,18,13,15,14,12,6,16
7.60E+21,,0,0.173293487,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0
7.60E+21,,3,2.868571429,3,3,4,1,2,3,4,4,6,4,3,6,3,5,8,7,7,8,8,7,5,8,5,6,14,5,7,4,2
7.60E+21,,1,0.563626856,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,2,1,0,0,3,3,0,1,4,1,1,0,0,0
7.60E+21,,1,0.857653061,1,1,3,0,0,0,3,2,0,4,0,0,1,2,1,0,0,2,1,2,1,2,1,3,3,1,1,2,1
7.60E+21,,2,2.38,3,3,3,4,4,5,6,5,5,3,1,8,6,3,4,3,6,5,3,3,7,2,3,2,5,4,1,5,1
7.60E+21,,1,0.677227099,1,1,0,1,0,0,0,2,0,0,1,0,1,0,0,1,3,2,2,3,3,1,2,1,0,2,1,1,2
7.60E+21,,1,0.531818796,1,1,3,1,0,1,0,2,0,1,0,2,0,1,0,0,0,0,0,2,2,1,2,0,2,1,0,0,1
7.60E+21,,1,0.962654716,1,1,0,3,1,0,0,1,0,0,0,0,0,4,0,3,3,2,1,0,0,1,1,5,3,2,2,1,2
7.60E+21,,2,2.051428571,2,2,2,1,5,2,3,4,1,5,0,6,0,3,1,3,1,3,1,7,3,3,2,6,5,4,3,4,4
7.60E+21,,1,0.554214286,1,1,0,0,0,2,0,0,2,0,1,1,1,1,1,3,3,2,2,3,1,1,4,1,3,3,1,3,3
7.60E+21,,1,0.675255395,1,1,0,1,0,0,1,3,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,4,2,3,1
7.60E+21,,1,0.715101635,1,1,0,3,2,2,0,0,0,2,1,1,0,0,1,0,1,1,0,0,2,0,0,1,1,0,1,2,6
7.60E+21,,1,1.040242819,1,1,1,0,2,0,1,1,1,3,1,2,2,2,1,2,2,2,1,0,3,3,4,3,2,2,5,2,1
7.60E+21,,1,0.500746248,1,1,0,0,1,0,0,0,0,0,2,0,0,1,3,0,0,1,0,0,0,1,0,1,0,3,0,0,3
7.60E+21,,1,1.247142857,1,1,2,1,2,1,1,0,0,1,1,0,0,3,0,1,5,1,5,2,1,1,0,3,5,5,0,5,1
7.60E+21,,2,1.615357143,1,2,2,2,2,3,2,1,4,2,2,2,1,2,2,0,1,4,4,4,3,2,3,6,3,1,9,4,2
7.60E+21,,1,0.803325064,1,1,0,1,0,2,1,0,1,0,0,1,2,1,1,0,2,5,3,4,1,1,2,2,1,2,5,2,2
7.60E+21,,0,0.180630241,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2,1,0,1
7.60E+21,,0,0.230572442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,2,1,1,0,0
7.60E+21,,1,0.642863177,1,1,0,1,1,0,1,1,0,1,0,0,1,1,3,1,4,2,0,0,1,3,1,2,3,2,2,1,0
7.60E+21,,0,0.099410454,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,1,1,0,2,0,1,0,0,0,0,0
7.60E+21,,1,1.030152159,1,1,0,2,1,0,0,1,1,0,0,0,0,4,3,3,4,2,2,1,3,2,1,5,4,2,1,2,1
7.60E+21,,0,0.140127742,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0
7.60E+21,,3,2.59,3,3,2,5,1,4,5,4,7,3,3,4,2,5,6,6,5,4,8,8,4,2,7,1,3,6,8,7,5
7.60E+21,,0,0.109033234,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
7.60E+21,,0,0.381618344,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3,2,0,0,0,0,1,1,1
7.60E+21,,0,0.281763396,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,2,1,1,0,1,2
7.60E+21,,0,0.285364447,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
7.60E+21,,1,0.577517007,1,1,0,1,0,0,0,1,1,2,2,1,0,0,1,2,1,0,0,2,2,0,1,2,2,1,4,3,1
7.60E+21,,1,0.554042321,1,1,1,0,1,0,0,1,2,1,1,2,1,2,2,1,1,1,0,1,0,2,1,0,2,1,2,1,4
7.60E+21,,0,0.054492225,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1
7.60E+21,,0,0.063687961,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,2
7.60E+21,,1,0.610737506,1,1,0,0,0,2,1,2,0,0,1,0,2,0,0,1,2,2,1,2,2,1,0,2,2,1,0,2,2
7.60E+21,,1,0.532459644,1,1,0,0,0,0,0,2,2,0,1,2,1,1,0,1,1,2,3,0,2,3,1,2,0,2,2,1,1
7.60E+21,,0,0.043256998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1
7.60E+21,,1,0.826726767,1,1,2,2,1,0,0,1,0,3,1,1,0,1,0,4,2,1,1,0,4,3,2,2,1,0,1,1,2
7.60E+21,,0,0.003582253,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
7.60E+21,,2,1.974285714,2,2,2,3,4,5,2,1,5,1,2,3,6,2,5,3,3,3,1,2,3,4,2,0,5,3,1,7,3
7.60E+21,,1,0.572436341,1,0,1,0,1,0,0,0,0,0,0,1,0,1,2,0,2,1,0,1,1,0,0,3,0,2,2,0,4
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.315526857,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,2,1,1,2,0,1,2,3
7.60E+21,,0,0.18530957,0,0,1,1,0,0,0,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
7.60E+21,,1,0.52270031,0,1,0,1,0,0,0,0,0,0,1,2,1,2,1,2,2,0,1,0,1,0,2,0,1,2,0,2,3
7.60E+21,,1,0.990769231,1,1,0,0,1,0,1,0,0,2,0,0,2,2,0,3,0,1,0,0,0,1,2,2,1,2,2,4,5
7.60E+21,,1,0.766452081,1,1,1,1,0,0,2,3,1,3,1,0,0,0,0,0,1,1,2,0,2,0,0,1,1,0,1,0,0
7.60E+21,,1,0.721995683,1,1,0,0,0,1,0,0,1,1,2,0,1,1,0,0,0,0,0,2,2,0,2,0,4,0,2,2,1
7.60E+21,,2,2.107142857,2,2,3,2,2,1,1,3,4,3,3,5,1,4,1,4,2,2,4,6,1,6,6,7,7,2,2,7,3
7.60E+21,,0,0.273431621,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,3,1
7.60E+21,,0,0.400682376,0,0,1,0,0,1,0,0,0,2,0,0,1,1,1,0,1,0,1,1,2,1,0,0,0,2,1,1,1
7.60E+21,,0,0.459618343,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,3,1,0,1,1,0,0,0,0
7.60E+21,,0,0.379465049,0,0,1,1,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,2,0
7.60E+21,,0,0.444464846,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,3,0,2,1,4,0,1,3
7.60E+21,,0,0.479578024,0,1,0,1,0,1,0,0,1,0,1,0,0,2,1,3,0,1,1,0,1,1,0,0,2,2,1,1,1
7.60E+21,,0,0.040228708,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
7.60E+21,,1,0.615162338,1,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,2,1,2,3,2,2,1,4,1,4,4,3,3
7.60E+21,,1,0.5686299,1,1,0,0,2,0,0,0,1,1,0,1,0,1,0,1,0,2,0,1,4,2,0,0,2,1,1,3,1
7.60E+21,,0,0.395806113,0,0,0,1,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,0,1,3,2,1,0,3,1,0,2
7.60E+21,,1,0.670819096,1,1,1,0,0,1,1,2,1,1,0,0,0,0,0,0,2,1,1,0,1,1,3,2,1,3,2,1,4
7.60E+21,,0,0.213902439,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1
7.60E+21,,1,0.992118506,1,1,0,5,0,1,2,2,1,1,1,1,1,1,4,2,0,5,1,1,2,2,2,0,2,5,1,2,0
7.60E+21,,1,1.476584416,1,1,1,2,0,3,1,0,2,4,2,3,1,3,1,2,1,1,0,1,9,4,3,3,4,0,1,2,2
7.60E+21,,0,0.005842413,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,5,4.901428571,5,5,5,7,4,7,3,6,7,7,3,7,7,7,9,8,7,7,10,9,12,11,7,10,10,7,15,11,13
7.60E+21,,2,1.667142857,2,2,2,2,3,0,3,2,2,1,1,4,2,6,4,7,5,3,4,0,4,2,6,3,3,6,4,3,5
7.60E+21,,5,5.445714286,6,6,5,5,9,11,11,8,10,7,8,11,8,8,8,10,6,7,5,11,15,15,14,11,8,12,14,12,11
7.60E+21,,0,0.284172525,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,2,1,1,0
7.60E+21,,1,0.611,1,1,1,1,0,0,2,1,0,2,1,1,1,1,2,0,0,1,2,4,1,4,2,3,1,3,0,1,1
7.60E+21,,1,1.475714286,2,1,2,1,0,1,1,0,0,1,4,0,1,1,1,0,3,0,3,0,4,2,4,1,9,1,4,6,5
7.60E+21,,1,0.669844553,1,1,0,2,1,1,0,1,1,1,0,4,1,1,0,2,1,1,3,0,2,2,2,1,1,4,1,2,1
7.60E+21,,1,1.167142857,1,2,3,2,1,3,0,3,3,1,1,1,1,2,3,3,1,3,1,3,2,4,1,5,2,3,2,3,1
7.60E+21,,1,0.633164873,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,3,1,1,1,5,2,4,2
7.60E+21,,0,0.31080349,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,1,0,0,1,0,0,1,1
7.60E+21,,1,0.867777022,1,1,2,0,2,2,2,0,1,0,2,2,3,0,1,2,0,1,0,3,0,0,0,2,1,2,3,4,1
7.60E+21,,1,0.623534306,1,1,0,0,0,0,1,1,0,0,3,0,2,1,2,0,2,1,1,1,0,0,1,3,0,2,1,2,1
