manzanac,rte,pred2021,pred2021_dec,ed2,ed3,ed4,ed5,ed6,ed7,ed8,ed9,ed10,ed11,ed12,ed13,ed14,ed15,ed16,ed17,ed18,ed19,ed20,ed21,ed22,ed23,ed24,ed25,ed26,ed27,ed28,ed29,ed30
7.60E+21,,1,0.670503775,1,1,1,0,0,1,1,0,0,2,0,2,0,0,1,1,2,0,0,0,2,0,2,2,6,2,1,1,2
7.60E+21,,1,0.524790354,0,1,0,0,0,1,0,0,1,0,1,0,0,2,1,0,0,0,1,0,2,2,2,0,3,0,2,2,1
7.60E+21,,0,0.187189148,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,2,1,1,0,0,1,2
7.60E+21,,5,5.367142857,5,6,7,10,5,4,6,5,7,5,14,7,6,5,7,4,9,12,6,7,11,9,11,7,15,3,13,8,5
7.60E+21,,0,0.256440914,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,2,2
7.60E+21,,0,0.412151052,0,0,1,0,0,0,0,0,0,1,1,2,1,2,1,0,3,3,4,0,0,1,0,1,0,0,1,0,0
7.60E+21,,0,0.169219308,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,2,2,1,0,0,1,1,0,1,1
7.60E+21,,1,0.92562474,1,1,1,1,1,0,3,2,0,1,2,3,1,2,2,1,4,3,2,4,2,3,0,3,1,2,3,3,2
7.60E+21,,1,0.942234033,1,1,1,1,1,1,0,2,0,0,1,0,0,0,2,2,1,1,1,2,4,6,2,3,1,3,2,1,3
7.60E+21,,0,0.304375805,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,2,0,0,1,0,0,2,1,1
7.60E+21,,2,2.277142857,2,3,3,2,3,1,5,2,8,2,1,2,3,3,3,2,2,3,3,2,6,6,4,7,6,5,5,5,7
7.60E+21,,0,0.402221853,0,0,1,1,0,2,0,0,0,0,1,1,1,0,0,1,1,2,1,0,0,1,0,1,1,1,0,1,3
7.60E+21,,0,0.005405879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7.60E+21,,1,0.904518358,1,1,1,1,4,0,1,1,1,1,2,0,0,2,0,1,1,0,2,0,1,1,1,1,0,1,5,2,2
7.60E+21,,0,0.028662159,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7.60E+21,,0,0.224870345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,3,0,1,2,0,0,1
7.60E+21,,0,0.387090987,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,1,2,1,2,0,1
7.60E+21,,0,0.344922932,0,1,0,0,0,0,0,2,0,0,0,2,2,0,1,1,1,1,0,0,0,1,3,2,1,2,0,1,1
7.60E+21,,1,0.826452504,1,1,1,0,0,0,1,1,0,3,3,3,1,1,1,0,1,1,1,1,1,0,3,2,2,0,1,2,0
7.60E+21,,1,0.578484046,0,0,0,1,0,0,1,0,0,0,1,0,2,1,1,0,1,1,0,1,3,1,0,2,4,0,1,2,0
7.60E+21,,0,0.011443441,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7.60E+21,,1,1.477946429,1,1,1,1,1,2,1,1,2,1,0,2,2,4,1,3,1,0,3,5,3,4,1,4,3,3,2,4,3
7.60E+21,,1,0.502568736,1,1,1,0,0,0,0,0,0,2,0,0,1,0,1,1,1,0,0,1,0,1,0,3,1,0,2,2,5
7.60E+21,,0,0.076938803,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7.60E+21,,1,1.124599686,1,1,2,0,0,2,2,3,3,3,2,1,2,1,1,1,1,0,3,2,4,1,4,1,2,1,4,3,4
7.60E+21,,0,0.225265441,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,2
7.60E+21,,1,0.726993893,1,1,1,1,1,0,1,2,0,0,0,3,2,1,2,0,2,1,0,1,2,1,2,1,1,1,4,1,2
7.60E+21,,0,0.425167776,0,0,1,0,0,1,0,0,0,2,0,2,0,0,0,1,1,0,1,1,0,3,2,0,3,0,0,0,0
7.60E+21,,0,0.33530505,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1
7.60E+21,,0,0.338918872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.60E+21,,1,1.234124372,1,1,1,2,1,4,1,0,2,2,1,1,2,1,1,2,5,3,3,4,4,1,0,3,3,3,2,2,1
7.60E+21,,0,0.022615363,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,1,0.706505703,1,1,1,0,0,1,0,0,0,0,3,0,2,2,0,1,0,2,1,0,0,1,0,1,0,5,3,0,2
7.60E+21,,1,0.538824457,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,3,1,1,2,0,1,2,0,1
7.60E+21,,0,0.488567524,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,3,1,1,1,1,2,2,2,1
7.60E+21,,0,0.354041025,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,2,0,3,0,0,0
7.60E+21,,0,0.255078184,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,3,0,2,1
7.60E+21,,0,0.06043061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
7.60E+21,,1,0.560145431,1,1,1,2,0,0,0,0,0,1,1,1,1,0,1,2,0,3,3,1,2,3,1,2,3,8,2,2,1
7.60E+21,,2,2.282857143,3,2,2,6,1,0,4,2,3,2,2,3,1,5,3,6,6,5,4,2,7,3,5,4,5,6,5,3,9
7.60E+21,,1,1.181014493,2,1,1,2,2,1,3,1,2,3,0,2,2,1,5,0,2,2,1,3,2,3,1,2,1,4,3,5,3
7.60E+21,,2,1.636728778,2,2,2,2,2,1,4,3,3,3,2,2,1,4,4,0,2,4,2,2,1,4,1,3,3,3,3,7,6
7.60E+21,,0,0.158235096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,1,0,0,1
7.60E+21,,1,0.938405118,1,1,1,0,1,2,2,0,1,0,2,0,2,0,1,2,1,1,1,3,4,3,1,3,1,1,5,4,2
7.60E+21,,0,0.022548039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
7.60E+21,,0,0.299067877,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,1,1,3,2,2,1,2
7.60E+21,,1,0.65732881,0,0,0,0,0,0,1,0,2,1,0,0,1,1,0,0,0,0,1,3,0,1,1,0,2,0,1,0,1
7.60E+21,,0,0.147903172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,0,2,0,1,1,2,1
7.60E+21,,0,0.328741398,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,2,1,0
7.60E+21,,0,0.172545304,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,1,0,0,0,2,0,0,2,0,2,0,1
7.60E+21,,1,0.751671633,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,3,4,3,3,1,2,4,0,1
7.60E+21,,1,0.785527737,1,1,1,1,1,1,2,0,0,0,2,2,2,0,5,2,2,1,0,0,0,1,0,1,1,1,0,1,4
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.233655042,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,3,0,2,1,0,0,1
7.60E+21,,1,0.793324023,1,1,1,1,1,2,2,0,0,1,4,0,4,1,1,0,2,2,1,3,1,4,3,3,2,2,0,2,1
7.60E+21,,1,0.540999881,1,1,1,1,2,1,1,0,0,1,1,2,1,0,1,0,2,0,1,0,1,1,0,2,4,0,1,0,1
7.60E+21,,1,0.647709429,1,1,1,1,0,0,0,0,1,0,2,1,1,0,1,7,0,1,2,1,1,1,1,2,0,3,2,0,2
7.60E+21,,1,0.722400578,1,1,0,0,1,0,1,0,0,0,0,2,0,1,1,0,1,2,3,1,2,0,1,1,0,5,2,1,2
7.60E+21,,1,0.811171907,1,1,1,1,1,1,1,1,4,1,1,0,2,1,0,2,2,0,0,3,1,0,0,2,1,1,3,3,0
7.60E+21,,2,1.685357143,2,2,2,1,3,4,2,2,5,1,2,4,3,3,2,4,0,4,2,4,5,2,6,2,3,1,5,4,2
7.60E+21,,0,0.316004323,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,2,2,0,1,1,0,4,1,0,2,1,1,1,2
7.60E+21,,0,0.249626208,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,2,1,1,3,3,1,3,3
7.60E+21,,1,1.230816327,1,1,1,0,2,2,0,1,0,0,0,3,2,1,4,2,1,3,5,4,4,2,3,2,3,5,1,6,3
7.60E+21,,1,0.566066703,1,1,1,1,0,0,2,1,1,0,1,2,0,0,0,0,0,1,0,2,2,1,0,2,1,1,1,3,1
7.60E+21,,0,0.462647481,1,1,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,4,5,3,2,1,1
7.60E+21,,1,0.611614769,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,2,0,1,0,3,0,2,1,3,2,2,1,1
7.60E+21,,5,4.935714286,6,5,5,5,3,6,4,6,6,5,3,7,6,7,3,3,11,7,6,8,12,9,10,11,12,9,14,19,14
7.60E+21,,0,0.353793493,0,1,1,0,2,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,2,0,1,0,0,0,2,0
7.60E+21,,1,0.583372354,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,3,0,2,1,0,3,3,1,0
7.60E+21,,1,0.743371911,1,1,1,0,0,1,0,2,0,3,2,1,0,3,0,1,1,0,2,1,2,2,0,1,1,2,1,3,0
7.60E+21,,1,0.604016091,1,0,1,1,2,0,1,1,0,1,0,1,0,1,3,0,0,0,1,1,0,0,1,1,2,2,1,2,2
7.60E+21,,0,0.09170532,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,2,1,1,0,0,0,0,0,0
7.60E+21,,0,0.346614414,0,1,1,0,0,0,0,0,1,0,0,2,2,1,0,2,2,0,2,1,1,1,3,0,1,1,1,2,2
7.60E+21,,0,0.254321943,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,1,0,2,3,1,1,2,0,0,1,0
7.60E+21,,0,0.042425227,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1
7.60E+21,,1,0.572177621,1,1,1,0,1,0,3,0,0,0,0,0,3,0,0,2,0,1,0,0,1,1,0,1,0,5,2,1,1
7.60E+21,,0,0.2735112,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,1,1,0,0,1,1,2,0,0,0,1,2
7.60E+21,,0,0.026339385,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
7.60E+21,,0,0.186951998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,2,0,0
7.60E+21,,1,0.637992674,1,1,1,0,0,2,0,0,2,1,0,0,1,0,0,1,2,0,2,1,0,2,2,1,1,0,3,2,0
7.60E+21,,1,0.815307912,1,1,1,1,3,0,2,0,0,1,2,3,4,1,0,0,1,0,1,1,1,1,3,4,1,1,1,3,1
7.60E+21,,0,0.402601448,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,2,1,3,1,3,1
7.60E+21,,1,0.555650183,1,1,1,0,1,0,2,1,0,0,1,2,1,1,0,2,1,1,1,4,0,1,2,1,2,3,0,3,1
7.60E+21,,1,0.975403186,1,1,1,3,1,0,1,1,1,0,2,0,2,0,0,1,1,0,3,2,1,1,0,2,7,1,2,1,2
7.60E+21,,1,0.515424312,1,1,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,3,4,3,1,2
7.60E+21,,1,0.726713813,1,1,1,0,1,0,0,0,2,0,5,0,0,0,1,5,1,0,0,2,1,2,1,1,4,1,2,3,4
7.60E+21,,1,0.648480176,1,1,1,1,2,2,0,1,2,0,2,1,2,2,0,1,4,2,3,3,2,1,0,2,3,2,0,2,1
7.60E+21,,1,0.824824842,1,1,1,1,0,0,1,0,1,0,0,1,2,1,4,0,1,2,0,2,2,0,3,2,3,1,3,1,2
7.60E+21,,0,0.304447913,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,3,0,0,2
7.60E+21,,0,0.459616575,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,3,2,1,1,0,1,0,2,1,3
7.60E+21,,2,2.42,3,3,2,2,1,4,2,6,4,2,4,3,5,4,4,3,1,4,4,3,6,9,9,7,6,4,6,5,8
7.60E+21,,1,0.536948134,1,0,1,3,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,2,1,1,2,0,1,0,0,0
7.60E+21,,0,0.166798848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7.60E+21,,2,1.887142857,2,2,2,1,3,2,5,1,2,1,3,4,3,4,7,1,2,1,5,1,3,4,3,2,4,1,5,3,8
7.60E+21,,0,0.183334513,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,2,1,1,0,0,0,0,0
7.60E+21,,0,0.109487894,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
7.60E+21,,1,0.520592857,1,1,1,0,1,0,0,0,0,2,0,0,1,0,2,2,0,1,0,1,1,0,3,1,4,3,6,0,2
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.036693375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
7.60E+21,,0,0.120074984,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
7.60E+21,,5,5.322857143,5,5,5,5,5,4,2,4,11,6,4,5,6,7,4,10,13,6,11,9,9,12,13,12,15,13,13,14,16
7.60E+21,,1,0.740837902,0,0,1,0,1,1,1,0,2,0,0,0,3,1,0,2,0,0,0,0,0,0,1,0,0,1,2,1,1
7.60E+21,,11,11.44571429,11,12,12,11,16,17,13,13,11,16,12,14,14,14,20,15,14,16,13,18,23,20,30,21,30,29,24,31,22
7.60E+21,,0,0.392821288,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,1,0,3,1,0,0
7.60E+21,,0,0.182451109,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,5
7.60E+21,,1,0.53249357,1,1,1,0,1,0,2,0,0,0,1,2,0,2,0,0,0,2,1,0,1,1,3,1,0,3,4,0,0
7.60E+21,,0,0.276667286,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2
7.60E+21,,6,6.168571429,6,6,7,10,10,8,9,6,7,9,7,6,10,9,11,9,8,13,9,11,5,8,13,9,11,15,13,6,12
7.60E+21,,1,0.980816327,1,1,1,0,1,2,2,2,1,1,0,1,1,1,0,1,0,0,0,1,0,7,2,1,3,0,0,3,3
7.60E+21,,3,2.504285714,3,2,3,5,2,1,1,4,3,4,1,7,6,3,5,3,2,4,7,9,8,6,3,7,5,5,4,2,7
7.60E+21,,2,1.501490683,2,2,2,1,1,4,0,2,5,1,2,0,0,1,1,1,1,2,0,0,2,4,4,6,4,1,3,2,3
7.60E+21,,0,0.488142362,1,1,0,1,0,0,0,2,2,0,0,1,1,0,0,0,0,1,0,0,0,2,1,0,0,1,0,1,3
7.60E+21,,1,0.702147722,1,0,1,0,1,2,1,1,1,0,0,1,0,2,0,0,1,2,1,1,1,3,0,3,1,2,0,0,1
7.60E+21,,0,0.416821995,0,0,0,1,0,0,0,0,0,1,2,0,2,2,1,3,0,1,1,2,1,0,0,2,0,1,0,0,0
7.60E+21,,4,4.327142857,4,4,4,3,0,5,3,7,1,5,3,9,5,3,2,3,2,7,4,4,10,8,17,18,15,14,10,14,13
7.60E+21,,1,0.729652986,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,2,3,1,2,1,2,4,2,4,4,1,2
7.60E+21,,0,0.437788082,0,0,1,2,0,1,0,0,0,0,1,2,0,1,0,0,1,1,1,0,1,0,0,0,2,2,0,0,2
7.60E+21,,2,1.643928571,2,2,2,0,3,1,1,1,4,2,2,2,3,3,3,1,6,2,1,6,4,4,1,3,2,1,4,8,3
7.60E+21,,1,1.028051796,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,2,3,3,1,6,2,0,5,1,6,4
7.60E+21,,1,0.52126437,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,2,2,0,0,2,1,0,2,1,2
7.60E+21,,1,0.553144428,0,1,1,0,0,1,0,0,2,0,1,0,0,0,1,1,0,0,0,0,2,0,1,0,0,4,0,0,0
7.60E+21,,3,2.752857143,3,2,3,1,3,1,4,4,6,4,1,10,6,5,7,1,6,2,10,3,7,10,9,2,8,9,3,4,8
7.60E+21,,0,0.166880665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,0,0,1
7.60E+21,,0,0.080065537,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7.60E+21,,1,0.866070689,1,1,1,0,1,0,0,1,1,2,2,2,3,1,2,4,2,2,2,3,2,2,3,4,3,5,3,2,3
7.60E+21,,1,0.999370887,1,1,1,3,1,0,1,1,0,3,0,1,0,0,0,1,0,0,1,1,1,4,2,1,4,2,2,3,7
7.60E+21,,1,0.933891626,1,1,1,0,1,1,1,2,0,0,1,0,2,0,1,2,1,2,0,1,0,4,2,3,1,6,4,2,3
7.60E+21,,1,0.575096146,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,3,1,3
7.60E+21,,1,0.786333522,1,1,1,0,0,0,1,3,1,0,1,0,1,3,0,0,1,2,0,0,1,1,0,1,2,0,2,1,1
7.60E+21,,1,1.019551908,1,1,1,2,4,1,1,0,2,3,0,1,3,1,0,0,2,1,1,1,1,4,0,2,2,1,4,2,5
7.60E+21,,1,0.647678101,0,1,1,2,0,0,1,0,2,0,1,0,1,2,0,1,0,0,2,1,1,2,3,1,3,3,2,1,2
7.60E+21,,1,0.828409305,1,1,1,0,1,1,2,2,0,1,1,0,1,2,3,2,0,2,1,4,2,5,4,1,2,1,2,4,2
7.60E+21,,1,1.144387755,1,2,2,2,1,0,4,0,2,1,5,1,1,0,1,3,2,4,2,4,2,0,2,3,3,3,8,0,2
7.60E+21,,1,0.892905128,1,1,1,0,0,1,0,0,2,0,2,2,1,0,1,0,1,3,3,1,4,0,4,2,4,1,5,2,3
7.60E+21,,1,0.70136494,1,1,1,1,0,1,1,2,1,1,0,0,1,0,0,1,1,0,0,1,0,3,0,2,3,1,2,1,1
7.60E+21,,1,1.121298701,1,1,1,3,1,1,2,2,1,2,0,1,0,1,2,0,0,1,0,2,1,2,1,3,4,4,2,1,4
7.60E+21,,1,0.578922454,1,1,1,2,0,0,0,1,0,0,0,1,1,0,3,0,2,0,0,2,0,1,0,1,0,1,7,0,0
7.60E+21,,1,0.606300436,1,1,1,0,2,2,2,0,0,0,1,0,0,0,0,4,1,2,1,2,2,3,0,2,2,2,0,2,0
7.60E+21,,0,0.202863593,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,1,0,0,1,0
7.60E+21,,0,0.159955942,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,3,1,3,0
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.35426291,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,2,0,1,0,1,0,1,1,0,0,1,2,1,1
7.60E+21,,1,0.738163015,1,0,1,0,0,0,1,0,0,3,0,0,0,1,1,1,1,0,1,1,1,3,0,2,3,2,1,5,0
7.60E+21,,1,0.589912259,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1,4,4,1,1
7.60E+21,,0,0.489246326,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,2,1,2,2,2,1,1,4,1
7.60E+21,,5,5.471428571,6,6,6,9,6,11,2,1,3,7,2,5,5,2,2,10,6,5,8,5,11,11,7,17,5,17,6,16,19
7.60E+21,,7,7.26,8,8,8,9,13,13,22,17,19,16,7,17,22,14,26,22,16,16,16,20,22,17,13,17,12,15,10,11,11
7.60E+21,,0,0.282285372,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,3,1,0,1,2,1,1,2,2,1,2,0
7.60E+21,,1,0.687244614,1,1,1,1,1,0,2,0,0,1,1,1,0,2,1,0,2,3,0,0,1,5,4,3,2,1,2,3,1
7.60E+21,,1,0.861598608,1,1,1,0,1,2,0,1,0,2,2,0,0,0,0,0,1,0,0,0,1,4,3,4,3,0,1,3,1
7.60E+21,,3,2.887142857,3,4,3,5,6,2,5,1,2,5,2,2,0,5,2,1,8,10,2,8,5,8,6,4,3,2,4,6,7
7.60E+21,,0,0.098206564,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
7.60E+21,,9,9.271428571,10,9,9,6,5,12,4,16,10,7,10,15,16,14,9,13,10,20,14,20,18,21,16,20,27,26,26,28,27
7.60E+21,,1,0.503442435,1,1,0,0,0,0,1,1,1,0,1,2,0,1,0,0,0,2,1,0,3,2,2,0,1,0,2,1,0
7.60E+21,,2,1.97,2,2,2,2,4,2,4,2,5,3,3,1,5,8,4,2,4,4,3,2,3,3,0,6,5,3,9,3,4
7.60E+21,,0,0.0803661,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
7.60E+21,,1,0.868406957,1,1,1,2,0,0,1,0,1,4,1,2,0,2,3,1,0,1,2,1,2,0,3,1,2,1,1,2,2
7.60E+21,,2,2.1,2,3,3,4,5,7,4,9,2,3,2,6,7,2,6,4,5,5,4,2,5,2,1,2,4,1,3,1,4
7.60E+21,,1,0.542337845,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,1,1,5,0,1,0,0
7.60E+21,,1,0.729840541,1,1,1,0,0,0,0,1,0,1,0,1,3,0,1,0,3,0,2,1,3,0,5,1,0,0,3,2,3
7.60E+21,,0,0.442160533,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,4,1,0,1,2,0,2,1,1,1
7.60E+21,,3,2.838571429,3,4,3,3,6,3,3,6,5,3,4,6,8,4,6,12,7,8,6,6,3,7,5,13,8,6,3,4,4
7.60E+21,,0,0.36680335,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,0,0,1,1,0,1,1,1,0,0,3,0,2,1
7.60E+21,,2,2.241490683,2,2,3,4,4,3,3,0,2,7,4,1,4,1,3,4,1,2,0,1,5,3,2,7,4,5,8,6,4
7.60E+21,,1,0.596432073,0,1,1,2,0,2,0,1,1,0,1,0,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1
7.60E+21,,1,0.537683281,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,3,0,2,0,1,4,0,4
7.60E+21,,1,0.503159348,1,1,1,0,1,0,0,1,0,2,1,3,0,0,0,3,1,1,0,1,0,0,1,0,0,1,1,2,0
7.60E+21,,1,0.644642372,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,1,1,2,1,1,2,1,2,2,1,2,3,3,0
7.60E+21,,1,0.51343825,0,0,1,0,0,2,0,0,0,2,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2,1,0,0
7.60E+21,,0,0.146767401,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,1,1,0,1,1
7.60E+21,,0,0.369581875,1,1,0,0,1,1,0,2,0,0,0,0,0,1,1,0,0,1,0,1,0,0,2,0,1,0,0,0,2
7.60E+21,,1,0.559417792,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,2,2,1,0,1,0,6,2,3,1,2,2
7.60E+21,,1,0.99928313,1,1,1,0,0,2,0,1,2,0,2,0,0,1,1,2,2,1,2,2,2,1,4,0,4,0,4,2,1
7.60E+21,,2,2,2,2,2,4,0,1,2,3,4,3,0,4,2,2,4,3,3,1,1,5,0,5,0,5,4,3,2,4,2
7.60E+21,,0,0.134046711,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1
7.60E+21,,2,1.935776398,2,2,2,2,2,2,2,2,3,3,1,4,4,3,2,3,3,3,4,5,3,5,5,2,9,2,10,2,7
7.60E+21,,0,0.239749407,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,2,1,1,0
7.60E+21,,0,0.086531997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
7.60E+21,,2,1.78,2,2,2,1,5,3,2,3,2,4,3,2,4,4,5,2,6,3,8,5,6,5,5,2,2,1,1,3,6
7.60E+21,,5,4.545714286,5,5,5,5,6,6,8,7,6,2,9,9,5,11,4,5,8,8,4,5,13,9,7,11,6,13,9,10,7
7.60E+21,,0,0.041312138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,1,1.063385893,1,1,1,0,0,0,1,3,3,1,1,1,1,1,3,0,1,1,2,3,2,2,1,3,5,2,2,1,1
7.60E+21,,0,0.081650122,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,1,0
7.60E+21,,3,3.278571429,3,3,4,5,3,6,2,6,8,3,3,5,3,5,2,4,6,3,6,4,3,5,5,4,6,6,5,5,7
7.60E+21,,1,1.100733954,1,1,2,2,1,2,0,3,3,0,3,0,1,2,1,2,0,4,5,2,4,1,4,4,3,3,4,1,1
7.60E+21,,0,0.367835199,1,0,0,0,1,0,1,1,0,0,0,0,1,0,2,2,0,1,2,1,1,0,1,2,3,1,1,0,1
