manzanac,,,pred2031,pred2031_dec,ed2,ed3,ed4,ed5,ed6,ed7,ed8,ed9,ed10,ed11,ed12,ed13,ed14,ed15,ed16,ed17,ed18,ed19,ed20,ed21,ed22,ed23,ed24,ed25,ed26,ed27,ed28,ed29,ed30
7.60E+21,,,1,1.067424242,1,2,2,1,1,1,2,2,2,2,2,1,2,0,1,1,4,4,3,0,2,1,1,3,2,0,5,4,4
7.60E+21,,,0,0.283326218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,1,0,0,0,1
7.60E+21,,,0,0.170650546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,2,1,0,0,2
7.60E+21,,,0,0.072769333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
7.60E+21,,,0,0.0092612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7.60E+21,,,1,0.81808242,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,2,0,1,1,1,0,0,2,1,3
7.60E+21,,,0,0.005677665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7.60E+21,,,1,0.571523757,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,2,0,1,0,0,1,0,0,0,0,2
7.60E+21,,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,0,0.168652977,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,2,2,0,0,2,0,1,0,0
7.60E+21,,,1,1.138237477,1,1,1,1,1,1,1,1,1,1,1,1,2,0,3,3,1,4,2,5,1,3,4,2,6,3,3,2,2
7.60E+21,,,2,2.354285714,3,3,3,3,3,3,3,3,4,4,4,5,5,7,12,6,9,6,2,6,11,4,6,12,5,7,2,8,5
7.60E+21,,,1,0.595841595,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,2,2,0,0
7.60E+21,,,0,0.038909183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7.60E+21,,,1,0.791866272,1,1,1,1,1,1,1,2,2,2,2,2,3,3,5,2,2,1,2,3,1,0,2,2,1,2,1,2,3
7.60E+21,,,1,0.636956874,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,1,1,1,0,1,1,0,1,1,2
7.60E+21,,,0,0.01441746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
7.60E+21,,,0,0.140342704,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7.60E+21,,,0,0.124889687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,2,0,1,0,0
7.60E+21,,,1,0.897554226,1,1,1,1,1,1,1,1,2,1,2,2,2,5,1,4,3,3,4,2,3,1,1,1,0,3,2,1,1
7.60E+21,,,1,1.042746145,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,3,1,0,2,0,1,1,2,0,0,3,3,0
7.60E+21,,,0,0.009060169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.60E+21,,,1,1.041938579,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,3,1,3,2,5,2,3,2,0,2,4,3
7.60E+21,,,0,0.1627763,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,2,0,1
7.60E+21,,,0,0.291830281,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,1,0,2,0,0,0
7.60E+21,,,0,0.045070023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7.60E+21,,,1,0.774919461,1,1,1,1,1,1,1,2,1,1,1,1,1,5,3,1,1,1,0,2,0,3,2,1,0,0,0,1,3
7.60E+21,,,1,0.809778556,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,0,2,1,3,1,2,0,3,0,3
7.60E+21,,,1,0.585574715,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,0,3,0,2,1,1,2,0,1,0,0,0,0
7.60E+21,,,1,0.556985738,0,0,0,1,0,0,1,0,0,0,1,0,1,2,0,0,1,0,0,1,2,0,0,1,2,0,2,1,0
7.60E+21,,,1,0.692469974,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,3,0,2,2,4,2,1,1,0
7.60E+21,,,0,0.071852367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1
7.60E+21,,,2,1.544047619,2,2,2,2,2,2,2,2,3,2,2,3,3,1,5,4,1,2,5,1,0,2,3,0,4,3,5,3,7
7.60E+21,,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,1,1.041735036,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,2,0,1,4,2,0,3,1,0
7.60E+21,,,0,0.119031802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
7.60E+21,,,0,0.033669536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
7.60E+21,,,0,0.096053524,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7.60E+21,,,0,0.039849409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
7.60E+21,,,1,1.020472618,1,1,1,1,1,1,1,1,2,1,2,2,2,2,3,2,1,3,4,3,3,2,2,1,4,2,4,3,1
7.60E+21,,,0,0.246672521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7.60E+21,,,1,1.073072562,1,1,1,1,1,1,1,1,2,2,2,2,2,3,2,3,4,1,2,2,3,4,3,5,3,3,2,3,2
7.60E+21,,,1,0.81297775,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,7,1,2,0,2,0,3,1,0,1,0
7.60E+21,,,3,2.595714286,3,3,3,3,3,4,4,4,4,4,5,5,7,9,8,12,5,9,3,4,8,4,6,3,7,8,2,2,3
7.60E+21,,,0,0.05772699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0
7.60E+21,,,1,0.763266376,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,1,1,1,2,0,1,2,1,4,5,1,3,2
7.60E+21,,,0,0.440638149,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,2,1,1,1,0,1,2,1,0,1,1,2
7.60E+21,,,1,0.641904604,1,1,1,1,1,1,1,1,1,1,1,2,2,4,1,0,3,0,0,0,5,1,0,0,2,1,0,2,0
7.60E+21,,,1,0.542001929,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,0,1,1,0,0,2,1,2,0,1
7.60E+21,,,1,0.615454561,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,2,0,0,1,0,3,0,1,2,0,1
7.60E+21,,,0,0.429261841,0,0,0,0,0,1,1,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,2,0,2,1,0,1,1
7.60E+21,,,1,0.801141248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,3,1,1
7.60E+21,,,0,0.446699213,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,2,0,1,0,0,0,1,1,1,2,2,1,0
7.60E+21,,,0,0.003506404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
7.60E+21,,,0,0.255687198,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,2
7.60E+21,,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,0,0.111264093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
7.60E+21,,,1,0.606223899,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,2,0,1,1,0,0,0,0,1,3
7.60E+21,,,1,0.741024671,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,2,0,1,2,3,0,0,3,0,1,2,1,0
7.60E+21,,,0,0.096959978,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1
7.60E+21,,,0,0.048667894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
7.60E+21,,,3,3.004285714,3,3,3,3,4,4,4,4,5,4,5,4,5,6,6,8,4,4,13,5,6,5,4,10,5,8,6,7,9
7.60E+21,,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,0,0.138938156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7.60E+21,,,2,2.461785714,3,2,3,3,3,2,3,3,2,3,3,3,3,1,4,2,1,4,4,9,10,2,4,8,5,10,15,6,8
7.60E+21,,,0,0.171136272,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0
7.60E+21,,,0,0.172223588,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,1,1,0,0,0,2,1
7.60E+21,,,0,0.134405792,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0
7.60E+21,,,1,0.579865564,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,2,1,1,1,0,0,0,0,1,1,2,1,1
7.60E+21,,,1,0.709650519,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,0,0,2,1,1,0,3,4,2,0,3,1,2,2
7.60E+21,,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,0,0.098405414,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
7.60E+21,,,0,0.083352121,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
7.60E+21,,,0,0.103026081,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1
7.60E+21,,,0,0.058018387,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,1
7.60E+21,,,1,1.221632653,1,1,1,2,1,1,2,2,2,2,2,2,2,0,2,2,2,0,5,3,1,2,1,3,5,2,3,4,5
7.60E+21,,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,0,0.136241695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,0
7.60E+21,,,1,1.26,1,2,2,2,2,2,2,3,2,3,3,3,3,3,4,2,6,2,6,2,2,0,3,5,2,1,0,5,2
7.60E+21,,,0,0.26986325,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,3,1,1,0
7.60E+21,,,1,0.935685755,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2,2,1,1,2,3,4,3,2,2,4,1
7.60E+21,,,0,0.054216725,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7.60E+21,,,0,0.029944515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7.60E+21,,,1,1.00322449,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,0,3,2,0,0,2,6,1,2,3,3,1,3
7.60E+21,,,0,0.250387243,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,2,0,0,0,0,1,1,2,0
7.60E+21,,,1,0.881207035,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,3,2,4,2,0,2,1,5,1,4,2,2,0
7.60E+21,,,1,0.677782733,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,2,1,2,2,2,2,3,0,0,0,0,1,2,2
7.60E+21,,,0,0.008885955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
7.60E+21,,,1,1.046946599,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,2,3,1,4,2,0,0,3,2,1,1,1,4
7.60E+21,,,0,0.271940832,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,2,2,0,2,0,0,1
7.60E+21,,,1,0.789598025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,1,0,1,2,1,1,0,1,1,3,2,1
7.60E+21,,,0,0.010106513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
7.60E+21,,,1,0.696249392,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,2,0,3,1,1,1,1,1,1,2,3
7.60E+21,,,0,0.006071913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
7.60E+21,,,0,0.039238016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7.60E+21,,,0,0.476766903,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0
7.60E+21,,,0,0.227006564,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,0
7.60E+21,,,0,0.034229352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,1
7.60E+21,,,0,0.445835621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,1,1,0,1,1,2,0,2
7.60E+21,,,0,0.121929334,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1
7.60E+21,,,0,0.069339956,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
7.60E+21,,,0,0.013116559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7.60E+21,,,6,5.597142857,5,7,5,6,6,6,8,7,6,6,7,6,7,5,12,10,9,10,15,8,10,8,9,18,12,6,12,9,13
7.60E+21,,,0,0.038467305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
7.60E+21,,,3,2.510357143,3,2,2,3,3,3,3,3,3,2,3,3,3,4,1,2,3,4,4,6,4,3,6,3,5,8,7,7,8
7.60E+21,,,0,0.333937886,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,2,1,0
7.60E+21,,,1,0.792827938,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,3,2,0,4,0,0,1,2,1,0,0,2
7.60E+21,,,2,1.762857143,2,2,2,2,2,2,2,3,2,2,2,3,3,3,4,4,5,6,5,5,3,1,8,6,3,4,3,6,5
7.60E+21,,,1,0.543620191,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,2,0,0,1,0,1,0,0,1,3,2
7.60E+21,,,1,0.655771931,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,1,0,2,0,1,0,2,0,1,0,0,0,0
7.60E+21,,,1,0.836370336,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,1,0,0,1,0,0,0,0,0,4,0,3,3,2
7.60E+21,,,1,0.960212292,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,5,2,3,4,1,5,0,6,0,3,1,3,1,3
7.60E+21,,,1,0.751300627,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,2,0,0,2,0,1,1,1,1,1,3,3,2
7.60E+21,,,0,0.435523943,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,3,1,0,1,1,0,0,0,0,0,0
7.60E+21,,,1,0.526345437,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,2,2,0,0,0,2,1,1,0,0,1,0,1,1
7.60E+21,,,1,0.692809166,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,1,1,1,3,1,2,2,2,1,2,2,2
7.60E+21,,,0,0.183948901,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,2,0,0,1,3,0,0,1
7.60E+21,,,1,0.892552348,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,0,0,1,1,0,0,3,0,1,5,1
7.60E+21,,,1,0.760642574,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,3,2,1,4,2,2,2,1,2,2,0,1,4
7.60E+21,,,1,0.685201783,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,2,1,0,1,0,0,1,2,1,1,0,2,5
7.60E+21,,,0,0.094005439,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
7.60E+21,,,0,0.089918721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7.60E+21,,,1,0.730748888,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,3,1,4,2
7.60E+21,,,0,0.121168085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1
7.60E+21,,,1,0.923214286,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,0,0,1,1,0,0,0,0,4,3,3,4,2
7.60E+21,,,0,0.001706451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7.60E+21,,,2,1.943214286,2,2,2,2,2,2,2,2,3,3,3,3,3,2,5,1,4,5,4,7,3,3,4,2,5,6,6,5,4
7.60E+21,,,0,0.001217159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,0,0.104471517,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
7.60E+21,,,0,0.043631408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1
7.60E+21,,,0,0.02321297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
7.60E+21,,,1,0.635960433,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,2,2,1,0,0,1,2,1,0
7.60E+21,,,0,0.479416995,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,2,1,1,2,1,2,2,1,1,1
7.60E+21,,,0,0.008972208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
7.60E+21,,,0,0.141128906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
7.60E+21,,,0,0.483290795,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,2,1,2,0,0,1,0,2,0,0,1,2,2
7.60E+21,,,0,0.397793008,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,2,2,0,1,2,1,1,0,1,1,2
7.60E+21,,,0,0.128305873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
7.60E+21,,,1,0.797983916,1,1,1,1,1,1,1,1,1,0,1,1,1,2,2,1,0,0,1,0,3,1,1,0,1,0,4,2,1
7.60E+21,,,0,0.002504103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7.60E+21,,,2,1.557402597,1,1,1,1,1,2,1,2,1,2,2,2,2,2,3,4,5,2,1,5,1,2,3,6,2,5,3,3,3
7.60E+21,,,0,0.294242107,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,2,0,2,1
7.60E+21,,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,0,0.097461053,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
7.60E+21,,,0,0.139147782,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,1,0,0,0,0,1,1,0
7.60E+21,,,0,0.348727427,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,2,1,2,2,0
7.60E+21,,,0,0.49544322,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,2,0,0,2,2,0,3,0,1
7.60E+21,,,1,0.527112,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,2,3,1,3,1,0,0,0,0,0,1,1
7.60E+21,,,0,0.202192536,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,2,0,1,1,0,0,0,0
7.60E+21,,,1,1.0429742,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,1,1,3,4,3,3,5,1,4,1,4,2,2
7.60E+21,,,0,0.034589798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
7.60E+21,,,0,0.145973988,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,1,1,0,1,0
7.60E+21,,,0,0.06434622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0
7.60E+21,,,0,0.164616748,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,1,0,0,1,0,1,0,0,0,1,0,1
7.60E+21,,,0,0.123668871,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
7.60E+21,,,0,0.227013092,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,2,1,3,0,1
7.60E+21,,,0,0.002953858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7.60E+21,,,0,0.484747668,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,2,1
7.60E+21,,,1,0.5385571,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,0,0,1,1,0,1,0,1,0,1,0,2
7.60E+21,,,0,0.063195702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,2,0,0,0,0
7.60E+21,,,1,0.507288496,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,1,0,0,0,0,0,0,2,1
7.60E+21,,,0,0.031916198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7.60E+21,,,1,0.907032377,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,0,1,2,2,1,1,1,1,1,1,4,2,0,5
7.60E+21,,,1,0.701246066,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,3,1,0,2,4,2,3,1,3,1,2,1,1
7.60E+21,,,0,0.006412433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7.60E+21,,,5,4.597142857,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,4,7,3,6,7,7,3,7,7,7,9,8,7,7
7.60E+21,,,2,1.582653061,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,2,2,1,1,4,2,6,4,7,5,3
7.60E+21,,,5,4.92,5,5,5,5,5,6,6,6,6,6,5,6,6,5,5,9,11,11,8,10,7,8,11,8,8,8,10,6,7
7.60E+21,,,0,0.053605846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
7.60E+21,,,1,0.55271806,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,1,0,2,1,1,1,1,2,0,0,1
7.60E+21,,,1,0.602618007,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,0,1,1,0,0,1,4,0,1,1,1,0,3,0
7.60E+21,,,1,0.542516493,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,0,1,1,1,0,4,1,1,0,2,1,1
7.60E+21,,,1,0.924167971,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,3,0,3,3,1,1,1,1,2,3,3,1,3
7.60E+21,,,0,0.173737262,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
7.60E+21,,,0,0.143937636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
7.60E+21,,,1,0.760866575,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,2,2,0,1,0,2,2,3,0,1,2,0,1
7.60E+21,,,1,0.54167032,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,3,0,2,1,2,0,2,1
7.60E+21,,,2,1.751428571,1,2,2,2,2,2,2,2,2,2,2,3,3,2,5,4,2,5,2,4,3,1,6,6,3,5,3,5,3
7.60E+21,,,1,0.993149146,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,1,3,0,1,3,4,3,3,3,2,2,6,2,4
7.60E+21,,,0,0.400456174,1,0,0,0,1,1,1,1,1,0,0,1,1,0,3,0,0,0,0,1,1,0,1,1,0,2,1,2,1
7.60E+21,,,0,0.498096019,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,3,0,0,0,2
7.60E+21,,,0,0.097453162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
7.60E+21,,,1,0.664105007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,0,0,1,1,1,0,1,3,0,2,2
7.60E+21,,,1,0.802141717,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,0,0,0,0,1,1,1,1,0,2,0,0
