manzanac,,,pred2031,pred2031_dec,ed2,ed3,ed4,ed5,ed6,ed7,ed8,ed9,ed10,ed11,ed12,ed13,ed14,ed15,ed16,ed17,ed18,ed19,ed20,ed21,ed22,ed23,ed24,ed25,ed26,ed27,ed28,ed29,ed30
7.60E+21,,,1,0.504606094,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,0,1,0,0,0,2,2,1,1,1
7.60E+21,,,0,0.094253656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
7.60E+21,,,1,0.915084295,1,1,1,1,2,2,2,2,2,2,2,3,3,2,3,1,5,2,8,2,1,2,3,3,3,2,2,3,3
7.60E+21,,,0,0.268471086,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,2,0,0,0,0,1,1,1,0,0,1,1,2,1
7.60E+21,,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,1,0.691202735,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,0,1,1,1,1,2,0,0,2,0,1,1,0,2
7.60E+21,,,0,0.001217159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,0,0.166640708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
7.60E+21,,,0,0.010723709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0
7.60E+21,,,0,0.373573058,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,2,2,0,1,1,1,1,0
7.60E+21,,,1,0.588355572,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,3,3,3,1,1,1,0,1,1,1
7.60E+21,,,0,0.2505072,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,2,1,1,0,1,1,0
7.60E+21,,,0,0.001843465,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,1,0.765489379,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,0,2,2,4,1,3,1,0,3
7.60E+21,,,0,0.15680738,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,0,0,1,0,1,1,1,0,0
7.60E+21,,,0,0.04864937,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7.60E+21,,,1,0.64994177,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,2,2,3,3,3,2,1,2,1,1,1,1,0,3
7.60E+21,,,0,0.234399303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0
7.60E+21,,,1,0.670915639,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,0,3,2,1,2,0,2,1,0
7.60E+21,,,0,0.234539636,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,2,0,0,0,1,1,0,1
7.60E+21,,,0,0.02869917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0
7.60E+21,,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,1,1.00158517,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,0,2,2,1,1,2,1,1,2,5,3,3
7.60E+21,,,0,0.002042496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,0,0.462328833,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,3,0,2,2,0,1,0,2,1
7.60E+21,,,0,0.392699143,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1
7.60E+21,,,0,0.136233217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1
7.60E+21,,,0,0.238800458,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0
7.60E+21,,,0,0.142077579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,1
7.60E+21,,,0,0.03592126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7.60E+21,,,1,0.78670491,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1,1,1,1,0,1,2,0,3,3
7.60E+21,,,2,1.601614907,2,2,2,2,2,2,2,2,2,2,3,2,2,6,1,0,4,2,3,2,2,3,1,5,3,6,6,5,4
7.60E+21,,,1,0.945369105,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,3,1,2,3,0,2,2,1,5,0,2,2,1
7.60E+21,,,1,1.225276398,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,4,3,3,3,2,2,1,4,4,0,2,4,2
7.60E+21,,,0,0.128305873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
7.60E+21,,,1,0.624450404,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,2,0,1,0,2,0,2,0,1,2,1,1,1
7.60E+21,,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,0,0.294212248,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0
7.60E+21,,,0,0.046045811,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,1,1,0,0,0,0,1
7.60E+21,,,0,0.120170784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
7.60E+21,,,0,0.020609416,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
7.60E+21,,,0,0.221578239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,1,0
7.60E+21,,,0,0.485347092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
7.60E+21,,,1,0.90368511,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,2,2,2,0,5,2,2,1,0
7.60E+21,,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,0,0.011788128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
7.60E+21,,,1,0.805591996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,1,4,0,4,1,1,0,2,2,1
7.60E+21,,,1,0.544033959,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,1,1,2,1,0,1,0,2,0,1
7.60E+21,,,1,0.728849515,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,2,1,1,0,1,7,0,1,2
7.60E+21,,,0,0.243359272,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,2,0,1,1,0,1,2,3
7.60E+21,,,1,0.655715702,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,0,2,1,0,2,2,0,0
7.60E+21,,,1,1.192579365,1,1,1,1,2,2,2,2,2,2,2,2,2,1,3,4,2,2,5,1,2,4,3,3,2,4,0,4,2
7.60E+21,,,0,0.165087478,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,2,2,0,1
7.60E+21,,,0,0.057495391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7.60E+21,,,1,0.726748768,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,0,1,0,0,0,3,2,1,4,2,1,3,5
7.60E+21,,,1,0.508455691,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,2,1,1,0,1,2,0,0,0,0,0,1,0
7.60E+21,,,0,0.373000471,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,1
7.60E+21,,,0,0.267205056,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,2,0,1
7.60E+21,,,4,4.494285714,5,5,5,5,5,5,5,5,5,5,6,5,5,5,3,6,4,6,6,5,3,7,6,7,3,3,11,7,6
7.60E+21,,,0,0.182253268,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,0,1,1,0,1,0,0,0,1,1,0,1
7.60E+21,,,0,0.18856591,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1
7.60E+21,,,1,0.663454903,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,2,0,3,2,1,0,3,0,1,1,0,2
7.60E+21,,,0,0.497638436,1,0,0,1,0,1,1,1,1,1,1,0,1,1,2,0,1,1,0,1,0,1,0,1,3,0,0,0,1
7.60E+21,,,0,0.266986181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0
7.60E+21,,,0,0.31282804,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2,2,1,0,2,2,0,2
7.60E+21,,,0,0.133535174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,1
7.60E+21,,,0,0.024513537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7.60E+21,,,1,0.619222857,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,3,0,0,0,0,0,3,0,0,2,0,1,0
7.60E+21,,,0,0.201431967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,1,1
7.60E+21,,,0,0.001339228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7.60E+21,,,0,0.078129695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
7.60E+21,,,1,0.508310486,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,2,0,0,2,1,0,0,1,0,0,1,2,0,2
7.60E+21,,,1,0.592677172,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,2,0,0,1,2,3,4,1,0,0,1,0,1
7.60E+21,,,0,0.163170276,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
7.60E+21,,,1,0.535559984,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,2,1,0,0,1,2,1,1,0,2,1,1,1
7.60E+21,,,1,0.709867218,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,1,1,1,0,2,0,2,0,0,1,1,0,3
7.60E+21,,,0,0.349586739,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1
7.60E+21,,,1,0.670652314,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,2,0,5,0,0,0,1,5,1,0,0
7.60E+21,,,1,0.717033276,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,2,0,2,1,2,2,0,1,4,2,3
7.60E+21,,,1,0.897616316,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,2,1,4,0,1,2,0
7.60E+21,,,0,0.040948327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1
7.60E+21,,,0,0.164120445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0
7.60E+21,,,2,1.5475,1,2,2,2,2,2,2,2,3,2,3,3,2,2,1,4,2,6,4,2,4,3,5,4,4,3,1,4,4
7.60E+21,,,0,0.442657861,1,0,0,1,1,1,1,0,0,1,1,0,1,3,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0
7.60E+21,,,0,0.031916198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7.60E+21,,,1,1.31608252,1,1,1,1,1,1,1,1,2,2,2,2,2,1,3,2,5,1,2,1,3,4,3,4,7,1,2,1,5
7.60E+21,,,0,0.107301828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1
7.60E+21,,,0,0.003087607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
7.60E+21,,,1,0.577348036,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,2,0,0,1,0,2,2,0,1,0
7.60E+21,,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,0,0.001124683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,5,4.732857143,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,4,11,6,4,5,6,7,4,10,13,6,11
7.60E+21,,,0,0.154325961,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,2,0,0,0,3,1,0,2,0,0,0
7.60E+21,,,9,8.571428571,9,9,11,11,11,12,11,12,12,11,11,12,12,11,16,17,13,13,11,16,12,14,14,14,20,15,14,16,13
7.60E+21,,,0,0.137317038,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0
7.60E+21,,,0,0.001217159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,0,0.49749883,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,2,0,0,0,1,2,0,2,0,0,0,2,1
7.60E+21,,,0,0.0307523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0
7.60E+21,,,5,4.924285714,5,5,5,5,5,5,6,6,5,6,6,6,7,10,10,8,9,6,7,9,7,6,10,9,11,9,8,13,9
7.60E+21,,,1,0.505081926,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,2,2,1,1,0,1,1,1,0,1,0,0,0
7.60E+21,,,2,1.925714286,2,2,2,2,2,2,2,2,2,3,3,2,3,5,2,1,1,4,3,4,1,7,6,3,5,3,2,4,7
7.60E+21,,,1,0.77472417,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,4,0,2,5,1,2,0,0,1,1,1,1,2,0
7.60E+21,,,0,0.156179923,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,2,0,0,1,1,0,0,0,0,1,0
7.60E+21,,,1,0.503167345,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,2,1,1,1,0,0,1,0,2,0,0,1,2,1
7.60E+21,,,0,0.239141043,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,2,2,1,3,0,1,1
7.60E+21,,,3,2.684285714,2,3,3,3,4,4,4,4,4,4,4,4,4,3,0,5,3,7,1,5,3,9,5,3,2,3,2,7,4
7.60E+21,,,1,0.635450718,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,2,3
7.60E+21,,,0,0.238739875,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,1,2,0,1,0,0,1,1,1
7.60E+21,,,1,0.918663789,1,1,1,1,1,2,2,1,1,2,2,2,2,0,3,1,1,1,4,2,2,2,3,3,3,1,6,2,1
7.60E+21,,,1,0.653330141,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,2
7.60E+21,,,0,0.479550716,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1
7.60E+21,,,0,0.193399445,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,2,0,1,0,0,0,1,1,0,0,0
7.60E+21,,,2,2.181428571,2,2,3,2,2,2,3,2,3,3,3,2,3,1,3,1,4,4,6,4,1,10,6,5,7,1,6,2,10
7.60E+21,,,0,0.031916198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7.60E+21,,,0,0.096132456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
7.60E+21,,,1,0.705525751,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,2,2,2,3,1,2,4,2,2,2
7.60E+21,,,1,0.579499711,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,1,1,0,3,0,1,0,0,0,1,0,0,1
7.60E+21,,,1,0.702141486,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,0,0,1,0,2,0,1,2,1,2,0
7.60E+21,,,0,0.071782424,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
7.60E+21,,,1,0.710173096,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,3,1,0,1,0,1,3,0,0,1,2,0
7.60E+21,,,1,0.774401875,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,0,2,3,0,1,3,1,0,0,2,1,1
7.60E+21,,,1,0.642590573,1,1,1,1,1,1,1,1,1,1,0,1,1,2,0,0,1,0,2,0,1,0,1,2,0,1,0,0,2
7.60E+21,,,1,0.651381756,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,2,0,1,1,0,1,2,3,2,0,2,1
7.60E+21,,,1,0.960520589,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,0,4,0,2,1,5,1,1,0,1,3,2,4,2
7.60E+21,,,1,0.633841837,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,2,0,2,2,1,0,1,0,1,3,3
7.60E+21,,,1,0.599011891,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,1,0,0,1,0,0,1,1,0,0
7.60E+21,,,1,0.624827489,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,2,0,1,0,1,2,0,0,1,0
7.60E+21,,,1,0.799144395,1,1,1,1,1,1,0,1,1,1,1,1,1,2,0,0,0,1,0,0,0,1,1,0,3,0,2,0,0
7.60E+21,,,1,0.588235068,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,0,0,0,1,0,0,0,0,4,1,2,1
7.60E+21,,,0,0.020680651,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7.60E+21,,,0,0.022247559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7.60E+21,,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,0,0.181560622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,2,0,1,0
7.60E+21,,,0,0.195037456,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,3,0,0,0,1,1,1,1,0,1
7.60E+21,,,0,0.257297228,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1
7.60E+21,,,0,0.047926488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1
7.60E+21,,,4,4.402857143,5,5,5,5,5,5,6,5,7,5,6,6,6,9,6,11,2,1,3,7,2,5,5,2,2,10,6,5,8
7.60E+21,,,8,8.211428571,8,8,9,9,8,8,9,7,8,7,8,8,8,9,13,13,22,17,19,16,7,17,22,14,26,22,16,16,16
7.60E+21,,,0,0.383279392,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,3,1
7.60E+21,,,1,0.695248352,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,0,1,1,1,0,2,1,0,2,3,0
7.60E+21,,,0,0.470605231,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,0,1,0,2,2,0,0,0,0,0,1,0,0
7.60E+21,,,2,1.837142857,2,2,2,2,2,3,2,3,3,3,3,4,3,5,6,2,5,1,2,5,2,2,0,5,2,1,8,10,2
7.60E+21,,,0,0.215417244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7.60E+21,,,9,8.604285714,10,8,10,10,10,9,10,10,10,9,10,9,9,6,5,12,4,16,10,7,10,15,16,14,9,13,10,20,14
7.60E+21,,,0,0.377966284,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,2,0,1,0,0,0,2,1
7.60E+21,,,1,1.344347826,1,1,2,1,2,2,2,2,2,2,2,2,2,2,4,2,4,2,5,3,3,1,5,8,4,2,4,4,3
7.60E+21,,,0,0.02655502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
7.60E+21,,,1,0.747195138,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,1,0,1,4,1,2,0,2,3,1,0,1,2
7.60E+21,,,2,1.843809524,2,2,2,2,2,2,2,2,2,2,2,3,3,4,5,7,4,9,2,3,2,6,7,2,6,4,5,5,4
7.60E+21,,,0,0.072490556,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
7.60E+21,,,1,0.680220484,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,3,0,1,0,3,0,2
7.60E+21,,,0,0.093478272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0
7.60E+21,,,2,2.170357143,3,2,3,3,3,3,3,3,3,3,3,4,3,3,6,3,3,6,5,3,4,6,8,4,6,12,7,8,6
7.60E+21,,,0,0.159597857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,0,0,1,1
7.60E+21,,,1,1.35747449,1,1,1,1,2,2,2,2,2,2,2,2,3,4,4,3,3,0,2,7,4,1,4,1,3,4,1,2,0
7.60E+21,,,0,0.441616263,0,0,0,1,1,1,1,0,1,1,0,1,1,2,0,2,0,1,1,0,1,0,3,0,0,0,1,0,0
7.60E+21,,,0,0.466426113,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1
7.60E+21,,,0,0.201853447,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,2,1,3,0,0,0,3,1,1,0
7.60E+21,,,0,0.111025408,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,1,1,2,1
7.60E+21,,,0,0.17887115,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,2,1,1,0,0,0,1,0,0,0
7.60E+21,,,0,0.086157242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7.60E+21,,,0,0.218309686,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,2,0,0,0,0,0,1,1,0,0,1,0
7.60E+21,,,1,0.570986395,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,2,2
7.60E+21,,,1,0.583655297,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,1,2,0,2,0,0,1,1,2,2,1,2
7.60E+21,,,1,1.088888889,1,1,1,1,1,1,1,1,2,2,2,2,2,4,0,1,2,3,4,3,0,4,2,2,4,3,3,1,1
7.60E+21,,,0,0.15389204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0
7.60E+21,,,1,0.862054449,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,4,4,3,2,3,3,3,4
7.60E+21,,,0,0.04466049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0
7.60E+21,,,0,0.246672521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7.60E+21,,,2,2.017000887,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,3,2,3,2,4,3,2,4,4,5,2,6,3,8
7.60E+21,,,4,4.187142857,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,8,7,6,2,9,9,5,11,4,5,8,8,4
7.60E+21,,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,1,0.778584727,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,3,1,1,1,1,1,3,0,1,1,2
7.60E+21,,,0,0.029893736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
7.60E+21,,,2,1.801428571,2,2,2,2,3,2,3,3,3,3,3,3,4,5,3,6,2,6,8,3,3,5,3,5,2,4,6,3,6
7.60E+21,,,1,0.827376079,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,0,3,3,0,3,0,1,2,1,2,0,4,5
7.60E+21,,,0,0.342053886,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,2,2,0,1,2
7.60E+21,,,1,0.81715323,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,3,1,1,2,4,3,2,1,0,2,4,2,0
7.60E+21,,,0,0.084581818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,2,0,0,0
7.60E+21,,,1,0.695399852,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,0,0,2,0,1,1,0,3,0,1,0,0
7.60E+21,,,0,0.283769159,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,3,1,1
7.60E+21,,,3,2.52,3,2,2,3,3,3,3,3,3,3,3,3,4,5,6,2,5,5,3,6,7,6,3,5,8,4,5,2,8
