manzanac,rte,pred2023,pred2023_dec,ed2,ed3,ed4,ed5,ed6,ed7,ed8,ed9,ed10,ed11,ed12,ed13,ed14,ed15,ed16,ed17,ed18,ed19,ed20,ed21,ed22,ed23,ed24,ed25,ed26,ed27,ed28,ed29,ed30
7.60E+21,,0,0.378946794,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,2,1,1,0,1,2,1,3,3
7.60E+21,,1,0.749375,1,1,1,1,1,1,0,0,2,1,0,0,0,1,1,0,0,0,0,1,0,2,0,2,3,3,3,5,4
7.60E+21,,2,1.748095238,2,2,2,2,3,2,4,8,4,5,3,1,2,6,3,2,0,2,5,3,3,3,3,3,1,3,5,2,4
7.60E+21,,2,2.171428571,2,2,3,2,3,4,1,2,3,4,3,4,5,5,5,6,4,7,4,6,4,1,6,2,4,4,4,6,4
7.60E+21,,1,0.938873299,1,1,1,1,1,0,2,0,0,4,0,1,0,1,1,3,1,2,0,3,2,1,0,3,3,1,2,2,4
7.60E+21,,0,0.447295545,0,0,0,0,1,0,2,1,0,2,0,1,0,0,1,0,1,1,0,1,1,1,2,1,1,3,0,0,1
7.60E+21,,0,0.085172361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,2,0
7.60E+21,,1,1.152857143,1,1,1,1,1,4,0,0,1,1,2,1,1,1,3,3,4,2,2,2,2,3,0,3,1,4,4,4,6
7.60E+21,,0,0.461351698,0,0,0,0,0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1
7.60E+21,,0,0.298189845,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1
7.60E+21,,3,2.831428571,3,3,3,3,4,2,4,6,2,7,6,4,8,7,5,5,6,5,6,6,5,9,5,5,6,7,5,7,6
7.60E+21,,1,0.773078203,1,1,1,1,1,0,1,0,3,0,2,2,2,1,1,1,0,2,1,1,2,1,2,1,3,1,4,2,2
7.60E+21,,0,0.06818774,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
7.60E+21,,0,0.060225165,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0
7.60E+21,,2,2.347142857,2,3,3,3,3,4,4,4,1,5,6,6,4,7,5,4,4,8,4,1,3,5,4,6,4,5,7,7,3
7.60E+21,,0,0.146564492,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.121963714,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,1,1,0
7.60E+21,,1,0.951776158,1,1,1,1,1,0,1,3,3,1,1,2,1,0,1,1,2,2,1,2,4,0,2,2,2,1,3,3,4
7.60E+21,,0,0.057204817,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1
7.60E+21,,0,0.17922106,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,2,1,0,0,0,0,2
7.60E+21,,0,0.269272351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
7.60E+21,,1,0.582184081,1,1,1,1,0,0,1,0,2,1,0,0,1,1,1,1,2,0,0,0,1,1,1,1,1,0,1,1,2
7.60E+21,,1,0.844208633,1,1,1,1,1,1,1,1,0,3,0,1,1,0,2,0,1,2,1,1,1,2,0,1,0,0,2,3,2
7.60E+21,,1,1.029285714,1,1,1,1,1,4,1,2,1,2,2,1,2,0,1,0,2,2,0,3,0,1,1,2,4,1,2,2,2
7.60E+21,,6,6.481428571,6,7,8,10,11,15,17,14,16,11,6,7,13,14,15,13,10,9,10,6,12,11,8,3,11,4,8,4,10
7.60E+21,,0,0.4302491,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,2,1,0,0
7.60E+21,,2,1.925867347,2,2,2,2,2,3,5,1,2,0,1,1,0,4,2,1,4,4,1,1,3,6,7,3,7,6,3,4,5
7.60E+21,,1,1.378571429,2,2,2,2,2,2,2,2,2,6,3,2,3,0,6,2,5,2,0,2,1,3,2,1,4,6,5,1,4
7.60E+21,,0,0.407986385,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,3,1,1,1,3,3
7.60E+21,,1,1.258666667,1,1,1,1,1,0,2,1,0,1,2,4,0,3,6,0,3,4,4,3,7,2,2,5,5,2,1,3,2
7.60E+21,,0,0.164515403,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
7.60E+21,,0,0.226956144,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,1,2,0
7.60E+21,,0,0.242265419,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,2,3,0,1,1,1,0
7.60E+21,,6,6.082857143,6,5,6,6,7,11,7,10,3,5,9,9,8,12,13,9,13,15,11,12,11,10,14,7,8,7,11,14,15
7.60E+21,,1,0.636828218,1,1,1,0,1,3,1,0,0,1,1,1,0,1,1,1,0,0,1,2,0,1,2,2,0,2,0,1,1
7.60E+21,,1,0.666249484,1,1,1,1,1,0,2,0,1,2,2,1,3,1,1,0,2,0,1,1,1,2,4,2,1,0,0,0,2
7.60E+21,,0,0.339965524,0,0,0,0,1,1,1,0,0,0,0,1,2,1,0,1,0,0,1,2,0,1,1,2,1,1,1,1,0
7.60E+21,,1,0.704933532,1,1,1,0,1,2,1,0,2,0,0,0,0,0,2,1,1,1,0,1,0,0,0,1,1,3,1,2,2
7.60E+21,,0,0.3559703,1,0,1,1,1,1,0,1,0,0,1,1,2,0,1,0,3,2,3,1,0,3,2,1,1,2,1,0,0
7.60E+21,,1,0.606411417,0,1,1,1,0,0,0,0,0,1,0,2,0,1,1,2,1,0,1,0,4,0,2,1,3,2,0,0,0
7.60E+21,,1,0.855839286,1,1,1,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,4,2
7.60E+21,,2,1.55,1,2,2,2,2,1,4,4,3,4,2,3,3,1,1,3,3,6,1,4,3,3,3,4,1,0,1,2,2
7.60E+21,,0,0.407466389,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,2,0,0,2,0,0,1,0,1,3,1,1
7.60E+21,,1,1.00667294,1,1,1,1,1,0,1,1,1,0,2,2,5,1,2,4,2,0,2,1,4,1,1,1,3,4,4,1,1
7.60E+21,,1,0.587683846,1,0,1,1,1,1,2,1,0,2,0,1,1,0,1,0,0,1,2,1,2,1,1,1,1,2,0,1,2
7.60E+21,,0,0.022247559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7.60E+21,,1,1.351428571,1,1,1,2,2,3,3,2,0,3,1,0,1,0,4,2,0,3,0,0,0,1,1,0,6,2,3,4,3
7.60E+21,,2,1.96,2,2,2,3,2,1,2,3,3,6,4,0,5,1,4,6,3,6,6,2,8,8,1,4,3,4,4,1,7
7.60E+21,,0,0.277610227,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,1
7.60E+21,,1,0.516020864,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2,1,2,1,0,1,2,0,4,3,0,0,0,0,0
7.60E+21,,0,0.118238279,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,3,1,1,0,1,0,1
7.60E+21,,1,0.813393562,1,1,1,0,0,0,1,0,0,2,0,0,0,0,0,1,4,0,0,0,1,0,3,2,1,1,0,4,2
7.60E+21,,0,0.236203372,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,2,1,0,0,3
7.60E+21,,0,0.330635107,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,2,1,3,0,1,0,0,1,0,2,0
7.60E+21,,0,0.391151098,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,4,0,0,0,2
7.60E+21,,0,0.033964331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,1
7.60E+21,,1,0.810664732,1,1,1,1,1,0,2,0,2,1,0,1,2,1,0,1,3,3,0,2,2,0,1,3,2,1,2,3,1
7.60E+21,,0,0.398187104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,3,0
7.60E+21,,0,0.166838929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,3,0
7.60E+21,,1,1.13027551,1,1,1,1,1,2,1,0,3,1,0,1,1,2,1,2,0,0,0,7,1,2,4,2,3,2,4,1,3
7.60E+21,,0,0.426442261,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,2,1,1,1,1,1,0,0,4
7.60E+21,,0,0.260145889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,2,0,1,4,1,2,1,1
7.60E+21,,1,0.561736893,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,2,4,3,3,4,1
7.60E+21,,1,0.936130203,1,1,1,1,1,1,3,2,0,0,2,1,1,0,2,1,3,0,1,1,0,0,0,3,1,0,2,3,3
7.60E+21,,0,0.352989763,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,0,2,2,0,1,0,2,1,2,1,2,0,1,0
7.60E+21,,1,1.314285714,1,2,1,1,1,2,0,2,0,3,2,2,1,1,2,2,1,3,3,0,4,4,2,10,1,8,4,4,1
7.60E+21,,2,1.844285714,2,2,2,2,2,5,3,3,7,0,3,3,4,3,4,3,3,5,1,3,3,4,5,0,2,2,8,6,1
7.60E+21,,4,4.25,4,4,5,4,5,4,5,9,8,5,5,9,3,7,3,11,5,5,9,3,12,1,5,7,7,5,5,9,12
7.60E+21,,0,0.19742669,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,2,1,0
7.60E+21,,0,0.422922684,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,2,2,0,1,2,0,0,1,0,0,2,2,2,1
7.60E+21,,1,0.578480144,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,2,3,0,2,4,2,5,0,0,1,1
7.60E+21,,1,0.706521542,1,1,1,1,1,0,0,1,0,1,0,0,2,2,0,2,0,0,1,1,3,0,2,2,0,5,7,1,1
7.60E+21,,1,1.007908514,1,1,1,1,1,0,1,3,1,2,1,2,0,0,1,1,1,1,2,1,1,4,1,1,4,2,3,2,2
7.60E+21,,1,0.762159124,1,1,1,1,1,1,1,0,1,1,2,0,1,2,2,0,1,1,2,1,2,3,1,1,3,0,2,0,3
7.60E+21,,0,0.391539328,0,0,1,1,0,0,1,0,0,2,0,1,2,0,1,1,2,0,0,3,0,0,0,0,1,0,0,0,0
7.60E+21,,1,0.712561553,0,1,1,0,0,0,1,1,2,0,0,0,2,0,0,0,1,0,1,1,0,1,0,1,1,2,0,1,1
7.60E+21,,0,0.060318414,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7.60E+21,,1,0.532606528,0,1,1,1,1,1,0,0,1,1,0,2,1,0,0,2,1,5,1,0,3,1,0,1,0,0,1,0,0
7.60E+21,,1,0.674049402,0,1,1,1,1,0,0,1,0,0,1,1,2,1,3,0,1,1,1,0,3,1,1,0,0,2,1,1,2
7.60E+21,,0,0.402930649,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
7.60E+21,,1,0.659719733,1,1,1,1,1,1,1,0,3,0,0,3,1,1,0,2,0,0,1,1,1,3,3,1,2,2,1,1,5
7.60E+21,,2,1.772857143,2,2,2,2,2,0,1,1,4,2,0,0,1,2,5,4,4,4,2,3,6,2,7,1,10,4,2,5,6
7.60E+21,,0,0.024051395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7.60E+21,,1,0.521580227,1,1,1,1,1,1,0,1,1,1,1,3,0,0,1,1,3,1,2,2,0,1,0,2,2,2,2,0,1
7.60E+21,,0,0.151863398,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,2
7.60E+21,,0,0.453968254,1,1,1,1,1,1,0,0,0,3,0,1,0,0,2,3,0,2,0,1,1,2,1,1,1,2,1,1,4
7.60E+21,,0,0.286242326,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,2
7.60E+21,,1,0.536222977,1,1,1,1,1,0,1,0,0,1,1,0,1,0,2,0,0,3,0,3,1,0,1,0,2,1,4,3,1
7.60E+21,,1,0.676724908,1,1,1,1,1,0,3,1,1,1,0,1,0,2,3,2,1,1,1,1,1,2,1,2,1,3,0,1,1
7.60E+21,,1,0.902191433,1,1,1,1,1,1,1,2,1,0,1,0,1,1,0,2,1,3,2,0,0,5,1,1,1,4,2,2,3
7.60E+21,,1,0.664688229,1,1,1,1,1,0,0,3,3,2,2,2,1,1,0,1,2,1,2,1,1,1,2,2,2,1,0,0,0
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,1,1.001458791,1,1,1,0,1,2,0,0,1,3,0,0,0,2,3,0,1,0,0,1,1,2,1,3,0,2,1,0,2
7.60E+21,,0,0.006213317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
7.60E+21,,1,0.784295089,1,1,0,1,1,2,0,0,0,0,0,1,0,1,2,0,0,1,0,1,4,0,2,2,2,0,1,2,2
7.60E+21,,0,0.464866389,1,1,1,1,1,0,1,1,1,1,2,1,0,0,2,2,0,1,0,0,1,0,1,1,0,3,1,1,0
7.60E+21,,0,0.429047379,1,1,1,1,1,0,0,1,0,1,2,3,0,3,0,2,0,3,1,1,5,1,0,0,2,3,2,1,1
7.60E+21,,1,1.420357143,2,1,2,2,1,2,0,1,0,1,1,4,8,1,1,5,5,2,5,8,2,2,5,2,4,5,2,1,4
7.60E+21,,1,0.725555853,1,1,1,1,1,0,2,0,1,1,3,2,0,0,2,0,0,3,2,1,2,0,1,3,2,2,2,2,4
7.60E+21,,1,0.771780184,1,1,1,1,1,0,1,0,2,0,3,2,0,2,3,0,0,0,1,1,0,0,2,1,0,0,1,2,2
7.60E+21,,6,6.21,6,5,6,7,7,8,10,9,7,8,9,9,6,10,14,8,6,8,4,7,7,7,13,8,9,7,3,7,16
7.60E+21,,1,0.881420722,1,1,1,1,1,0,0,1,1,3,1,0,0,3,6,0,2,0,2,1,1,0,4,2,2,2,2,2,0
7.60E+21,,0,0.496751138,0,1,1,1,1,0,0,1,1,0,1,1,0,5,0,1,2,0,1,0,0,1,0,0,1,0,0,1,1
7.60E+21,,1,1.377891156,2,2,1,2,2,0,3,4,1,4,2,6,2,1,3,2,7,1,2,2,1,10,3,3,3,2,2,1,3
7.60E+21,,0,0.487118907,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,2,3,2,1,0,2,2,2,2,1,2,2,0,0
7.60E+21,,0,0.224318329,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1
7.60E+21,,3,3.167142857,4,3,4,4,4,4,5,2,7,3,11,4,6,3,4,6,5,11,8,4,4,5,6,6,7,5,6,6,7
7.60E+21,,2,1.530062112,1,1,2,2,2,1,2,0,2,3,0,2,4,2,3,5,3,3,2,2,6,2,4,6,4,3,3,7,5
7.60E+21,,1,0.519508218,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,2,2,1,2,1,2,0,1,1,2,1,0,2,5
7.60E+21,,1,0.712058492,1,1,1,1,1,1,1,0,1,1,2,0,0,1,1,0,2,0,1,1,1,1,5,0,2,4,1,1,2
7.60E+21,,2,2.052857143,2,2,2,2,2,4,2,0,5,4,2,2,7,3,6,4,9,2,8,3,7,5,6,2,7,3,3,6,2
7.60E+21,,0,0.124745295,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,1,0,0,0
7.60E+21,,0,0.069776592,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
7.60E+21,,1,0.718731415,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,2,0,1,0,0,0,2,0,2,4,0,2
7.60E+21,,0,0.076394207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,1,0
7.60E+21,,0,0.499046729,0,0,0,0,1,0,0,0,1,0,0,1,0,2,1,0,0,1,1,0,1,0,1,1,1,1,0,3,2
7.60E+21,,7,7.118571429,7,6,7,8,8,8,13,14,17,23,20,11,8,18,11,12,24,8,13,12,8,3,13,7,10,14,14,11,8
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,1,0.970794371,1,1,1,1,1,0,0,0,1,1,2,0,1,1,4,1,0,2,2,1,0,2,0,1,5,3,1,8,0
7.60E+21,,0,0.191656635,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
7.60E+21,,1,0.593971986,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,2,2,1,1,1,0,1,1,2,1,2,1
7.60E+21,,0,0.049131216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,2,0
7.60E+21,,1,0.685394607,1,1,1,1,1,1,2,0,0,2,0,1,0,1,0,2,1,2,1,4,0,1,0,0,1,0,0,1,1
7.60E+21,,0,0.453702381,1,1,1,1,1,0,0,0,3,1,1,0,2,0,0,1,0,0,0,2,1,2,0,2,1,2,0,0,2
7.60E+21,,1,0.646093785,1,1,1,1,1,1,0,0,1,2,0,1,1,1,0,2,2,1,1,1,1,2,1,0,0,2,0,2,2
7.60E+21,,1,0.794238522,1,1,1,1,1,0,1,3,0,2,1,1,2,0,1,0,1,1,2,1,0,3,1,0,3,1,1,0,3
7.60E+21,,0,0.124883078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1
7.60E+21,,0,0.202304909,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7.60E+21,,0,0.126294672,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
7.60E+21,,0,0.236059999,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,2
7.60E+21,,0,0.329972206,1,0,0,0,1,0,0,1,0,2,1,0,0,0,2,0,0,0,1,0,1,0,1,1,0,1,1,0,0
7.60E+21,,6,5.72,6,6,6,7,6,7,9,8,7,7,8,12,5,10,7,7,4,7,9,5,6,6,10,12,6,7,7,5,12
7.60E+21,,5,5.034285714,6,5,6,6,6,8,10,5,14,4,12,14,6,10,14,8,10,11,7,7,13,7,3,8,5,9,5,9,5
7.60E+21,,0,0.015633261,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.124607868,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,2,0,1,0,0,0
7.60E+21,,1,0.760622484,1,1,1,1,1,0,1,0,1,1,3,0,1,0,2,0,1,1,2,4,2,0,1,0,2,4,2,1,2
7.60E+21,,0,0.451043729,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,4,3,1
7.60E+21,,1,0.619315306,1,1,1,1,1,3,1,0,0,1,2,1,1,0,1,3,0,0,0,0,0,1,3,2,2,1,0,0,1
7.60E+21,,1,0.730470921,1,1,1,1,1,0,0,1,1,2,3,1,1,1,1,1,1,1,0,0,3,1,0,1,0,1,3,2,0
7.60E+21,,1,0.913741758,1,1,1,1,1,2,1,0,1,2,0,0,0,1,0,2,0,0,1,2,1,2,1,4,2,4,0,4,1
7.60E+21,,0,0.281866154,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,1,2
7.60E+21,,0,0.150036811,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
7.60E+21,,0,0.439049538,0,0,0,0,1,0,0,2,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,2,1
