manzanac,gbh,pred2022,pred2022_dec,ed2,ed3,ed4,ed5,ed6,ed7,ed8,ed9,ed10,ed11,ed12,ed13,ed14,ed15,ed16,ed17,ed18,ed19,ed20,ed21,ed22,ed23,ed24,ed25,ed26,ed27,ed28,ed29,ed30
7.60E+21,,0,0.430679676,1,1,1,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,1,0,3,0,1,2,0,0,0,2,3
7.60E+21,,1,0.544729051,1,1,1,1,3,0,1,0,1,1,0,2,1,0,0,1,0,0,2,1,1,1,2,1,3,0,1,0,3
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,1,1.133950688,1,1,1,1,1,3,0,1,2,2,0,2,2,1,1,0,1,1,1,1,2,2,2,4,3,9,0,3,2
7.60E+21,,0,0.263890059,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,2,0,1,0,1,1,0,0,1,0,0,1,1
7.60E+21,,2,2.475714286,2,3,3,3,3,6,3,5,4,3,5,2,3,1,4,1,1,1,3,7,2,8,2,3,4,3,4,2,2
7.60E+21,,1,0.747221155,1,1,1,1,1,1,1,0,2,1,1,0,0,2,0,1,0,0,1,0,1,0,2,2,2,1,0,0,2
7.60E+21,,4,3.68,4,4,4,5,8,5,9,9,3,5,8,5,5,0,6,2,4,7,6,3,7,4,3,5,11,7,5,6,4
7.60E+21,,0,0.009060169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.60E+21,,9,9.135714286,10,10,12,12,16,18,9,11,13,17,10,19,19,7,19,16,11,11,21,16,12,17,15,9,17,11,14,21,16
7.60E+21,,1,0.735087885,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,2,0,1,2,2,0,1,3,1,0,4,0
7.60E+21,,1,1.419642857,2,2,1,2,4,0,0,3,4,1,0,1,1,0,3,1,1,5,4,3,3,1,3,1,4,3,5,5,1
7.60E+21,,1,0.637628865,1,1,1,1,0,0,2,0,1,0,0,1,0,1,0,0,0,3,0,1,2,1,0,1,3,0,3,2,1
7.60E+21,,0,0.04391985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7.60E+21,,0,0.081947156,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,1,0.610998829,1,1,1,1,0,0,1,1,0,0,2,0,2,0,0,1,1,2,0,0,0,2,0,2,2,6,2,1,1
7.60E+21,,0,0.362298656,1,0,1,0,0,0,1,0,0,1,0,1,0,0,2,1,0,0,0,1,0,2,2,2,0,3,0,2,2
7.60E+21,,0,0.157152084,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,2,1,1,0,0,1
7.60E+21,,5,5.171428571,5,5,6,7,10,5,4,6,5,7,5,14,7,6,5,7,4,9,12,6,7,11,9,11,7,15,3,13,8
7.60E+21,,0,0.235251203,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,2
7.60E+21,,0,0.478259977,0,0,0,1,0,0,0,0,0,0,1,1,2,1,2,1,0,3,3,4,0,0,1,0,1,0,0,1,0
7.60E+21,,0,0.274163528,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,2,2,1,0,0,1,1,0,1
7.60E+21,,1,0.827550556,1,1,1,1,1,1,0,3,2,0,1,2,3,1,2,2,1,4,3,2,4,2,3,0,3,1,2,3,3
7.60E+21,,1,0.932884354,1,1,1,1,1,1,1,0,2,0,0,1,0,0,0,2,2,1,1,1,2,4,6,2,3,1,3,2,1
7.60E+21,,0,0.245581374,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,2,0,0,1,0,0,2,1
7.60E+21,,2,2.140062112,2,2,3,3,2,3,1,5,2,8,2,1,2,3,3,3,2,2,3,3,2,6,6,4,7,6,5,5,5
7.60E+21,,1,0.537204957,0,0,0,1,1,0,2,0,0,0,0,1,1,1,0,0,1,1,2,1,0,0,1,0,1,1,1,0,1
7.60E+21,,0,0.128101654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7.60E+21,,1,0.759026269,1,1,1,1,1,4,0,1,1,1,1,2,0,0,2,0,1,1,0,2,0,1,1,1,1,0,1,5,2
7.60E+21,,0,0.069450752,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7.60E+21,,0,0.189612924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,3,0,1,2,0,0
7.60E+21,,0,0.261645921,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,1,2,1,2,0
7.60E+21,,1,0.562907748,0,0,1,0,0,0,0,0,2,0,0,0,2,2,0,1,1,1,1,0,0,0,1,3,2,1,2,0,1
7.60E+21,,1,0.547510204,1,1,1,1,0,0,0,1,1,0,3,3,3,1,1,1,0,1,1,1,1,1,0,3,2,2,0,1,2
7.60E+21,,1,0.509960803,1,0,0,0,1,0,0,1,0,0,0,1,0,2,1,1,0,1,1,0,1,3,1,0,2,4,0,1,2
7.60E+21,,0,0.225565962,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7.60E+21,,1,1.072923179,1,1,1,1,1,1,2,1,1,2,1,0,2,2,4,1,3,1,0,3,5,3,4,1,4,3,3,2,4
7.60E+21,,0,0.428037832,1,1,1,1,0,0,0,0,0,0,2,0,0,1,0,1,1,1,0,0,1,0,1,0,3,1,0,2,2
7.60E+21,,0,0.107952521,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
7.60E+21,,1,1.01038961,1,1,1,2,0,0,2,2,3,3,3,2,1,2,1,1,1,1,0,3,2,4,1,4,1,2,1,4,3
7.60E+21,,0,0.092010571,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0
7.60E+21,,1,0.842636839,1,1,1,1,1,1,0,1,2,0,0,0,3,2,1,2,0,2,1,0,1,2,1,2,1,1,1,4,1
7.60E+21,,1,0.517928136,0,0,0,1,0,0,1,0,0,0,2,0,2,0,0,0,1,1,0,1,1,0,3,2,0,3,0,0,0
7.60E+21,,0,0.203383718,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
7.60E+21,,0,0.004134979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7.60E+21,,1,1.075849151,1,1,1,1,2,1,4,1,0,2,2,1,1,2,1,1,2,5,3,3,4,4,1,0,3,3,3,2,2
7.60E+21,,0,0.001527595,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,1,0.665774135,1,1,1,1,0,0,1,0,0,0,0,3,0,2,2,0,1,0,2,1,0,0,1,0,1,0,5,3,0
7.60E+21,,0,0.429147042,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,3,1,1,2,0,1,2,0
7.60E+21,,0,0.412667009,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,3,1,1,1,1,2,2,2
7.60E+21,,1,0.562158548,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,2,0,3,0,0
7.60E+21,,0,0.320661255,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,3,0,2
7.60E+21,,0,0.24735864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
7.60E+21,,1,0.590037095,1,1,1,1,2,0,0,0,0,0,1,1,1,1,0,1,2,0,3,3,1,2,3,1,2,3,8,2,2
7.60E+21,,2,2.0075,2,3,2,2,6,1,0,4,2,3,2,2,3,1,5,3,6,6,5,4,2,7,3,5,4,5,6,5,3
7.60E+21,,1,1.109732886,1,2,1,1,2,2,1,3,1,2,3,0,2,2,1,5,0,2,2,1,3,2,3,1,2,1,4,3,5
7.60E+21,,1,1.423061224,2,2,2,2,2,2,1,4,3,3,3,2,2,1,4,4,0,2,4,2,2,1,4,1,3,3,3,3,7
7.60E+21,,0,0.086585393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,1,0,0
7.60E+21,,1,1.117726715,1,1,1,1,0,1,2,2,0,1,0,2,0,2,0,1,2,1,1,1,3,4,3,1,3,1,1,5,4
7.60E+21,,0,0.014254489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
7.60E+21,,0,0.293286185,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,1,1,3,2,2,1
7.60E+21,,0,0.369657861,1,0,0,0,0,0,0,1,0,2,1,0,0,1,1,0,0,0,0,1,3,0,1,1,0,2,0,1,0
7.60E+21,,0,0.293855642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,0,2,0,1,1,2
7.60E+21,,0,0.379830408,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,2,1
7.60E+21,,0,0.311826272,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,1,0,0,0,2,0,0,2,0,2,0
7.60E+21,,1,0.507874855,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,3,4,3,3,1,2,4,0
7.60E+21,,1,0.581417883,1,1,1,1,1,1,1,2,0,0,0,2,2,2,0,5,2,2,1,0,0,0,1,0,1,1,1,0,1
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.273477427,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,3,0,2,1,0,0
7.60E+21,,1,0.96463043,1,1,1,1,1,1,2,2,0,0,1,4,0,4,1,1,0,2,2,1,3,1,4,3,3,2,2,0,2
7.60E+21,,1,0.581801879,1,1,1,1,1,2,1,1,0,0,1,1,2,1,0,1,0,2,0,1,0,1,1,0,2,4,0,1,0
7.60E+21,,1,0.615922295,1,1,1,1,1,0,0,0,0,1,0,2,1,1,0,1,7,0,1,2,1,1,1,1,2,0,3,2,0
7.60E+21,,0,0.331401922,1,1,1,0,0,1,0,1,0,0,0,0,2,0,1,1,0,1,2,3,1,2,0,1,1,0,5,2,1
7.60E+21,,1,0.895956386,1,1,1,1,1,1,1,1,1,4,1,1,0,2,1,0,2,2,0,0,3,1,0,0,2,1,1,3,3
7.60E+21,,2,1.627261905,2,2,2,2,1,3,4,2,2,5,1,2,4,3,3,2,4,0,4,2,4,5,2,6,2,3,1,5,4
7.60E+21,,0,0.489419701,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,2,2,0,1,1,0,4,1,0,2,1,1,1
7.60E+21,,0,0.300740654,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,2,1,1,3,3,1,3
7.60E+21,,1,1.258664673,1,1,1,1,0,2,2,0,1,0,0,0,3,2,1,4,2,1,3,5,4,4,2,3,2,3,5,1,6
7.60E+21,,1,0.540357769,1,1,1,1,1,0,0,2,1,1,0,1,2,0,0,0,0,0,1,0,2,2,1,0,2,1,1,1,3
7.60E+21,,1,0.523556385,0,1,1,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,4,5,3,2,1
7.60E+21,,0,0.462744074,1,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,2,0,1,0,3,0,2,1,3,2,2,1
7.60E+21,,5,5.25,5,6,5,5,5,3,6,4,6,6,5,3,7,6,7,3,3,11,7,6,8,12,9,10,11,12,9,14,19
7.60E+21,,1,0.564153215,0,0,1,1,0,2,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,2,0,1,0,0,0,2
7.60E+21,,1,0.500448013,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,3,0,2,1,0,3,3,1
7.60E+21,,1,0.72702055,1,1,1,1,0,0,1,0,2,0,3,2,1,0,3,0,1,1,0,2,1,2,2,0,1,1,2,1,3
7.60E+21,,1,0.599800811,1,1,0,1,1,2,0,1,1,0,1,0,1,0,1,3,0,0,0,1,1,0,0,1,1,2,2,1,2
7.60E+21,,0,0.056567648,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,2,1,1,0,0,0,0,0
7.60E+21,,1,0.546649114,0,0,1,1,0,0,0,0,0,1,0,0,2,2,1,0,2,2,0,2,1,1,1,3,0,1,1,1,2
7.60E+21,,0,0.28032869,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,1,0,2,3,1,1,2,0,0,1
7.60E+21,,0,0.115898666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
7.60E+21,,1,0.599850851,1,1,1,1,0,1,0,3,0,0,0,0,0,3,0,0,2,0,1,0,0,1,1,0,1,0,5,2,1
7.60E+21,,0,0.278978004,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,1,1,0,0,1,1,2,0,0,0,1
7.60E+21,,0,0.107054221,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
7.60E+21,,0,0.170231048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,2,0
7.60E+21,,1,0.724891506,1,1,1,1,0,0,2,0,0,2,1,0,0,1,0,0,1,2,0,2,1,0,2,2,1,1,0,3,2
7.60E+21,,1,1.011950591,1,1,1,1,1,3,0,2,0,0,1,2,3,4,1,0,0,1,0,1,1,1,1,3,4,1,1,1,3
7.60E+21,,1,0.587947402,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,2,1,3,1,3
7.60E+21,,1,0.806739935,1,1,1,1,0,1,0,2,1,0,0,1,2,1,1,0,2,1,1,1,4,0,1,2,1,2,3,0,3
7.60E+21,,1,0.74247664,1,1,1,1,3,1,0,1,1,1,0,2,0,2,0,0,1,1,0,3,2,1,1,0,2,7,1,2,1
7.60E+21,,0,0.480116933,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,3,4,3,1
7.60E+21,,1,0.645611144,1,1,1,1,0,1,0,0,0,2,0,5,0,0,0,1,5,1,0,0,2,1,2,1,1,4,1,2,3
7.60E+21,,1,1.049189052,1,1,1,1,1,2,2,0,1,2,0,2,1,2,2,0,1,4,2,3,3,2,1,0,2,3,2,0,2
7.60E+21,,1,0.671254252,1,1,1,1,1,0,0,1,0,1,0,0,1,2,1,4,0,1,2,0,2,2,0,3,2,3,1,3,1
7.60E+21,,0,0.321576715,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,3,0,0
7.60E+21,,0,0.398072224,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,3,2,1,1,0,1,0,2,1
7.60E+21,,3,2.524285714,2,3,3,2,2,1,4,2,6,4,2,4,3,5,4,4,3,1,4,4,3,6,9,9,7,6,4,6,5
7.60E+21,,0,0.343846344,1,1,0,1,3,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,2,1,1,2,0,1,0,0
7.60E+21,,0,0.027111912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
7.60E+21,,2,1.771428571,2,2,2,2,1,3,2,5,1,2,1,3,4,3,4,7,1,2,1,5,1,3,4,3,2,4,1,5,3
7.60E+21,,0,0.223914595,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,2,1,1,0,0,0,0
7.60E+21,,0,0.25669724,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
7.60E+21,,1,0.819181534,1,1,1,1,0,1,0,0,0,0,2,0,0,1,0,2,2,0,1,0,1,1,0,3,1,4,3,6,0
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.030304165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
7.60E+21,,0,0.05849827,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
7.60E+21,,5,5.314285714,5,5,5,5,5,5,4,2,4,11,6,4,5,6,7,4,10,13,6,11,9,9,12,13,12,15,13,13,14
7.60E+21,,1,0.508752293,1,0,0,1,0,1,1,1,0,2,0,0,0,3,1,0,2,0,0,0,0,0,0,1,0,0,1,2,1
7.60E+21,,12,11.72857143,11,11,12,12,11,16,17,13,13,11,16,12,14,14,14,20,15,14,16,13,18,23,20,30,21,30,29,24,31
7.60E+21,,0,0.349170211,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,1,0,3,1,0
7.60E+21,,0,0.291153714,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1
7.60E+21,,1,0.698331382,1,1,1,1,0,1,0,2,0,0,0,1,2,0,2,0,0,0,2,1,0,1,1,3,1,0,3,4,0
7.60E+21,,0,0.398648937,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
7.60E+21,,5,5.187142857,6,6,6,7,10,10,8,9,6,7,9,7,6,10,9,11,9,8,13,9,11,5,8,13,9,11,15,13,6
7.60E+21,,1,0.998264239,1,1,1,1,0,1,2,2,2,1,1,0,1,1,1,0,1,0,0,0,1,0,7,2,1,3,0,0,3
7.60E+21,,2,2.411428571,3,3,2,3,5,2,1,1,4,3,4,1,7,6,3,5,3,2,4,7,9,8,6,3,7,5,5,4,2
7.60E+21,,2,1.731428571,2,2,2,2,1,1,4,0,2,5,1,2,0,0,1,1,1,1,2,0,0,2,4,4,6,4,1,3,2
7.60E+21,,0,0.402547167,0,1,1,0,1,0,0,0,2,2,0,0,1,1,0,0,0,0,1,0,0,0,2,1,0,0,1,0,1
7.60E+21,,1,0.638339489,1,1,0,1,0,1,2,1,1,1,0,0,1,0,2,0,0,1,2,1,1,1,3,0,3,1,2,0,0
7.60E+21,,0,0.396685597,0,0,0,0,1,0,0,0,0,0,1,2,0,2,2,1,3,0,1,1,2,1,0,0,2,0,1,0,0
7.60E+21,,4,3.628571429,4,4,4,4,3,0,5,3,7,1,5,3,9,5,3,2,3,2,7,4,4,10,8,17,18,15,14,10,14
7.60E+21,,1,0.810217301,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,2,3,1,2,1,2,4,2,4,4,1
7.60E+21,,0,0.46790713,0,0,0,1,2,0,1,0,0,0,0,1,2,0,1,0,0,1,1,1,0,1,0,0,0,2,2,0,0
7.60E+21,,1,1.496214286,2,2,2,2,0,3,1,1,1,4,2,2,2,3,3,3,1,6,2,1,6,4,4,1,3,2,1,4,8
7.60E+21,,1,0.875791252,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,2,3,3,1,6,2,0,5,1,6
7.60E+21,,0,0.407077225,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,2,2,0,0,2,1,0,2,1
7.60E+21,,1,0.51498478,1,0,1,1,0,0,1,0,0,2,0,1,0,0,0,1,1,0,0,0,0,2,0,1,0,0,4,0,0
7.60E+21,,3,2.547142857,3,3,2,3,1,3,1,4,4,6,4,1,10,6,5,7,1,6,2,10,3,7,10,9,2,8,9,3,4
7.60E+21,,0,0.079928756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,0,0
7.60E+21,,0,0.035476461,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
7.60E+21,,1,0.972335003,1,1,1,1,0,1,0,0,1,1,2,2,2,3,1,2,4,2,2,2,3,2,2,3,4,3,5,3,2
7.60E+21,,1,0.720568878,1,1,1,1,3,1,0,1,1,0,3,0,1,0,0,0,1,0,0,1,1,1,4,2,1,4,2,2,3
7.60E+21,,1,1.062980971,1,1,1,1,0,1,1,1,2,0,0,1,0,2,0,1,2,1,2,0,1,0,4,2,3,1,6,4,2
7.60E+21,,1,0.579300202,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,3,1
7.60E+21,,1,0.619502519,1,1,1,1,0,0,0,1,3,1,0,1,0,1,3,0,0,1,2,0,0,1,1,0,1,2,0,2,1
7.60E+21,,1,1.049874892,1,1,1,1,2,4,1,1,0,2,3,0,1,3,1,0,0,2,1,1,1,1,4,0,2,2,1,4,2
7.60E+21,,1,0.592746726,1,0,1,1,2,0,0,1,0,2,0,1,0,1,2,0,1,0,0,2,1,1,2,3,1,3,3,2,1
7.60E+21,,1,0.980447744,1,1,1,1,0,1,1,2,2,0,1,1,0,1,2,3,2,0,2,1,4,2,5,4,1,2,1,2,4
7.60E+21,,1,1.111240757,1,1,2,2,2,1,0,4,0,2,1,5,1,1,0,1,3,2,4,2,4,2,0,2,3,3,3,8,0
7.60E+21,,1,0.816964286,1,1,1,1,0,0,1,0,0,2,0,2,2,1,0,1,0,1,3,3,1,4,0,4,2,4,1,5,2
7.60E+21,,1,0.672913187,1,1,1,1,1,0,1,1,2,1,1,0,0,1,0,0,1,1,0,0,1,0,3,0,2,3,1,2,1
7.60E+21,,1,0.856763196,1,1,1,1,3,1,1,2,2,1,2,0,1,0,1,2,0,0,1,0,2,1,2,1,3,4,4,2,1
7.60E+21,,1,0.868047969,1,1,1,1,2,0,0,0,1,0,0,0,1,1,0,3,0,2,0,0,2,0,1,0,1,0,1,7,0
7.60E+21,,1,0.916228372,1,1,1,1,0,2,2,2,0,0,0,1,0,0,0,0,4,1,2,1,2,2,3,0,2,2,2,0,2
7.60E+21,,0,0.107963376,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,1,0,0,1
7.60E+21,,0,0.282119025,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,3,1,3
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.160796576,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,2,0,1,0,1,0,1,1,0,0,1,2,1
7.60E+21,,1,0.540909594,1,1,0,1,0,0,0,1,0,0,3,0,0,0,1,1,1,1,0,1,1,1,3,0,2,3,2,1,5
7.60E+21,,1,0.646053684,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1,4,4,1
7.60E+21,,0,0.155801306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,2,1,2,2,2,1,1,4
7.60E+21,,7,6.884285714,5,6,6,6,9,6,11,2,1,3,7,2,5,5,2,2,10,6,5,8,5,11,11,7,17,5,17,6,16
7.60E+21,,8,7.562857143,7,8,8,8,9,13,13,22,17,19,16,7,17,22,14,26,22,16,16,16,20,22,17,13,17,12,15,10,11
7.60E+21,,0,0.25520663,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,3,1,0,1,2,1,1,2,2,1,2
7.60E+21,,1,0.620135677,1,1,1,1,1,1,0,2,0,0,1,1,1,0,2,1,0,2,3,0,0,1,5,4,3,2,1,2,3
7.60E+21,,1,0.887321429,1,1,1,1,0,1,2,0,1,0,2,2,0,0,0,0,0,1,0,0,0,1,4,3,4,3,0,1,3
7.60E+21,,3,2.827142857,3,3,4,3,5,6,2,5,1,2,5,2,2,0,5,2,1,8,10,2,8,5,8,6,4,3,2,4,6
7.60E+21,,0,0.06006973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
7.60E+21,,10,10.06571429,9,10,9,9,6,5,12,4,16,10,7,10,15,16,14,9,13,10,20,14,20,18,21,16,20,27,26,26,28
7.60E+21,,0,0.494908316,1,1,1,0,0,0,0,1,1,1,0,1,2,0,1,0,0,0,2,1,0,3,2,2,0,1,0,2,1
7.60E+21,,2,1.862857143,2,2,2,2,2,4,2,4,2,5,3,3,1,5,8,4,2,4,4,3,2,3,3,0,6,5,3,9,3
7.60E+21,,0,0.138462394,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
7.60E+21,,1,0.578477544,1,1,1,1,2,0,0,1,0,1,4,1,2,0,2,3,1,0,1,2,1,2,0,3,1,2,1,1,2
7.60E+21,,2,2.41,2,2,3,3,4,5,7,4,9,2,3,2,6,7,2,6,4,5,5,4,2,5,2,1,2,4,1,3,1
7.60E+21,,0,0.418116694,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,1,1,5,0,1,0
7.60E+21,,1,0.78058355,1,1,1,1,0,0,0,0,1,0,1,0,1,3,0,1,0,3,0,2,1,3,0,5,1,0,0,3,2
7.60E+21,,0,0.331908756,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,4,1,0,1,2,0,2,1,1
7.60E+21,,3,2.951428571,3,3,4,3,3,6,3,3,6,5,3,4,6,8,4,6,12,7,8,6,6,3,7,5,13,8,6,3,4
7.60E+21,,0,0.32249749,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,0,0,1,1,0,1,1,1,0,0,3,0,2
7.60E+21,,2,1.928571429,2,2,2,3,4,4,3,3,0,2,7,4,1,4,1,3,4,1,2,0,1,5,3,2,7,4,5,8,6
7.60E+21,,1,0.530860163,1,0,1,1,2,0,2,0,1,1,0,1,0,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
7.60E+21,,1,0.651031509,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,3,0,2,0,1,4,0
7.60E+21,,0,0.487040416,1,1,1,1,0,1,0,0,1,0,2,1,3,0,0,0,3,1,1,0,1,0,0,1,0,0,1,1,2
7.60E+21,,0,0.485647119,1,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,1,1,2,1,1,2,1,2,2,1,2,3,3
7.60E+21,,0,0.411901222,1,0,0,1,0,0,2,0,0,0,2,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2,1,0
7.60E+21,,0,0.265839931,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,1,1,0,1
7.60E+21,,1,0.578469769,0,1,1,0,0,1,1,0,2,0,0,0,0,0,1,1,0,0,1,0,1,0,0,2,0,1,0,0,0
7.60E+21,,1,0.796444377,1,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,2,2,1,0,1,0,6,2,3,1,2
