manzanac,gbh,pred2022,pred2022_dec,ed2,ed3,ed4,ed5,ed6,ed7,ed8,ed9,ed10,ed11,ed12,ed13,ed14,ed15,ed16,ed17,ed18,ed19,ed20,ed21,ed22,ed23,ed24,ed25,ed26,ed27,ed28,ed29,ed30
7.60E+21,,1,0.574888057,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,4,2,2,2,3,1,3,3
7.60E+21,,1,1.474347826,2,1,1,1,3,2,1,0,2,1,3,2,3,1,4,2,2,2,4,0,3,4,1,2,7,5,3,2,6
7.60E+21,,1,0.995823529,1,1,1,1,1,0,2,1,2,2,1,3,3,4,2,1,2,2,6,2,0,4,1,1,2,4,1,1,3
7.60E+21,,0,0.359704637,0,1,1,1,0,3,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1
7.60E+21,,1,0.81454467,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,2,2,0,1,1,3,2,1,3,1,5,2,2,2
7.60E+21,,1,1.115714286,1,2,1,1,3,1,0,2,0,1,2,1,1,4,2,3,3,1,2,2,4,5,1,1,5,4,4,1,1
7.60E+21,,1,0.690601598,1,1,1,1,0,2,0,2,1,0,0,0,1,3,0,1,0,0,1,1,0,3,1,1,1,2,0,0,3
7.60E+21,,1,1.108737776,2,2,1,1,1,1,1,4,0,1,3,2,1,3,2,1,2,0,2,2,4,4,2,3,2,8,5,2,4
7.60E+21,,1,1.094320273,1,1,1,1,0,0,1,4,5,0,0,0,0,1,1,0,2,0,0,0,2,1,2,2,1,1,1,1,0
7.60E+21,,1,0.662843993,1,1,1,1,2,1,1,0,1,0,0,0,1,1,1,1,1,2,1,1,4,3,0,2,2,2,2,1,1
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,2,1.805714286,2,2,2,2,2,2,3,6,0,2,0,3,1,4,1,2,1,0,3,9,3,3,1,2,3,8,4,7,3
7.60E+21,,0,0.414557762,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,2,0,1,3,0,2
7.60E+21,,0,0.001124683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,2,2.154285714,2,2,3,3,3,5,4,1,5,3,2,4,4,1,1,3,2,2,2,1,3,4,5,4,3,3,3,6,2
7.60E+21,,0,0.280581602,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1
7.60E+21,,0,0.473036372,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,1,1,2,1
7.60E+21,,1,0.958907204,1,1,1,1,2,2,0,2,1,0,1,1,0,1,0,1,2,1,0,1,2,2,7,4,2,3,4,1,3
7.60E+21,,0,0.088109142,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7.60E+21,,1,1.146578231,1,1,1,1,0,0,3,2,2,3,1,4,2,2,0,2,0,1,2,2,0,2,1,3,3,5,1,2,3
7.60E+21,,0,0.003263155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7.60E+21,,1,0.820544048,1,1,1,1,1,0,2,0,2,0,2,0,0,1,1,0,1,0,3,1,0,0,0,1,1,2,1,2,2
7.60E+21,,0,0.171328341,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,1,0,2,1,1,0,2,0,0
7.60E+21,,1,1.353809524,2,1,1,1,4,0,2,0,1,1,0,1,1,2,2,2,0,2,4,2,3,5,3,4,6,3,3,1,3
7.60E+21,,1,0.67270463,1,1,1,1,0,1,1,2,0,0,0,1,2,0,1,0,1,0,1,1,0,1,4,1,1,0,2,1,2
7.60E+21,,0,0.071257402,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7.60E+21,,0,0.28153694,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,1,1,2,3,1
7.60E+21,,1,1.004857143,1,1,1,1,0,2,0,0,1,0,1,3,0,0,3,0,3,0,1,1,5,2,1,5,1,2,1,2,1
7.60E+21,,1,1.124103448,1,1,1,1,2,0,2,1,0,0,1,2,0,0,0,2,0,1,3,2,3,1,4,3,1,1,8,1,6
7.60E+21,,0,0.265810102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0
7.60E+21,,5,4.94,5,5,5,6,9,6,5,9,7,5,5,4,2,9,6,9,8,3,8,5,8,8,9,7,10,14,6,7,7
7.60E+21,,1,0.580137582,0,0,0,1,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,2,2,2
7.60E+21,,0,0.125402566,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
7.60E+21,,1,0.547754655,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,2,1,0,0,1,2,4,0,4,0,2,1
7.60E+21,,2,1.871428571,1,2,2,2,0,1,1,1,1,2,3,3,5,7,2,7,6,3,8,5,3,7,4,6,2,3,3,1,2
7.60E+21,,1,0.566987544,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,2,2,2,4,3
7.60E+21,,0,0.26231509,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,2,2,1,2,1,3,0,1,1,0,1,0
7.60E+21,,2,2.011490683,3,2,2,2,3,2,1,4,1,3,2,2,0,1,5,4,5,3,4,3,4,3,3,1,8,7,7,3,7
7.60E+21,,1,1.086071429,1,1,1,1,0,0,1,1,2,2,3,2,1,0,3,0,0,3,0,0,2,0,4,4,4,2,4,2,2
7.60E+21,,0,0.240909303,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7.60E+21,,0,0.368769882,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,3,3
7.60E+21,,1,0.865714286,1,2,1,1,2,3,0,0,1,0,3,1,0,0,3,2,0,4,1,1,0,5,3,5,3,6,2,3,0
7.60E+21,,1,0.544948774,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,2,0,1,0,0,0,2,0,1,0,0
7.60E+21,,3,3.308571429,3,4,4,4,5,9,4,4,4,7,2,5,2,4,6,3,0,5,5,10,4,7,6,7,6,8,6,4,5
7.60E+21,,0,0.418111758,1,1,1,1,0,0,0,0,0,0,1,2,2,1,0,0,1,3,2,0,0,2,2,0,0,0,2,0,0
7.60E+21,,0,0.35697458,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,2,0,0,2,0,0
7.60E+21,,0,0.011318872,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7.60E+21,,0,0.011837261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
7.60E+21,,0,0.256075695,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,2,0,0
7.60E+21,,2,2.148571429,2,2,3,3,1,4,2,3,2,1,5,5,3,7,0,1,2,2,3,4,4,5,4,6,2,6,5,4,4
7.60E+21,,1,0.638368254,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,3,0,1,0,0,1,1,1,3,5,2,5,2,2
7.60E+21,,0,0.002386468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7.60E+21,,1,0.727207779,1,1,1,1,1,0,0,1,1,0,0,4,3,1,1,1,3,1,1,1,1,1,1,2,5,2,1,3,2
7.60E+21,,1,0.572029617,1,1,1,1,0,0,0,0,0,1,2,4,0,1,1,2,0,1,1,2,0,1,2,2,3,6,0,3,3
7.60E+21,,1,0.763947441,1,1,1,1,1,0,1,1,1,0,0,2,1,2,1,1,0,1,2,2,1,4,1,4,0,3,3,3,2
7.60E+21,,1,0.913857143,1,1,1,1,0,1,2,1,2,1,0,0,1,0,0,1,0,4,1,0,1,1,0,2,2,3,3,4,2
7.60E+21,,0,0.147300629,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,1,0,1,0
7.60E+21,,0,0.33407326,0,1,0,0,0,1,0,0,0,0,0,3,0,1,1,1,0,1,1,3,0,0,0,0,2,2,0,2,1
7.60E+21,,0,0.136717178,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0
7.60E+21,,0,0.148394714,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0
7.60E+21,,0,0.128305873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
7.60E+21,,1,0.945825603,1,1,1,1,0,0,2,3,2,1,0,1,0,0,0,2,2,0,0,1,2,0,0,1,3,4,1,0,4
7.60E+21,,1,0.50181686,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,2,2,0,0,1,2,1,1,3,0,3,2,0,2
7.60E+21,,1,1.494285714,2,2,2,2,0,3,5,3,2,3,4,4,3,4,3,4,6,3,2,3,2,4,5,3,1,2,0,3,1
7.60E+21,,1,0.921889894,1,1,1,1,2,3,3,1,0,0,0,0,1,2,0,4,0,0,0,0,3,2,0,2,0,1,1,1,1
7.60E+21,,1,1.087833333,1,1,1,1,0,1,2,1,0,2,1,0,2,2,1,2,2,2,2,2,3,6,1,1,2,2,6,4,1
7.60E+21,,0,0.289751554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
7.60E+21,,1,0.502421008,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,2,2,2,0,0,3
7.60E+21,,0,0.112690072,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2
7.60E+21,,1,0.774314395,1,1,1,1,0,2,1,0,1,1,1,3,0,2,1,0,1,4,1,1,2,6,2,1,1,1,1,0,2
7.60E+21,,0,0.124684841,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1
7.60E+21,,0,0.154206313,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,2,0,0,0,1,0,0
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,1,1.415714286,1,1,1,1,1,3,0,1,2,1,5,5,0,1,1,1,0,1,3,1,5,1,2,0,7,3,3,2,3
7.60E+21,,1,0.799415911,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,4,1,4,3,1,1,0,1
7.60E+21,,1,1.110681319,1,2,2,2,2,3,2,1,2,3,5,2,2,1,2,1,1,4,3,2,4,5,3,3,3,2,2,3,3
7.60E+21,,0,0.024265383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
7.60E+21,,0,0.309470396,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,1,2
7.60E+21,,1,1.059021722,0,1,1,1,0,3,0,0,1,0,0,0,0,2,0,0,1,1,1,2,3,0,0,1,2,2,1,6,2
7.60E+21,,1,1.196211414,1,1,1,1,0,1,1,2,1,1,1,1,0,2,2,0,1,1,0,0,0,2,0,4,3,1,3,4,2
7.60E+21,,1,0.679840306,1,1,1,1,0,1,0,0,3,0,0,1,0,0,1,2,1,1,3,1,1,0,0,0,0,3,5,2,3
7.60E+21,,0,0.287456594,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,3,0,0,1,3,1,2,0,0,0,1,0
7.60E+21,,1,0.894067627,1,1,1,1,0,0,1,2,1,0,1,0,1,0,0,0,1,0,0,2,0,1,4,2,3,1,1,4,3
7.60E+21,,5,4.648571429,5,5,5,5,6,5,11,7,2,8,6,10,5,8,5,8,7,4,4,9,5,7,2,3,2,5,6,4,7
7.60E+21,,8,7.605714286,8,8,9,9,7,17,14,12,15,8,15,9,14,15,7,4,8,8,10,9,12,12,11,15,21,10,11,18,16
7.60E+21,,1,0.595405611,1,1,1,1,0,0,1,1,0,2,1,0,0,0,0,2,0,0,0,0,0,0,1,0,3,2,1,0,1
7.60E+21,,0,0.448432163,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,2,1,1,0,2,1,4,1,0,2,0,0,1
7.60E+21,,2,1.947103175,2,2,2,2,1,5,2,0,3,3,2,5,7,3,2,2,2,1,1,3,3,2,4,7,3,4,1,6,3
7.60E+21,,0,0.061722288,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
7.60E+21,,0,0.217353588,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,2,0,0,1,0,1,1,0,0,0
7.60E+21,,2,2.16,2,3,3,4,1,2,6,3,4,6,3,5,8,2,6,4,2,5,3,2,2,6,4,2,2,4,10,6,5
7.60E+21,,2,1.535054945,2,2,1,1,2,1,2,2,0,2,1,1,2,3,2,0,0,2,2,3,4,1,7,3,1,9,8,4,3
7.60E+21,,0,0.497184234,0,1,1,1,1,0,1,0,0,0,0,3,1,2,0,0,3,0,1,0,0,1,1,0,1,1,0,1,1
7.60E+21,,0,0.201318538,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,2,0,2,1,2,1,0,0,0
7.60E+21,,0,0.217927247,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.143782183,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,3
7.60E+21,,0,0.134594069,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
7.60E+21,,1,0.693531257,1,1,1,1,2,2,0,1,1,0,1,1,0,2,0,0,1,0,0,0,1,1,1,1,0,1,1,3,4
7.60E+21,,2,1.574813213,1,2,1,2,1,1,2,5,2,4,0,3,0,2,1,1,2,1,2,0,3,1,3,1,4,0,2,0,2
7.60E+21,,1,0.752563988,1,1,1,1,0,0,0,1,2,1,0,3,1,1,2,2,1,0,1,3,3,0,1,2,1,2,1,2,1
7.60E+21,,7,7.407142857,9,9,10,11,12,11,19,11,14,11,12,16,15,6,10,6,7,5,4,4,7,0,3,8,6,10,12,4,7
7.60E+21,,5,5.478571429,5,6,7,6,6,10,8,8,9,11,9,6,5,10,11,5,4,6,3,4,5,7,6,7,7,5,5,7,8
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.466625126,0,1,1,1,2,1,0,0,0,1,1,1,0,0,0,0,2,1,1,0,1,1,3,1,0,1,3,2,2
7.60E+21,,2,2.128571429,2,2,3,3,5,5,1,7,3,0,5,5,4,4,2,1,3,3,2,2,5,5,1,2,4,1,5,6,4
7.60E+21,,2,1.957891156,2,2,2,2,3,0,3,4,1,2,2,2,3,3,3,3,2,2,2,2,4,2,3,6,6,4,2,10,7
7.60E+21,,4,4.041428571,5,6,5,6,10,8,5,6,5,5,4,7,7,3,6,6,5,5,1,7,3,8,8,3,6,6,5,6,4
7.60E+21,,0,0.198180375,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3
7.60E+21,,4,4.284285714,5,5,5,5,9,8,0,7,4,5,9,7,5,4,5,5,6,4,7,3,11,6,6,8,4,9,7,6,5
7.60E+21,,1,1.284347826,1,1,2,1,2,2,0,1,2,0,4,4,1,0,2,1,4,2,3,3,3,2,6,7,6,2,4,2,3
7.60E+21,,0,0.319871512,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,2,2,1,0,0,1
7.60E+21,,0,0.174617361,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1
7.60E+21,,1,0.848660948,1,1,1,1,1,0,1,0,1,0,0,3,1,1,0,1,1,1,2,2,1,2,3,3,3,2,4,4,2
7.60E+21,,0,0.147243047,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,1
7.60E+21,,1,0.748434846,1,1,1,1,2,1,2,1,0,0,1,0,2,0,3,2,1,1,0,0,1,2,2,0,1,4,1,1,3
7.60E+21,,0,0.459335814,1,1,1,1,1,0,1,2,0,1,0,2,0,0,1,1,0,1,1,2,3,1,0,3,3,0,0,2,0
7.60E+21,,2,1.777142857,2,3,2,2,5,1,2,7,6,1,2,2,1,1,4,2,2,3,0,1,3,3,2,2,1,7,6,2,5
7.60E+21,,0,0.432556387,1,0,0,1,2,1,0,1,0,0,3,0,0,0,0,0,0,0,1,1,0,0,1,2,1,2,1,2,1
7.60E+21,,0,0.288261794,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,2,0,1,3,2,0,0,1,0,3
7.60E+21,,0,0.307695192,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,1,1,1,0,0,2,1,3,0,0,1
7.60E+21,,5,4.705714286,5,5,5,5,5,7,10,4,9,7,6,8,11,8,11,5,7,9,6,8,3,4,11,8,7,8,6,6,7
7.60E+21,,1,0.670731012,1,1,1,1,0,2,1,0,0,1,4,1,1,0,0,1,1,3,2,2,1,3,1,3,0,2,1,2,0
7.60E+21,,1,0.725349033,1,1,1,1,0,0,0,1,0,1,0,1,2,1,0,2,1,4,1,1,2,1,2,2,2,1,2,5,2
7.60E+21,,1,1.063276398,1,1,1,1,1,0,1,0,2,0,0,0,1,0,0,2,1,3,1,3,0,1,1,0,0,3,1,4,3
7.60E+21,,0,0.348563126,0,0,0,0,1,1,0,1,0,1,0,0,0,1,2,0,0,0,2,0,0,1,1,0,2,1,2,1,2
7.60E+21,,0,0.184472278,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,2,1,0,0
7.60E+21,,1,1.030897578,1,1,1,1,0,3,3,1,2,1,1,0,2,1,1,0,0,1,1,1,0,0,0,2,0,5,3,0,0
7.60E+21,,1,0.961082671,1,1,1,1,0,2,1,1,3,0,3,0,0,0,0,1,2,3,2,2,2,0,1,4,2,1,2,0,1
7.60E+21,,1,0.802871241,1,1,1,1,0,0,0,0,1,1,1,1,3,2,2,0,2,3,1,1,3,1,0,0,3,3,5,2,2
7.60E+21,,0,0.215136485,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,2,1,1,2,0,0,0,0,1,2,0
7.60E+21,,0,0.29094921,1,0,0,1,1,1,0,2,0,0,1,1,0,2,1,0,0,1,0,1,2,2,0,1,1,0,0,0,1
7.60E+21,,2,2.354285714,2,3,2,3,5,3,3,4,3,4,8,5,3,3,4,2,0,2,1,1,2,2,2,7,8,5,7,4,7
7.60E+21,,1,0.559679412,1,1,1,1,1,2,0,1,0,1,1,0,1,1,0,1,2,0,1,3,1,2,2,2,1,0,2,2,3
7.60E+21,,0,0.154645855,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0
7.60E+21,,0,0.377346238,0,0,0,0,1,1,2,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,2,0,1
7.60E+21,,0,0.302180457,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0,1,0,0,1,0,2,2
7.60E+21,,3,3.157142857,3,3,3,3,3,2,4,4,3,5,6,2,4,4,1,3,4,0,3,5,6,7,4,4,8,5,5,8,15
7.60E+21,,0,0.322238778,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
7.60E+21,,1,0.51184058,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,2,3,1
7.60E+21,,1,0.552423384,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,2,1,0,2,0,1,1,2,1,1,2,2,3,3
7.60E+21,,2,1.802857143,2,2,2,2,3,4,1,5,4,3,2,3,7,7,3,7,4,5,1,8,1,4,3,1,3,1,7,1,3
7.60E+21,,1,0.612939573,1,1,1,1,0,1,0,0,2,1,1,1,0,0,0,0,1,1,1,2,2,0,1,3,0,4,1,0,2
7.60E+21,,1,0.648719923,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,3,1,6
7.60E+21,,1,0.687508358,1,1,1,1,1,0,1,1,0,1,2,0,0,0,0,1,0,2,1,4,2,2,0,1,1,0,2,3,3
7.60E+21,,1,0.933634259,1,1,1,1,2,1,0,0,0,0,1,0,1,1,1,0,2,2,0,0,4,1,1,2,0,4,2,4,3
7.60E+21,,0,0.172961293,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,1,2,0,2,0,0
7.60E+21,,0,0.458572507,1,0,1,1,2,1,0,2,0,2,0,0,0,0,1,1,1,1,1,3,2,4,1,1,2,1,2,0,0
7.60E+21,,0,0.154974599,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0
7.60E+21,,1,0.704670385,1,1,1,1,0,2,0,2,0,2,0,0,3,1,1,2,2,2,1,1,2,3,1,2,2,0,2,2,4
7.60E+21,,1,0.587528966,1,1,0,1,1,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,2,2,1,2,5,1,1,1,2
7.60E+21,,0,0.215904688,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3,1
7.60E+21,,2,1.665204969,1,2,2,2,4,2,0,1,3,1,3,3,0,2,1,2,1,2,1,1,4,2,4,1,4,3,3,4,7
7.60E+21,,0,0.464353455,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,2,1,0,1,0,0,2,0,2,2,0,1,2
7.60E+21,,0,0.199047118,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,2,0,0,0,0,0,2
7.60E+21,,1,0.604282307,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,0,1,0,0,1,0,1
7.60E+21,,0,0.001124683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.197391414,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.107375291,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1
7.60E+21,,0,0.467627527,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,3,0,0,0,1,0,1,1,3,2,2,2
7.60E+21,,0,0.33484155,0,0,0,1,0,1,0,0,0,0,0,1,1,2,0,1,0,0,0,1,1,3,0,1,2,0,1,0,0
7.60E+21,,1,0.518462129,0,1,1,1,0,1,0,0,2,1,1,0,2,0,1,0,0,1,1,0,1,0,3,3,2,1,2,2,1
7.60E+21,,1,0.678389426,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,2,2,1,0,2,5,4
7.60E+21,,1,0.523307692,1,1,1,1,1,0,2,0,2,1,0,1,1,0,0,2,2,0,1,1,1,2,2,2,1,0,1,3,0
7.60E+21,,0,0.067767891,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
7.60E+21,,3,2.648571429,3,3,4,4,2,7,9,7,4,6,10,6,7,3,6,2,1,5,6,5,3,5,1,1,3,1,4,4,1
7.60E+21,,1,1.104745524,1,1,1,1,1,1,1,1,2,0,1,0,0,3,0,2,3,2,1,3,1,1,3,3,5,2,2,3,1
7.60E+21,,1,0.81020068,1,1,1,1,2,3,1,1,1,1,0,1,4,2,1,0,3,2,2,1,0,2,0,2,2,0,0,1,2
7.60E+21,,2,2.251428571,2,2,2,3,2,1,4,5,3,3,2,2,5,9,11,4,5,6,3,9,6,6,2,5,3,7,5,3,3
7.60E+21,,0,0.113970118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,2,1
7.60E+21,,0,0.442967006,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,0,2,1,0
7.60E+21,,1,0.545036375,0,0,1,1,0,1,0,0,0,0,2,1,2,0,0,0,0,0,1,1,2,0,3,1,1,1,2,0,1
7.60E+21,,0,0.134909122,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
7.60E+21,,1,1.313142857,1,1,1,1,0,2,0,0,0,0,3,3,3,1,1,2,3,2,2,4,2,5,1,5,5,7,5,3,2
7.60E+21,,0,0.467007733,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,2,0,1,1,2,0
7.60E+21,,1,0.663370781,1,0,0,1,0,0,1,2,0,1,0,0,1,1,0,0,0,2,2,0,3,0,1,0,3,1,1,0,0
7.60E+21,,1,1.134574091,1,1,2,1,1,1,3,0,3,2,3,0,0,5,0,1,3,2,3,3,2,1,5,4,2,4,4,1,0
7.60E+21,,1,0.700892629,1,1,1,1,0,2,1,2,0,1,1,0,0,1,0,2,1,2,0,0,1,0,2,2,0,0,2,2,2
7.60E+21,,1,0.816255782,1,1,1,1,1,1,0,0,1,2,0,0,0,1,2,2,2,0,2,4,0,5,2,3,1,4,3,2,2
7.60E+21,,0,0.280289827,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,2,0
7.60E+21,,1,0.770168067,1,1,1,1,0,0,0,1,0,2,0,0,0,0,1,1,5,0,0,2,2,2,2,4,4,1,3,0,0
7.60E+21,,0,0.20922726,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
7.60E+21,,0,0.391811392,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,3,0,0,1,3,1,0,1,0,1,1,0,1,1
7.60E+21,,1,0.69529465,1,1,1,1,0,0,1,1,0,0,0,1,1,1,2,1,1,2,0,1,1,4,4,0,2,2,4,1,1
7.60E+21,,0,0.288121901,0,0,0,0,0,1,0,0,0,2,2,0,0,0,2,0,0,0,0,1,1,1,0,0,0,2,0,0,1
