manzanac,,pred2025,pred2025_dec,ed2,ed3,ed4,ed5,ed6,ed7,ed8,ed9,ed10,ed11,ed12,ed13,ed14,ed15,ed16,ed17,ed18,ed19,ed20,ed21,ed22,ed23,ed24,ed25,ed26,ed27,ed28,ed29,ed30
7.60E+21,,1,0.895958188,1,1,1,1,1,1,1,1,0,3,2,1,0,0,1,1,0,0,1,0,1,4,1,4,2,2,2,4,0
7.60E+21,,2,1.916938776,2,2,2,2,2,2,3,4,0,7,4,1,1,6,4,3,6,7,2,5,2,3,3,3,5,5,3,1,4
7.60E+21,,1,1.295714286,1,1,2,2,2,2,2,3,1,3,3,2,3,2,4,3,8,5,3,4,7,2,4,4,2,3,0,5,1
7.60E+21,,6,5.732857143,6,6,6,7,6,8,7,7,14,12,10,9,18,13,11,8,10,14,10,4,13,8,7,12,10,11,12,10,10
7.60E+21,,0,0.324231623,0,0,1,0,0,0,0,1,0,1,1,2,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,2,0
7.60E+21,,0,0.110645018,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
7.60E+21,,0,0.116985161,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
7.60E+21,,3,2.598571429,2,3,2,3,3,3,3,6,1,4,5,1,3,2,3,8,5,5,4,4,4,5,6,7,4,6,5,11,5
7.60E+21,,0,0.272262489,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,2,1,1,1,1,0,0,0,2,1,1
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.145628888,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7.60E+21,,0,0.091942626,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0
7.60E+21,,0,0.184834159,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1
7.60E+21,,0,0.493613928,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,2,0,1,2,0,1,0
