manzanac,rte,pred_2018,pred2018_dec,ed2,ed3,ed4,ed5,ed6,ed7,ed8,ed9,ed10,ed11,ed12,ed13,ed14,ed15,ed16,ed17,ed18,ed19,ed20,ed21,ed22,ed23,ed24,ed25,ed26,ed27,ed28,ed29,ed30
7.60E+21,,1,0.762454448,1,1,1,0,2,0,0,1,0,0,0,2,2,1,1,1,2,4,6,2,3,1,3,2,1,3,4,1,0
7.60E+21,,0,0.258603705,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,2,0,0,1,0,0,2,1,1,1,1,1
7.60E+21,,3,2.598571429,2,3,1,5,2,8,2,1,2,3,3,3,2,2,3,3,2,6,6,4,7,6,5,5,5,7,3,8,5
7.60E+21,,1,0.509062598,1,0,2,0,0,0,0,1,1,1,0,0,1,1,2,1,0,0,1,0,1,1,1,0,1,3,0,2,2
7.60E+21,,0,0.099974367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
7.60E+21,,1,0.911,1,4,0,1,1,1,1,2,0,0,2,0,1,1,0,2,0,1,1,1,1,0,1,5,2,2,2,1,0
7.60E+21,,0,0.097003557,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
7.60E+21,,0,0.209199626,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,3,0,1,2,0,0,1,0,0,0
7.60E+21,,0,0.477096248,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,1,2,1,2,0,1,0,3,4
7.60E+21,,0,0.395599549,0,0,0,0,2,0,0,0,2,2,0,1,1,1,1,0,0,0,1,3,2,1,2,0,1,1,0,1,2
7.60E+21,,1,0.86109044,0,0,0,1,1,0,3,3,3,1,1,1,0,1,1,1,1,1,0,3,2,2,0,1,2,0,0,0,2
7.60E+21,,0,0.481238426,1,0,0,1,0,0,0,1,0,2,1,1,0,1,1,0,1,3,1,0,2,4,0,1,2,0,1,2,1
7.60E+21,,0,0.153749446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
7.60E+21,,1,1.209126984,1,1,2,1,1,2,1,0,2,2,4,1,3,1,0,3,5,3,4,1,4,3,3,2,4,3,3,4,2
7.60E+21,,1,0.706868401,0,0,0,0,0,0,2,0,0,1,0,1,1,1,0,0,1,0,1,0,3,1,0,2,2,5,5,0,0
7.60E+21,,0,0.236605777,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
7.60E+21,,2,1.615714286,0,0,2,2,3,3,3,2,1,2,1,1,1,1,0,3,2,4,1,4,1,2,1,4,3,4,2,4,1
7.60E+21,,0,0.173915332,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0
7.60E+21,,1,0.630027056,1,1,0,1,2,0,0,0,3,2,1,2,0,2,1,0,1,2,1,2,1,1,1,4,1,2,3,1,3
7.60E+21,,1,0.758088461,0,0,1,0,0,0,2,0,2,0,0,0,1,1,0,1,1,0,3,2,0,3,0,0,0,0,1,0,0
7.60E+21,,0,0.275661066,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0
7.60E+21,,0,0.018362901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7.60E+21,,1,1.399164966,2,1,4,1,0,2,2,1,1,2,1,1,2,5,3,3,4,4,1,0,3,3,3,2,2,1,3,1,0
7.60E+21,,0,0.04077071,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7.60E+21,,1,0.740522648,0,0,1,0,0,0,0,3,0,2,2,0,1,0,2,1,0,0,1,0,1,0,5,3,0,2,2,1,1
7.60E+21,,1,0.59541105,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,3,1,1,2,0,1,2,0,1,0,0,0
7.60E+21,,0,0.413749711,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,3,1,1,1,1,2,2,2,1,0,1,3
7.60E+21,,1,0.749195583,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,2,0,3,0,0,0,1,4,1
7.60E+21,,0,0.350616921,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,3,0,2,1,0,1,0
7.60E+21,,0,0.005343103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
7.60E+21,,1,0.992414286,2,0,0,0,0,0,1,1,1,1,0,1,2,0,3,3,1,2,3,1,2,3,8,2,2,1,2,4,1
7.60E+21,,2,2.482857143,6,1,0,4,2,3,2,2,3,1,5,3,6,6,5,4,2,7,3,5,4,5,6,5,3,9,6,4,5
7.60E+21,,1,1.268571429,2,2,1,3,1,2,3,0,2,2,1,5,0,2,2,1,3,2,3,1,2,1,4,3,5,3,0,0,1
7.60E+21,,2,1.912919255,2,2,1,4,3,3,3,2,2,1,4,4,0,2,4,2,2,1,4,1,3,3,3,3,7,6,9,5,6
7.60E+21,,0,0.122302963,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0
7.60E+21,,1,1.007419048,0,1,2,2,0,1,0,2,0,2,0,1,2,1,1,1,3,4,3,1,3,1,1,5,4,2,2,2,0
7.60E+21,,0,0.015933128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
7.60E+21,,0,0.477866218,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,1,1,3,2,2,1,2,1,1,3
7.60E+21,,0,0.30900078,0,0,0,1,0,2,1,0,0,1,1,0,0,0,0,1,3,0,1,1,0,2,0,1,0,1,0,2,0
7.60E+21,,0,0.360808638,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,0,2,0,1,1,2,1,0,1,0
7.60E+21,,0,0.4673934,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,2,1,0,0,3,1
7.60E+21,,0,0.301877034,0,0,0,0,0,0,0,1,0,0,0,1,2,2,1,0,0,0,2,0,0,2,0,2,0,1,0,0,0
7.60E+21,,1,0.631526676,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,3,4,3,3,1,2,4,0,1,0,4,1
7.60E+21,,1,0.826326531,1,1,1,2,0,0,0,2,2,2,0,5,2,2,1,0,0,0,1,0,1,1,1,0,1,4,0,1,1
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.182065932,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,3,0,2,1,0,0,1,1,0,1
7.60E+21,,1,0.925012246,1,1,2,2,0,0,1,4,0,4,1,1,0,2,2,1,3,1,4,3,3,2,2,0,2,1,1,3,2
7.60E+21,,1,0.80860819,1,2,1,1,0,0,1,1,2,1,0,1,0,2,0,1,0,1,1,0,2,4,0,1,0,1,1,2,0
7.60E+21,,1,0.636294932,1,0,0,0,0,1,0,2,1,1,0,1,7,0,1,2,1,1,1,1,2,0,3,2,0,2,3,0,1
7.60E+21,,0,0.491867965,0,1,0,1,0,0,0,0,2,0,1,1,0,1,2,3,1,2,0,1,1,0,5,2,1,2,6,1,2
7.60E+21,,1,1.075028451,1,1,1,1,1,4,1,1,0,2,1,0,2,2,0,0,3,1,0,0,2,1,1,3,3,0,3,1,1
7.60E+21,,2,2.16,1,3,4,2,2,5,1,2,4,3,3,2,4,0,4,2,4,5,2,6,2,3,1,5,4,2,4,4,2
7.60E+21,,0,0.343108378,0,0,0,0,0,1,0,0,2,0,0,1,2,2,0,1,1,0,4,1,0,2,1,1,1,2,0,2,2
7.60E+21,,0,0.378459656,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,2,1,1,3,3,1,3,3,0,2,1
7.60E+21,,1,1.219,0,2,2,0,1,0,0,0,3,2,1,4,2,1,3,5,4,4,2,3,2,3,5,1,6,3,3,4,1
7.60E+21,,1,0.576576406,1,0,0,2,1,1,0,1,2,0,0,0,0,0,1,0,2,2,1,0,2,1,1,1,3,1,2,2,0
7.60E+21,,1,0.681010472,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,4,5,3,2,1,1,0,4,3
7.60E+21,,0,0.462228395,0,0,0,0,1,1,0,0,0,2,1,1,0,2,0,1,0,3,0,2,1,3,2,2,1,1,1,0,1
7.60E+21,,5,4.517142857,5,3,6,4,6,6,5,3,7,6,7,3,3,11,7,6,8,12,9,10,11,12,9,14,19,14,12,10,7
7.60E+21,,1,0.696311508,0,2,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,2,0,1,0,0,0,2,0,3,3,1
7.60E+21,,0,0.275797093,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,3,0,2,1,0,3,3,1,0,0,0,0
7.60E+21,,1,0.616920615,0,0,1,0,2,0,3,2,1,0,3,0,1,1,0,2,1,2,2,0,1,1,2,1,3,0,2,0,0
7.60E+21,,1,0.519233074,1,2,0,1,1,0,1,0,1,0,1,3,0,0,0,1,1,0,0,1,1,2,2,1,2,2,0,1,1
7.60E+21,,0,0.180612111,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,1
7.60E+21,,1,0.753404762,0,0,0,0,0,1,0,0,2,2,1,0,2,2,0,2,1,1,1,3,0,1,1,1,2,2,2,4,2
7.60E+21,,0,0.22258862,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,1,0,2,3,1,1,2,0,0,1,0,0,0,0
7.60E+21,,0,0.112990413,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1
7.60E+21,,1,0.776729227,0,1,0,3,0,0,0,0,0,3,0,0,2,0,1,0,0,1,1,0,1,0,5,2,1,1,0,1,4
7.60E+21,,0,0.32274562,0,1,0,1,1,0,0,0,0,0,0,0,2,0,1,1,0,0,1,1,2,0,0,0,1,2,1,1,1
7.60E+21,,0,0.120918579,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1
7.60E+21,,0,0.288949137,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,2,0,0,1,2,2
7.60E+21,,1,0.532332541,0,0,2,0,0,2,1,0,0,1,0,0,1,2,0,2,1,0,2,2,1,1,0,3,2,0,0,1,0
7.60E+21,,1,1.016938776,1,3,0,2,0,0,1,2,3,4,1,0,0,1,0,1,1,1,1,3,4,1,1,1,3,1,4,1,2
7.60E+21,,1,0.737881414,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,2,1,3,1,3,1,3,6,0
7.60E+21,,1,0.525326269,0,1,0,2,1,0,0,1,2,1,1,0,2,1,1,1,4,0,1,2,1,2,3,0,3,1,0,1,1
7.60E+21,,1,1.028714286,3,1,0,1,1,1,0,2,0,2,0,0,1,1,0,3,2,1,1,0,2,7,1,2,1,2,2,3,2
7.60E+21,,1,0.833606602,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,3,4,3,1,2,3,6,3
7.60E+21,,1,0.614303909,0,1,0,0,0,2,0,5,0,0,0,1,5,1,0,0,2,1,2,1,1,4,1,2,3,4,3,2,4
7.60E+21,,1,0.901381993,1,2,2,0,1,2,0,2,1,2,2,0,1,4,2,3,3,2,1,0,2,3,2,0,2,1,2,1,1
7.60E+21,,1,0.705771429,1,0,0,1,0,1,0,0,1,2,1,4,0,1,2,0,2,2,0,3,2,3,1,3,1,2,1,0,7
7.60E+21,,0,0.437294925,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,3,0,0,2,1,0,0
7.60E+21,,0,0.410275197,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,3,2,1,1,0,1,0,2,1,3,0,0,2
7.60E+21,,2,2.45,2,1,4,2,6,4,2,4,3,5,4,4,3,1,4,4,3,6,9,9,7,6,4,6,5,8,7,11,1
7.60E+21,,1,0.719489819,3,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,2,1,1,2,0,1,0,0,0,2,0,3
7.60E+21,,0,0.036437913,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
7.60E+21,,2,1.601428571,1,3,2,5,1,2,1,3,4,3,4,7,1,2,1,5,1,3,4,3,2,4,1,5,3,8,2,4,1
7.60E+21,,0,0.245860292,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0
7.60E+21,,0,0.169629384,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1
7.60E+21,,1,0.884468886,0,1,0,0,0,0,2,0,0,1,0,2,2,0,1,0,1,1,0,3,1,4,3,6,0,2,3,1,4
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.006071913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
7.60E+21,,0,0.083353657,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1
7.60E+21,,5,4.571428571,5,5,4,2,4,11,6,4,5,6,7,4,10,13,6,11,9,9,12,13,12,15,13,13,14,16,11,10,10
7.60E+21,,1,0.625571687,0,1,1,1,0,2,0,0,0,3,1,0,2,0,0,0,0,0,0,1,0,0,1,2,1,1,1,1,2
7.60E+21,,12,11.98142857,11,16,17,13,13,11,16,12,14,14,14,20,15,14,16,13,18,23,20,30,21,30,29,24,31,22,28,27,22
7.60E+21,,1,0.515217441,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,1,0,3,1,0,0,2,2,2
7.60E+21,,0,0.421979629,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,5,3,4,0
7.60E+21,,1,0.675018896,0,1,0,2,0,0,0,1,2,0,2,0,0,0,2,1,0,1,1,3,1,0,3,4,0,0,0,5,0
7.60E+21,,0,0.374315204,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,1,1,1
7.60E+21,,7,7.397142857,10,10,8,9,6,7,9,7,6,10,9,11,9,8,13,9,11,5,8,13,9,11,15,13,6,12,8,12,16
7.60E+21,,1,0.820964577,0,1,2,2,2,1,1,0,1,1,1,0,1,0,0,0,1,0,7,2,1,3,0,0,3,3,2,1,0
7.60E+21,,3,2.651428571,5,2,1,1,4,3,4,1,7,6,3,5,3,2,4,7,9,8,6,3,7,5,5,4,2,7,4,5,12
7.60E+21,,2,1.977142857,1,1,4,0,2,5,1,2,0,0,1,1,1,1,2,0,0,2,4,4,6,4,1,3,2,3,7,6,4
7.60E+21,,0,0.486225874,1,0,0,0,2,2,0,0,1,1,0,0,0,0,1,0,0,0,2,1,0,0,1,0,1,3,1,2,3
7.60E+21,,1,0.654292156,0,1,2,1,1,1,0,0,1,0,2,0,0,1,2,1,1,1,3,0,3,1,2,0,0,1,2,1,0
7.60E+21,,0,0.479626409,1,0,0,0,0,0,1,2,0,2,2,1,3,0,1,1,2,1,0,0,2,0,1,0,0,0,0,0,2
7.60E+21,,4,3.852857143,3,0,5,3,7,1,5,3,9,5,3,2,3,2,7,4,4,10,8,17,18,15,14,10,14,13,11,13,11
7.60E+21,,1,0.73361174,0,0,1,1,1,0,1,1,0,1,0,1,0,0,2,3,1,2,1,2,4,2,4,4,1,2,2,2,4
7.60E+21,,1,0.683431374,2,0,1,0,0,0,0,1,2,0,1,0,0,1,1,1,0,1,0,0,0,2,2,0,0,2,0,3,1
7.60E+21,,2,1.708571429,0,3,1,1,1,4,2,2,2,3,3,3,1,6,2,1,6,4,4,1,3,2,1,4,8,3,2,3,2
7.60E+21,,1,0.947380952,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,2,3,3,1,6,2,0,5,1,6,4,1,2,1
7.60E+21,,1,0.691606612,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,2,2,0,0,2,1,0,2,1,2,3,1,4
7.60E+21,,1,0.648856294,0,0,1,0,0,2,0,1,0,0,0,1,1,0,0,0,0,2,0,1,0,0,4,0,0,0,3,2,0
7.60E+21,,3,2.634285714,1,3,1,4,4,6,4,1,10,6,5,7,1,6,2,10,3,7,10,9,2,8,9,3,4,8,7,4,3
7.60E+21,,0,0.218122668,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,0,0,1,2,1,3
7.60E+21,,0,0.023886451,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7.60E+21,,1,0.98435744,0,1,0,0,1,1,2,2,2,3,1,2,4,2,2,2,3,2,2,3,4,3,5,3,2,3,0,3,0
7.60E+21,,1,0.919798255,3,1,0,1,1,0,3,0,1,0,0,0,1,0,0,1,1,1,4,2,1,4,2,2,3,7,1,0,0
7.60E+21,,1,0.921666422,0,1,1,1,2,0,0,1,0,2,0,1,2,1,2,0,1,0,4,2,3,1,6,4,2,3,1,1,2
7.60E+21,,0,0.270129992,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,3,1,3,0,1,0
7.60E+21,,1,0.650123896,0,0,0,1,3,1,0,1,0,1,3,0,0,1,2,0,0,1,1,0,1,2,0,2,1,1,3,4,0
7.60E+21,,1,1.427142857,2,4,1,1,0,2,3,0,1,3,1,0,0,2,1,1,1,1,4,0,2,2,1,4,2,5,1,2,2
7.60E+21,,1,0.535914652,2,0,0,1,0,2,0,1,0,1,2,0,1,0,0,2,1,1,2,3,1,3,3,2,1,2,1,2,1
7.60E+21,,1,0.965714286,0,1,1,2,2,0,1,1,0,1,2,3,2,0,2,1,4,2,5,4,1,2,1,2,4,2,4,4,3
7.60E+21,,2,1.587142857,2,1,0,4,0,2,1,5,1,1,0,1,3,2,4,2,4,2,0,2,3,3,3,8,0,2,4,1,1
7.60E+21,,1,1.166938776,0,0,1,0,0,2,0,2,2,1,0,1,0,1,3,3,1,4,0,4,2,4,1,5,2,3,0,1,2
7.60E+21,,1,0.930926789,1,0,1,1,2,1,1,0,0,1,0,0,1,1,0,0,1,0,3,0,2,3,1,2,1,1,5,4,5
7.60E+21,,1,1.125386905,3,1,1,2,2,1,2,0,1,0,1,2,0,0,1,0,2,1,2,1,3,4,4,2,1,4,2,3,3
7.60E+21,,1,0.544222789,2,0,0,0,1,0,0,0,1,1,0,3,0,2,0,0,2,0,1,0,1,0,1,7,0,0,0,0,0
7.60E+21,,1,0.584112914,0,2,2,2,0,0,0,1,0,0,0,0,4,1,2,1,2,2,3,0,2,2,2,0,2,0,3,0,1
7.60E+21,,0,0.062015635,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,1,0,0,1,0,0,0,0
7.60E+21,,0,0.244877331,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,3,1,3,0,1,1,1
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.307354426,0,0,0,0,1,0,1,0,0,0,1,2,2,0,1,0,1,0,1,1,0,0,1,2,1,1,0,2,0
7.60E+21,,1,0.681226015,0,0,0,1,0,0,3,0,0,0,1,1,1,1,0,1,1,1,3,0,2,3,2,1,5,0,1,1,0
7.60E+21,,1,0.594795135,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1,4,4,1,1,2,2,2
7.60E+21,,0,0.325843867,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,2,1,2,2,2,1,1,4,1,0,1,0
7.60E+21,,6,5.982857143,9,6,11,2,1,3,7,2,5,5,2,2,10,6,5,8,5,11,11,7,17,5,17,6,16,19,10,12,9
7.60E+21,,8,7.921428571,9,13,13,22,17,19,16,7,17,22,14,26,22,16,16,16,20,22,17,13,17,12,15,10,11,11,9,10,6
7.60E+21,,0,0.418083331,0,0,0,1,0,1,1,0,1,0,0,1,1,0,3,1,0,1,2,1,1,2,2,1,2,0,0,0,1
7.60E+21,,1,0.565559937,1,1,0,2,0,0,1,1,1,0,2,1,0,2,3,0,0,1,5,4,3,2,1,2,3,1,2,2,1
7.60E+21,,1,0.781256419,0,1,2,0,1,0,2,2,0,0,0,0,0,1,0,0,0,1,4,3,4,3,0,1,3,1,2,3,2
7.60E+21,,3,3.355714286,5,6,2,5,1,2,5,2,2,0,5,2,1,8,10,2,8,5,8,6,4,3,2,4,6,7,4,13,5
7.60E+21,,0,0.034234552,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
7.60E+21,,9,8.852857143,6,5,12,4,16,10,7,10,15,16,14,9,13,10,20,14,20,18,21,16,20,27,26,26,28,27,26,24,15
7.60E+21,,0,0.382320317,0,0,0,1,1,1,0,1,2,0,1,0,0,0,2,1,0,3,2,2,0,1,0,2,1,0,1,1,1
7.60E+21,,2,2.081428571,2,4,2,4,2,5,3,3,1,5,8,4,2,4,4,3,2,3,3,0,6,5,3,9,3,4,7,4,4
7.60E+21,,0,0.262395947,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,1,0
7.60E+21,,1,0.946969299,2,0,0,1,0,1,4,1,2,0,2,3,1,0,1,2,1,2,0,3,1,2,1,1,2,2,3,1,5
7.60E+21,,3,3.482857143,4,5,7,4,9,2,3,2,6,7,2,6,4,5,5,4,2,5,2,1,2,4,1,3,1,4,2,4,4
7.60E+21,,0,0.299166024,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,1,1,5,0,1,0,0,1,1,0
7.60E+21,,1,0.929364487,0,0,0,0,1,0,1,0,1,3,0,1,0,3,0,2,1,3,0,5,1,0,0,3,2,3,0,2,1
7.60E+21,,0,0.495398369,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,4,1,0,1,2,0,2,1,1,1,0,1,0
7.60E+21,,3,3.358571429,3,6,3,3,6,5,3,4,6,8,4,6,12,7,8,6,6,3,7,5,13,8,6,3,4,4,4,4,2
7.60E+21,,0,0.386330456,0,0,0,0,2,0,0,0,0,1,1,2,0,0,1,1,0,1,1,1,0,0,3,0,2,1,0,1,0
7.60E+21,,3,2.605714286,4,4,3,3,0,2,7,4,1,4,1,3,4,1,2,0,1,5,3,2,7,4,5,8,6,4,4,3,12
7.60E+21,,1,0.652868304,2,0,2,0,1,1,0,1,0,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,2,0
7.60E+21,,1,0.716891275,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,3,0,2,0,1,4,0,4,2,3,3
7.60E+21,,1,0.985345269,0,1,0,0,1,0,2,1,3,0,0,0,3,1,1,0,1,0,0,1,0,0,1,1,2,0,2,0,1
7.60E+21,,1,0.530878789,0,0,0,0,0,0,3,0,0,1,0,0,1,1,2,1,1,2,1,2,2,1,2,3,3,0,0,2,1
7.60E+21,,1,0.51153939,0,0,2,0,0,0,2,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2,1,0,0,0,1,2
7.60E+21,,0,0.182453668,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,1,1,0,1,1,0,1,1
7.60E+21,,0,0.490293054,0,1,1,0,2,0,0,0,0,0,1,1,0,0,1,0,1,0,0,2,0,1,0,0,0,2,3,2,2
7.60E+21,,1,0.701981626,0,0,2,0,0,0,0,0,0,1,0,0,1,0,2,2,1,0,1,0,6,2,3,1,2,2,2,1,0
7.60E+21,,1,0.775714286,0,0,2,0,1,2,0,2,0,0,1,1,2,2,1,2,2,2,1,4,0,4,0,4,2,1,3,0,3
7.60E+21,,2,1.589245785,4,0,1,2,3,4,3,0,4,2,2,4,3,3,1,1,5,0,5,0,5,4,3,2,4,2,2,2,2
7.60E+21,,0,0.167247851,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0
7.60E+21,,2,2.221428571,2,2,2,2,2,3,3,1,4,4,3,2,3,3,3,4,5,3,5,5,2,9,2,10,2,7,10,6,6
7.60E+21,,0,0.435085088,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,2,1,1,0,0,1,2
7.60E+21,,0,0.142811655,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,3
7.60E+21,,2,2.162857143,1,5,3,2,3,2,4,3,2,4,4,5,2,6,3,8,5,6,5,5,2,2,1,1,3,6,3,4,4
7.60E+21,,5,5.177142857,5,6,6,8,7,6,2,9,9,5,11,4,5,8,8,4,5,13,9,7,11,6,13,9,10,7,7,2,8
7.60E+21,,0,0.022962172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,1,0.99338165,0,0,0,1,3,3,1,1,1,1,1,3,0,1,1,2,3,2,2,1,3,5,2,2,1,1,1,1,2
7.60E+21,,0,0.113433204,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,1,0,0,1,0
7.60E+21,,4,3.551428571,5,3,6,2,6,8,3,3,5,3,5,2,4,6,3,6,4,3,5,5,4,6,6,5,5,7,4,1,5
7.60E+21,,2,1.574285714,2,1,2,0,3,3,0,3,0,1,2,1,2,0,4,5,2,4,1,4,4,3,3,4,1,1,1,3,4
7.60E+21,,0,0.325083652,0,1,0,1,1,0,0,0,0,1,0,2,2,0,1,2,1,1,0,1,2,3,1,1,0,1,1,0,1
7.60E+21,,2,1.728831169,1,1,2,3,1,1,2,4,3,2,1,0,2,4,2,0,3,5,0,5,2,3,4,4,0,0,5,4,3
7.60E+21,,0,0.324489221,0,0,0,0,0,2,0,1,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7.60E+21,,1,0.793880968,0,1,1,3,0,0,2,0,1,1,0,3,0,1,0,0,0,0,3,0,3,1,1,1,1,2,3,0,1
7.60E+21,,1,0.743492809,1,1,1,1,1,1,1,0,1,1,0,1,0,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3
7.60E+21,,4,3.827142857,5,6,2,5,5,3,6,7,6,3,5,8,4,5,2,8,10,3,7,7,4,6,6,2,3,6,2,4,6
7.60E+21,,2,2.08,3,4,3,3,1,2,4,3,4,6,5,5,6,3,8,3,3,4,4,6,3,5,3,5,1,4,4,1,5
7.60E+21,,0,0.2202178,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
7.60E+21,,0,0.477977455,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,2,1,0,2,2,1
