manzanac,rte,pred_2018,pred2018_dec,ed2,ed3,ed4,ed5,ed6,ed7,ed8,ed9,ed10,ed11,ed12,ed13,ed14,ed15,ed16,ed17,ed18,ed19,ed20,ed21,ed22,ed23,ed24,ed25,ed26,ed27,ed28,ed29,ed30
7.60E+21,,1,0.608910503,1,2,0,1,1,0,0,0,0,1,2,0,0,1,1,2,2,1,3,3,4,0,2,2,1,2,1,0,0
7.60E+21,,0,0.096219202,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,1
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.310209995,0,0,1,0,0,1,0,1,0,0,0,1,1,0,2,0,1,0,2,0,1,1,2,2,1,0,1,2,0
7.60E+21,,0,0.12908813,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7.60E+21,,1,0.789210526,0,0,3,1,0,1,0,0,2,0,0,1,2,2,1,1,2,1,2,2,0,2,5,1,4,1,3,4,3
7.60E+21,,1,1.389340659,3,1,0,0,1,3,2,0,0,1,1,1,0,2,4,2,5,0,1,4,5,3,4,3,1,3,6,3,1
7.60E+21,,1,0.867950945,2,0,0,1,0,0,1,2,0,0,0,1,0,0,0,1,0,1,0,1,1,2,3,3,3,1,0,1,3
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.392776903,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,2,1,1
7.60E+21,,1,1.151428571,2,2,0,0,0,0,0,0,2,0,0,0,1,2,1,0,3,1,1,3,7,3,3,6,4,4,6,2,3
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,1,0.550026422,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,2,1,0,2,1,0,1,0,0
7.60E+21,,0,0.09528418,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,1,0,0,1,0,1,1,0
7.60E+21,,1,0.995771429,3,3,1,0,1,0,1,1,2,0,0,0,1,0,0,2,0,2,2,2,1,2,2,1,1,2,3,1,1
7.60E+21,,1,0.964285714,2,1,1,2,2,2,0,0,0,1,1,0,2,0,1,1,0,0,3,4,1,4,0,3,2,2,1,5,0
7.60E+21,,2,2.15,0,1,1,4,4,3,0,2,1,1,3,2,0,5,4,4,4,5,3,2,7,4,2,7,5,4,2,4,7
7.60E+21,,0,0.440258813,0,3,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,2,1,0
7.60E+21,,0,0.323726442,0,0,0,0,1,0,0,2,0,0,1,2,1,0,0,2,0,1,1,0,3,1,0,0,0,1,0,1,0
7.60E+21,,0,0.411045413,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,2,0,1,1,2,3,2,1,1,1,0,2
7.60E+21,,0,0.068387257,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
7.60E+21,,1,0.776781164,1,1,1,2,1,0,2,0,1,1,1,0,0,2,1,3,2,1,1,2,0,1,3,1,1,3,0,1,2
7.60E+21,,0,0.282698192,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,2,0,2,0,0
7.60E+21,,1,0.584829004,1,0,1,1,2,2,0,1,0,0,1,0,0,0,0,2,0,2,3,2,0,4,0,2,0,1,2,1,2
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,1,1.011785714,0,0,1,0,0,1,1,2,2,0,0,2,0,1,0,0,1,0,1,1,0,1,1,2,1,3,4,4,2
7.60E+21,,2,1.505714286,0,3,3,1,4,2,5,1,3,4,2,6,3,3,2,2,3,4,1,3,2,3,2,2,2,1,1,1,0
7.60E+21,,5,5.075714286,7,12,6,9,6,2,6,11,4,6,12,5,7,2,8,5,4,4,3,5,6,1,3,2,1,3,1,5,6
7.60E+21,,1,1.271428571,0,0,0,1,1,1,0,1,0,0,1,1,2,2,0,0,5,5,1,4,4,2,10,5,1,4,3,5,4
7.60E+21,,0,0.108600656,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,1,0,0,0,0,0,1
7.60E+21,,3,2.718367347,3,5,2,2,1,2,3,1,0,2,2,1,2,1,2,3,3,3,2,5,4,2,3,6,8,6,6,6,10
7.60E+21,,1,0.673695421,1,0,0,0,0,3,1,1,1,0,1,1,0,1,1,2,0,2,0,1,2,1,3,2,0,3,1,2,1
7.60E+21,,0,0.345922624,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
7.60E+21,,0,0.416320309,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,4,1,1,1,0,1
7.60E+21,,0,0.411952634,0,1,0,1,1,1,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,3,0
7.60E+21,,2,1.827142857,5,1,4,3,3,4,2,3,1,1,1,0,3,2,1,1,1,2,3,0,1,1,0,4,6,2,2,3,2
7.60E+21,,2,1.58,2,0,1,3,1,0,2,0,1,1,2,0,0,3,3,0,0,3,4,4,2,2,5,5,5,4,3,5,2
7.60E+21,,0,0.184804383,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,1,1,2,0,0,0,0
7.60E+21,,1,1.274285714,1,0,0,3,3,1,3,2,5,2,3,2,0,2,4,3,6,0,6,2,3,2,1,2,3,2,1,0,4
7.60E+21,,1,0.625066876,0,0,0,0,0,1,1,1,0,0,1,0,0,2,0,1,2,1,2,1,2,2,2,1,3,0,2,0,4
7.60E+21,,0,0.383922083,0,1,0,2,0,0,1,0,0,1,1,0,2,0,0,0,0,1,0,1,1,1,2,0,1,1,0,1,0
7.60E+21,,0,0.265035477,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,2,2,2,1,1,1,1,1
7.60E+21,,1,1.354553571,5,3,1,1,1,0,2,0,3,2,1,0,0,0,1,3,1,1,0,2,5,2,0,3,3,4,1,3,3
7.60E+21,,1,0.879733271,1,2,0,1,1,1,0,2,1,3,1,2,0,3,0,3,3,0,1,0,2,1,1,2,1,3,3,1,2
7.60E+21,,1,0.729963986,0,1,2,0,3,0,2,1,1,2,0,1,0,0,0,0,2,3,1,1,2,0,0,1,1,1,0,0,1
7.60E+21,,1,0.744251909,2,0,0,1,0,0,1,2,0,0,1,2,0,2,1,0,0,2,2,0,1,0,1,1,2,0,1,0,1
7.60E+21,,1,0.613227106,0,1,0,0,1,1,0,3,0,2,2,4,2,1,1,0,2,2,0,1,1,2,1,2,1,1,3,1,3
7.60E+21,,0,0.305625099,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,2,1,0,0,1,1,1,2,3,1,2
7.60E+21,,3,2.58,1,5,4,1,2,5,1,0,2,3,0,4,3,5,3,7,2,6,4,1,3,5,3,9,6,5,4,4,5
7.60E+21,,0,0.142507131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
7.60E+21,,1,1.174933333,3,2,0,1,2,1,1,2,0,1,4,2,0,3,1,0,3,0,0,1,1,2,1,0,3,2,4,1,2
7.60E+21,,0,0.371473423,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,1
7.60E+21,,0,0.075284049,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,1,0.537987332,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,1,2
7.60E+21,,0,0.170293612,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1
7.60E+21,,2,2.212919255,2,3,2,1,3,4,3,3,2,2,1,4,2,4,3,1,1,0,1,7,4,2,1,6,6,4,4,4,1
7.60E+21,,0,0.071276947,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
7.60E+21,,2,1.992857143,3,2,3,4,1,2,2,3,4,3,5,3,3,2,3,2,4,4,1,5,4,2,2,3,5,5,5,3,2
7.60E+21,,1,1.377767661,2,2,2,1,2,7,1,2,0,2,0,3,1,0,1,0,4,1,1,4,2,3,3,3,1,0,3,3,3
7.60E+21,,7,6.67,9,8,12,5,9,3,4,8,4,6,3,7,8,2,2,3,8,9,8,3,2,5,3,8,1,3,4,8,10
7.60E+21,,0,0.236532611,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,2,0,0,0,1,0,2,0,1
7.60E+21,,1,1.152653061,0,2,2,1,1,1,2,0,1,2,1,4,5,1,3,2,3,5,5,1,0,4,3,2,2,1,1,7,2
7.60E+21,,0,0.49119638,0,0,1,0,2,1,1,1,0,1,2,1,0,1,1,2,0,2,1,1,2,1,2,2,2,1,1,2,2
7.60E+21,,2,1.647662338,4,1,0,3,0,0,0,5,1,0,0,2,1,0,2,0,3,3,1,3,2,2,2,5,4,2,5,11,3
7.60E+21,,1,0.907747253,1,1,1,2,0,1,0,1,1,0,0,2,1,2,0,1,4,5,2,1,1,1,2,0,4,4,6,3,4
7.60E+21,,1,0.563881747,0,1,0,0,1,2,0,0,1,0,3,0,1,2,0,1,1,0,2,3,2,6,1,1,0,0,0,0,1
7.60E+21,,0,0.470193041,2,2,0,0,0,0,0,1,0,2,0,2,1,0,1,1,1,0,1,2,1,0,0,2,0,1,1,1,0
7.60E+21,,1,0.811033678,1,0,0,1,1,1,1,0,1,1,0,1,1,3,1,1,1,1,1,2,2,1,3,4,2,3,0,1,1
7.60E+21,,1,0.759044648,0,0,0,2,0,1,0,0,0,1,1,1,2,2,1,0,0,2,0,1,3,1,1,1,4,2,1,1,2
7.60E+21,,0,0.144316124,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
7.60E+21,,0,0.286852393,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,2,0,3,0,2,0,1,3,0,1,0,0,2,2
7.60E+21,,0,0.047070018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
7.60E+21,,0,0.319008251,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,1,2,1,1,1,0,1,1,0,1
7.60E+21,,1,0.80465368,0,0,1,0,1,0,2,0,1,1,0,0,0,0,1,3,2,2,3,4,2,2,2,3,3,0,0,4,2
7.60E+21,,1,1.037389163,2,0,2,2,0,1,2,3,0,0,3,0,1,2,1,0,0,2,5,0,1,4,1,3,3,3,5,1,3
7.60E+21,,0,0.462401727,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,2,2,1
7.60E+21,,0,0.125708136,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7.60E+21,,5,5.16,6,6,8,4,4,13,5,6,5,4,10,5,8,6,7,9,7,9,6,5,8,10,2,7,8,7,8,5,14
7.60E+21,,0,0.011487508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
7.60E+21,,0,0.214423733,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,2,0,0,2,0,1,0,0,0
7.60E+21,,3,2.721428571,1,4,2,1,4,4,9,10,2,4,8,5,10,15,6,8,12,9,7,18,13,5,8,8,5,5,5,3,5
7.60E+21,,1,0.611851936,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,3,1,7,1,1,4
7.60E+21,,0,0.355236387,2,0,0,1,1,1,0,0,0,1,1,0,0,0,2,1,1,0,1,0,1,0,1,0,2,1,1,1,4
7.60E+21,,1,0.568831869,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,3,4,0
7.60E+21,,1,0.599887034,0,2,0,2,1,1,1,0,0,0,0,1,1,2,1,1,0,0,1,0,2,2,3,1,0,1,2,1,1
7.60E+21,,1,1.391667019,2,3,0,0,2,1,1,0,3,4,2,0,3,1,2,2,2,1,0,1,4,1,2,1,5,2,5,3,4
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.200449111,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0
7.60E+21,,0,0.093443536,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7.60E+21,,0,0.125419971,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,0,0,0,0,1,0,0,0,1
7.60E+21,,1,0.646544727,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,0,1,3,1,4,5
7.60E+21,,2,1.871428571,0,2,2,2,0,5,3,1,2,1,3,5,2,3,4,5,3,1,5,5,1,6,4,6,3,3,5,1,2
7.60E+21,,0,0.234327995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1,0,1,3,2,2,0
7.60E+21,,0,0.325362352,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,0,1,1,0,0,1,1,1,1,1,3,2,0,0
7.60E+21,,3,2.815714286,3,4,2,6,2,6,2,2,0,3,5,2,1,0,5,2,6,4,6,4,6,6,3,8,7,8,5,9,10
7.60E+21,,0,0.492447382,0,1,1,0,0,1,0,0,1,0,0,0,3,1,1,0,0,0,2,3,1,0,0,1,0,1,2,0,1
7.60E+21,,1,0.915926288,1,0,0,1,2,2,1,1,2,3,4,3,2,2,4,1,0,0,1,0,1,3,0,0,0,2,1,0,0
7.60E+21,,0,0.202279256,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,2,0,0,2,0,0,1,1
7.60E+21,,0,0.088670369,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
7.60E+21,,1,1.212857143,1,3,2,0,3,2,0,0,2,6,1,2,3,3,1,3,2,2,4,4,0,0,0,3,3,0,0,1,1
7.60E+21,,1,0.593372719,0,1,1,0,0,0,0,2,0,0,0,0,1,1,2,0,3,1,1,1,0,0,1,0,0,4,2,1,1
7.60E+21,,1,1.127714286,2,2,1,3,2,4,2,0,2,1,5,1,4,2,2,0,1,4,0,3,2,4,4,2,2,3,1,2,4
7.60E+21,,2,1.554285714,1,3,2,1,2,2,2,2,3,0,0,0,0,1,2,2,2,3,1,4,5,4,1,3,2,2,3,4,4
7.60E+21,,0,0.195100319,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,0
7.60E+21,,1,1.287142857,4,1,1,2,3,1,4,2,0,0,3,2,1,1,1,4,6,2,0,2,4,1,3,3,0,3,3,3,2
7.60E+21,,0,0.350244673,0,1,0,1,1,1,0,0,0,2,2,0,2,0,0,1,0,1,0,1,0,0,0,3,1,1,1,1,0
7.60E+21,,1,0.585414092,1,0,0,2,1,0,1,2,1,1,0,1,1,3,2,1,0,3,0,2,2,3,1,2,1,0,0,1,0
7.60E+21,,0,0.227406542,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0
7.60E+21,,1,0.670150514,0,0,0,1,0,2,0,3,1,1,1,1,1,1,2,3,1,1,0,1,2,2,1,1,0,0,0,4,4
7.60E+21,,0,0.209986264,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,3,0,2,1,1,0,0,0
7.60E+21,,0,0.071482202,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1
7.60E+21,,1,0.526552742,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,3,3,1,0,3,3,2,0,3,0,2,2,1
7.60E+21,,1,0.650906952,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,1,0,0,2,1,2,0,0,4,0,1,2
7.60E+21,,0,0.33813958,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0
7.60E+21,,0,0.466725826,0,1,0,1,0,0,0,3,1,1,0,1,1,2,0,2,0,1,1,1,1,2,1,1,2,0,2,2,2
7.60E+21,,0,0.291852323,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,1,1,2,2,2,0,1,2,2
7.60E+21,,0,0.350997221,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,1,0,0,2,1,1,0,1,0,1
7.60E+21,,0,0.414250608,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,2,0,1
7.60E+21,,7,6.58,5,12,10,9,10,15,8,10,8,9,18,12,6,12,9,13,10,13,11,13,18,13,15,14,12,6,16,9,11
7.60E+21,,0,0.25586132,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,3
7.60E+21,,3,2.977142857,4,1,2,3,4,4,6,4,3,6,3,5,8,7,7,8,8,7,5,8,5,6,14,5,7,4,2,7,4
7.60E+21,,0,0.476686632,1,0,0,0,0,1,0,1,0,0,1,1,1,2,1,0,0,3,3,0,1,4,1,1,0,0,0,2,1
7.60E+21,,1,0.912619048,3,0,0,0,3,2,0,4,0,0,1,2,1,0,0,2,1,2,1,2,1,3,3,1,1,2,1,3,4
7.60E+21,,3,2.568571429,3,4,4,5,6,5,5,3,1,8,6,3,4,3,6,5,3,3,7,2,3,2,5,4,1,5,1,1,1
7.60E+21,,1,0.600015403,0,1,0,0,0,2,0,0,1,0,1,0,0,1,3,2,2,3,3,1,2,1,0,2,1,1,2,3,1
7.60E+21,,1,1.025061312,3,1,0,1,0,2,0,1,0,2,0,1,0,0,0,0,0,2,2,1,2,0,2,1,0,0,1,1,1
7.60E+21,,1,0.695973192,0,3,1,0,0,1,0,0,0,0,0,4,0,3,3,2,1,0,0,1,1,5,3,2,2,1,2,1,0
7.60E+21,,2,2.254404762,2,1,5,2,3,4,1,5,0,6,0,3,1,3,1,3,1,7,3,3,2,6,5,4,3,4,4,9,2
7.60E+21,,1,0.920717149,0,0,0,2,0,0,2,0,1,1,1,1,1,3,3,2,2,3,1,1,4,1,3,3,1,3,3,1,2
7.60E+21,,1,0.982920918,0,1,0,0,1,3,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,4,2,3,1,5,5
7.60E+21,,1,0.665806878,0,3,2,2,0,0,0,2,1,1,0,0,1,0,1,1,0,0,2,0,0,1,1,0,1,2,6,1,3
7.60E+21,,1,0.987015157,1,0,2,0,1,1,1,3,1,2,2,2,1,2,2,2,1,0,3,3,4,3,2,2,5,2,1,2,0
7.60E+21,,1,0.593379785,0,0,1,0,0,0,0,0,2,0,0,1,3,0,0,1,0,0,0,1,0,1,0,3,0,0,3,0,0
7.60E+21,,1,0.941428571,2,1,2,1,1,0,0,1,1,0,0,3,0,1,5,1,5,2,1,1,0,3,5,5,0,5,1,5,3
7.60E+21,,2,1.764642857,2,2,2,3,2,1,4,2,2,2,1,2,2,0,1,4,4,4,3,2,3,6,3,1,9,4,2,1,4
7.60E+21,,1,0.738619334,0,1,0,2,1,0,1,0,0,1,2,1,1,0,2,5,3,4,1,1,2,2,1,2,5,2,2,1,1
7.60E+21,,0,0.218888899,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2,1,0,1,0,1
7.60E+21,,0,0.104649014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,2,1,1,0,0,0,0
7.60E+21,,1,0.521648114,0,1,1,0,1,1,0,1,0,0,1,1,3,1,4,2,0,0,1,3,1,2,3,2,2,1,0,1,1
7.60E+21,,0,0.132264651,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,1,1,0,2,0,1,0,0,0,0,0,0,1
7.60E+21,,1,0.815102041,0,2,1,0,0,1,1,0,0,0,0,4,3,3,4,2,2,1,3,2,1,5,4,2,1,2,1,4,0
7.60E+21,,0,0.071460761,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0
7.60E+21,,3,3.478571429,2,5,1,4,5,4,7,3,3,4,2,5,6,6,5,4,8,8,4,2,7,1,3,6,8,7,5,6,11
7.60E+21,,0,0.095818516,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1
7.60E+21,,0,0.432986934,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3,2,0,0,0,0,1,1,1,0,3
7.60E+21,,0,0.310787734,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,2,1,1,0,1,2,0,1
7.60E+21,,0,0.402941968,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
7.60E+21,,1,0.764964944,0,1,0,0,0,1,1,2,2,1,0,0,1,2,1,0,0,2,2,0,1,2,2,1,4,3,1,1,1
7.60E+21,,1,0.680142161,1,0,1,0,0,1,2,1,1,2,1,2,2,1,1,1,0,1,0,2,1,0,2,1,2,1,4,1,2
7.60E+21,,0,0.37058135,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,3,1
7.60E+21,,0,0.195749403,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0
7.60E+21,,1,0.594647577,0,0,0,2,1,2,0,0,1,0,2,0,0,1,2,2,1,2,2,1,0,2,2,1,0,2,2,4,0
7.60E+21,,1,0.620032493,0,0,0,0,0,2,2,0,1,2,1,1,0,1,1,2,3,0,2,3,1,2,0,2,2,1,1,2,1
7.60E+21,,0,0.091962292,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0
7.60E+21,,1,0.769908306,2,2,1,0,0,1,0,3,1,1,0,1,0,4,2,1,1,0,4,3,2,2,1,0,1,1,2,0,0
7.60E+21,,0,0.04774587,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7.60E+21,,2,2.017142857,2,3,4,5,2,1,5,1,2,3,6,2,5,3,3,3,1,2,3,4,2,0,5,3,1,7,3,4,3
7.60E+21,,0,0.372284393,1,0,1,0,0,0,0,0,0,1,0,1,2,0,2,1,0,1,1,0,0,3,0,2,2,0,4,1,2
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.326721697,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,2,1,1,2,0,1,2,3,2,2
7.60E+21,,0,0.407771418,1,1,0,0,0,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7.60E+21,,1,0.687636054,0,1,0,0,0,0,0,0,1,2,1,2,1,2,2,0,1,0,1,0,2,0,1,2,0,2,3,1,0
7.60E+21,,1,0.722180588,0,0,1,0,1,0,0,2,0,0,2,2,0,3,0,1,0,0,0,1,2,2,1,2,2,4,5,4,5
7.60E+21,,1,0.648003802,1,1,0,0,2,3,1,3,1,0,0,0,0,0,1,1,2,0,2,0,0,1,1,0,1,0,0,2,0
7.60E+21,,1,0.776633943,0,0,0,1,0,0,1,1,2,0,1,1,0,0,0,0,0,2,2,0,2,0,4,0,2,2,1,2,2
7.60E+21,,2,2.059795918,3,2,2,1,1,3,4,3,3,5,1,4,1,4,2,2,4,6,1,6,6,7,7,2,2,7,3,5,5
7.60E+21,,0,0.351991876,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,3,1,2,2
7.60E+21,,0,0.308450515,1,0,0,1,0,0,0,2,0,0,1,1,1,0,1,0,1,1,2,1,0,0,0,2,1,1,1,1,0
7.60E+21,,0,0.243224791,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,3,1,0,1,1,0,0,0,0,0,1
7.60E+21,,0,0.354412448,1,1,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,2,0,1,0
7.60E+21,,1,0.524845047,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,3,0,2,1,4,0,1,3,2,0
7.60E+21,,1,0.517537245,0,1,0,1,0,0,1,0,1,0,0,2,1,3,0,1,1,0,1,1,0,0,2,2,1,1,1,2,1
7.60E+21,,0,0.034153,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
7.60E+21,,1,0.790162338,0,0,0,0,0,0,1,0,2,1,0,0,0,0,2,1,2,3,2,2,1,4,1,4,4,3,3,1,1
7.60E+21,,1,0.669103791,0,0,2,0,0,0,1,1,0,1,0,1,0,1,0,2,0,1,4,2,0,0,2,1,1,3,1,2,5
7.60E+21,,0,0.351048834,0,1,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,0,1,3,2,1,0,3,1,0,2,0,1
7.60E+21,,1,1.066701668,1,0,0,1,1,2,1,1,0,0,0,0,0,0,2,1,1,0,1,1,3,2,1,3,2,1,4,3,2
7.60E+21,,0,0.118379474,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,1,0
7.60E+21,,1,1.484285714,0,5,0,1,2,2,1,1,1,1,1,1,4,2,0,5,1,1,2,2,2,0,2,5,1,2,0,2,4
7.60E+21,,1,1.435714286,1,2,0,3,1,0,2,4,2,3,1,3,1,2,1,1,0,1,9,4,3,3,4,0,1,2,2,3,3
7.60E+21,,0,0.035760446,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,5,5.16,5,7,4,7,3,6,7,7,3,7,7,7,9,8,7,7,10,9,12,11,7,10,10,7,15,11,13,14,12
7.60E+21,,2,1.851428571,2,2,3,0,3,2,2,1,1,4,2,6,4,7,5,3,4,0,4,2,6,3,3,6,4,3,5,2,1
7.60E+21,,6,5.924285714,5,5,9,11,11,8,10,7,8,11,8,8,8,10,6,7,5,11,15,15,14,11,8,12,14,12,11,16,14
7.60E+21,,0,0.232840934,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,2,1,1,0,0,2
7.60E+21,,1,0.621507937,1,1,0,0,2,1,0,2,1,1,1,1,2,0,0,1,2,4,1,4,2,3,1,3,0,1,1,0,0
7.60E+21,,1,1.335857143,2,1,0,1,1,0,0,1,4,0,1,1,1,0,3,0,3,0,4,2,4,1,9,1,4,6,5,1,1
